total cost: 343383
1 2 0
1 2 553
1 2 288
1 2 767
1 2 0
1 2 0
1 2 307
1 2 793
1 2 0
1 2 0
1 2 141
1 2 0
2 1 0
2 1 220
2 1 802
2 1 577
2 1 254
2 1 0
2 1 0
2 1 180
2 1 257
2 1 932
2 1 0
3 1 0
3 1 616
3 1 161
3 1 652
3 1 0
3 1 0
3 1 0
4 1 0
4 1 954
4 1 654
4 1 520
4 1 0
5 1 0
5 1 463
5 1 539
5 1 459
5 1 693
5 1 454
5 1 0
5 1 0
5 1 790
5 1 0
5 1 0
5 1 0
6 2 0
6 2 408
6 2 801
6 2 754
6 2 593
6 2 475
6 2 510
6 2 356
6 2 0
7 2 0
7 2 645
7 2 865
7 2 189
7 2 442
7 2 92
7 2 710
7 2 717
7 2 0
7 2 0
7 2 0
8 1 0
8 1 605
8 1 974
8 1 401
8 1 229
8 1 0
9 2 0
9 2 57
9 2 843
9 2 170
9 2 749
9 2 689
9 2 525
9 2 476
9 2 0
10 1 0
10 1 281
10 1 423
10 1 532
10 1 544
10 1 798
10 1 380
10 1 0
11 1 0
11 1 856
11 1 4
11 1 501
11 1 250
11 1 911
11 1 468
11 1 700
11 1 0
11 1 0
11 1 230
11 1 0
12 2 0
12 2 354
12 2 154
12 2 0
12 2 0
12 2 319
12 2 8
12 2 0
13 1 0
13 1 124
13 1 919
13 1 799
13 1 148
13 1 0
14 1 0
14 1 164
14 1 391
14 1 440
14 1 216
14 1 650
14 1 0
15 1 0
15 1 37
15 1 14
15 1 855
15 1 808
15 1 512
15 1 397
15 1 212
15 1 0
16 2 0
16 2 462
16 2 813
16 2 478
16 2 570
16 2 0
16 2 0
16 2 612
16 2 535
16 2 0
17 2 0
17 2 947
17 2 716
17 2 400
17 2 641
17 2 171
17 2 742
17 2 0
18 2 0
18 2 763
18 2 831
18 2 759
18 2 237
18 2 0
18 2 0
18 2 283
18 2 590
18 2 269
18 2 0
19 1 0
19 1 602
19 1 284
19 1 0
20 1 0
20 1 591
20 1 504
20 1 0
21 2 0
21 2 714
21 2 248
21 2 0
22 1 0
22 1 841
22 1 543
22 1 101
22 1 783
22 1 470
22 1 217
22 1 897
22 1 345
22 1 0
22 1 0
22 1 0
23 2 0
23 2 565
23 2 871
23 2 850
23 2 58
23 2 36
23 2 264
23 2 810
23 2 276
23 2 0
24 2 0
24 2 428
24 2 820
24 2 54
24 2 732
24 2 600
24 2 0
25 1 0
25 1 975
25 1 43
25 1 0
26 1 0
26 1 489
26 1 741
26 1 107
26 1 0
27 2 0
27 2 899
27 2 826
27 2 922
27 2 531
27 2 806
27 2 200
27 2 694
27 2 844
27 2 0
27 2 0
27 2 0
28 1 0
28 1 64
28 1 304
28 1 205
28 1 678
28 1 967
28 1 0
29 2 0
29 2 291
29 2 7
29 2 992
29 2 437
29 2 508
29 2 815
29 2 360
29 2 0
30 1 0
30 1 682
30 1 338
30 1 939
30 1 791
30 1 945
30 1 191
30 1 259
30 1 125
30 1 0
31 2 0
31 2 473
31 2 738
31 2 609
31 2 863
31 2 349
31 2 0
31 2 0
31 2 561
31 2 114
31 2 477
31 2 0
32 1 0
32 1 128
32 1 925
32 1 9
32 1 721
32 1 923
32 1 0
32 1 0
32 1 0
33 2 0
33 2 866
33 2 17
33 2 418
33 2 292
33 2 208
33 2 38
33 2 0
34 2 0
34 2 816
34 2 868
34 2 529
34 2 335
34 2 807
34 2 293
34 2 0
35 1 0
35 1 158
35 1 541
35 1 204
35 1 563
35 1 964
35 1 940
35 1 314
35 1 0
35 1 0
35 1 0
36 1 0
36 1 846
36 1 495
36 1 0
37 2 0
37 2 389
37 2 580
37 2 538
37 2 446
37 2 949
37 2 692
37 2 852
37 2 0
38 2 0
38 2 113
38 2 910
38 2 524
38 2 63
38 2 279
38 2 99
38 2 785
38 2 0
38 2 0
38 2 0
39 1 0
39 1 907
39 1 796
39 1 0
40 1 0
40 1 606
40 1 955
40 1 542
40 1 707
40 1 246
40 1 40
40 1 2
40 1 990
40 1 223
40 1 0
40 1 0
40 1 0
41 2 0
41 2 441
41 2 666
41 2 232
41 2 676
41 2 969
41 2 803
41 2 66
41 2 516
41 2 0
42 2 0
42 2 153
42 2 394
42 2 603
42 2 0
42 2 0
42 2 106
42 2 93
42 2 880
42 2 136
42 2 0
43 2 0
43 2 715
43 2 902
43 2 425
43 2 776
43 2 0
44 1 0
44 1 133
44 1 436
44 1 970
44 1 0
44 1 0
44 1 0
45 1 0
45 1 472
45 1 513
45 1 0
46 1 0
46 1 677
46 1 41
46 1 0
47 2 0
47 2 837
47 2 909
47 2 0
48 1 0
48 1 784
48 1 86
48 1 0
49 1 0
49 1 550
49 1 0
50 2 0
50 2 352
50 2 0
51 2 0
51 2 456
51 2 102
51 2 351
51 2 921
51 2 0
51 2 0
51 2 163
51 2 906
51 2 545
51 2 0
52 2 0
52 2 45
52 2 809
52 2 430
52 2 334
52 2 755
52 2 800
52 2 493
52 2 778
52 2 0
52 2 0
52 2 0
53 2 0
53 2 336
53 2 369
53 2 854
53 2 426
53 2 0
53 2 0
53 2 255
53 2 74
53 2 724
53 2 0
54 2 0
54 2 817
54 2 157
54 2 199
54 2 324
54 2 648
54 2 290
54 2 0
54 2 0
54 2 0
55 1 0
55 1 0
56 2 0
56 2 608
56 2 447
56 2 679
56 2 576
56 2 0
56 2 0
56 2 0
57 1 0
57 1 435
57 1 686
57 1 160
57 1 183
57 1 835
57 1 490
57 1 471
57 1 0
58 2 0
58 2 518
58 2 497
58 2 404
58 2 642
58 2 0
58 2 0
58 2 130
58 2 0
59 1 0
59 1 266
59 1 562
59 1 664
59 1 410
59 1 151
59 1 752
59 1 0
60 1 0
60 1 611
60 1 647
60 1 455
60 1 980
60 1 0
61 1 0
61 1 178
61 1 323
61 1 885
61 1 0
62 1 0
62 1 399
62 1 680
62 1 873
62 1 438
62 1 481
62 1 0
62 1 0
62 1 0
63 1 0
63 1 699
63 1 646
63 1 392
63 1 30
63 1 628
63 1 937
63 1 0
63 1 0
63 1 0
64 2 0
64 2 340
64 2 781
64 2 188
64 2 84
64 2 709
64 2 757
64 2 668
64 2 0
65 1 0
65 1 398
65 1 80
65 1 311
65 1 0
66 2 0
66 2 876
66 2 753
66 2 929
66 2 0
67 2 0
67 2 814
67 2 977
67 2 396
67 2 685
67 2 936
67 2 581
67 2 434
67 2 27
67 2 0
68 1 0
68 1 989
68 1 751
68 1 673
68 1 485
68 1 0
68 1 0
68 1 95
68 1 0
69 1 0
69 1 996
69 1 697
69 1 870
69 1 81
69 1 289
69 1 211
69 1 0
70 1 0
70 1 644
70 1 329
70 1 934
70 1 207
70 1 168
70 1 71
70 1 661
70 1 0
70 1 0
70 1 0
70 1 0
71 1 0
71 1 181
71 1 417
71 1 918
71 1 309
71 1 0
71 1 0
71 1 0
72 2 0
72 2 275
72 2 310
72 2 973
72 2 118
72 2 0
72 2 0
72 2 166
72 2 0
73 1 0
73 1 568
73 1 675
73 1 779
73 1 0
73 1 0
73 1 0
74 1 0
74 1 511
74 1 777
74 1 79
74 1 663
74 1 0
74 1 0
74 1 94
74 1 0
75 2 0
75 2 943
75 2 18
75 2 887
75 2 496
75 2 119
75 2 28
75 2 480
75 2 0
76 2 0
76 2 233
76 2 134
76 2 175
76 2 420
76 2 376
76 2 601
76 2 140
76 2 515
76 2 0
76 2 0
76 2 0
77 1 0
77 1 321
77 1 177
77 1 701
77 1 218
77 1 494
77 1 0
77 1 0
77 1 0
78 1 0
78 1 748
78 1 479
78 1 630
78 1 0
79 1 0
79 1 186
79 1 484
79 1 172
79 1 761
79 1 595
79 1 758
79 1 0
79 1 0
79 1 0
79 1 0
80 1 0
80 1 756
80 1 794
80 1 874
80 1 655
80 1 0
80 1 0
80 1 971
80 1 965
80 1 734
80 1 0
81 1 0
81 1 150
81 1 944
81 1 669
81 1 857
81 1 0
82 1 0
82 1 193
82 1 840
82 1 705
82 1 0
82 1 0
82 1 11
82 1 0
83 1 0
83 1 328
83 1 771
83 1 492
83 1 413
83 1 0
83 1 0
83 1 0
84 1 0
84 1 226
