total cost: 344453
1 2 0
1 2 553
1 2 288
1 2 767
1 2 0
1 2 0
1 2 307
1 2 793
1 2 0
1 2 0
1 2 141
1 2 0
2 1 0
2 1 220
2 1 802
2 1 577
2 1 254
2 1 0
2 1 0
2 1 616
2 1 180
2 1 257
2 1 932
2 1 0
2 1 0
2 1 0
3 2 0
3 2 463
3 2 539
3 2 462
3 2 693
3 2 154
3 2 0
3 2 0
3 2 790
3 2 230
3 2 0
4 1 0
4 1 408
4 1 947
4 1 974
4 1 716
4 1 525
4 1 476
4 1 0
5 1 0
5 1 645
5 1 442
5 1 189
5 1 0
5 1 0
5 1 654
5 1 520
5 1 652
5 1 504
5 1 0
6 1 0
6 1 605
6 1 754
6 1 593
6 1 602
6 1 284
6 1 171
6 1 742
6 1 0
7 1 0
7 1 57
7 1 865
7 1 428
7 1 489
7 1 710
7 1 717
7 1 532
7 1 0
7 1 0
7 1 0
8 1 0
8 1 801
8 1 459
8 1 454
8 1 37
8 1 283
8 1 590
8 1 269
8 1 0
9 1 0
9 1 856
9 1 4
9 1 843
9 1 423
9 1 170
9 1 749
9 1 689
9 1 0
9 1 0
9 1 0
10 1 0
10 1 281
10 1 319
10 1 544
10 1 798
10 1 380
10 1 0
10 1 0
10 1 535
10 1 0
11 1 0
11 1 354
11 1 954
11 1 440
11 1 391
11 1 304
11 1 205
11 1 114
11 1 0
12 2 0
12 2 164
12 2 92
12 2 216
12 2 732
12 2 600
12 2 0
13 1 0
13 1 161
13 1 401
13 1 229
13 1 0
14 2 0
14 2 124
14 2 919
14 2 475
14 2 799
14 2 0
15 1 0
15 1 813
15 1 473
15 1 738
15 1 863
15 1 0
15 1 0
15 1 8
15 1 561
15 1 356
15 1 0
16 2 0
16 2 763
16 2 831
16 2 501
16 2 911
16 2 826
16 2 468
16 2 783
16 2 470
16 2 477
16 2 0
16 2 0
16 2 0
17 2 0
17 2 478
17 2 975
17 2 759
17 2 0
17 2 0
17 2 714
17 2 148
17 2 0
18 2 0
18 2 841
18 2 7
18 2 101
18 2 922
18 2 217
18 2 897
18 2 345
18 2 880
18 2 259
18 2 0
18 2 0
18 2 0
19 1 0
19 1 400
19 1 899
19 1 250
19 1 237
19 1 0
19 1 0
19 1 570
19 1 510
19 1 810
19 1 276
19 1 0
20 2 0
20 2 565
20 2 850
20 2 58
20 2 871
20 2 36
20 2 264
20 2 63
20 2 99
20 2 807
20 2 0
21 1 0
21 1 64
21 1 700
21 1 106
21 1 815
21 1 360
21 1 223
21 1 0
22 2 0
22 2 682
22 2 543
22 2 992
22 2 707
22 2 246
22 2 40
22 2 508
22 2 678
22 2 967
22 2 0
23 1 0
23 1 291
23 1 542
23 1 266
23 1 399
23 1 680
23 1 990
23 1 873
23 1 844
23 1 0
23 1 0
23 1 0
24 2 0
24 2 846
24 2 609
24 2 293
24 2 0
25 2 0
25 2 641
25 2 791
25 2 964
25 2 314
25 2 0
26 1 0
26 1 820
26 1 128
26 1 741
26 1 0
26 1 0
26 1 107
26 1 0
27 1 0
27 1 866
27 1 9
27 1 324
27 1 648
27 1 752
27 1 664
27 1 0
27 1 0
27 1 0
28 2 0
28 2 816
28 2 113
28 2 910
28 2 868
28 2 349
28 2 0
28 2 0
28 2 612
28 2 591
28 2 0
29 2 0
29 2 158
29 2 541
29 2 338
29 2 531
29 2 93
29 2 945
29 2 677
29 2 191
29 2 125
29 2 0
30 2 0
30 2 54
30 2 925
30 2 418
30 2 902
30 2 84
30 2 323
30 2 709
30 2 885
30 2 178
30 2 0
31 2 0
31 2 389
31 2 580
31 2 538
31 2 446
31 2 495
31 2 397
31 2 512
31 2 212
31 2 692
31 2 0
32 1 0
32 1 14
32 1 666
32 1 855
32 1 232
32 1 808
32 1 676
32 1 852
32 1 0
33 2 0
33 2 907
33 2 608
33 2 447
33 2 545
33 2 0
33 2 0
33 2 0
34 2 0
34 2 939
34 2 806
34 2 136
34 2 41
34 2 0
35 2 0
35 2 17
35 2 715
35 2 721
35 2 437
35 2 923
35 2 0
35 2 0
35 2 0
36 2 0
36 2 529
36 2 603
36 2 796
36 2 335
36 2 524
36 2 279
36 2 785
36 2 0
36 2 0
36 2 0
37 1 0
37 1 606
37 1 955
37 1 562
37 1 275
37 1 310
37 1 581
37 1 936
37 1 630
37 1 0
37 1 0
37 1 0
38 2 0
38 2 153
38 2 394
38 2 329
38 2 934
38 2 207
38 2 168
38 2 71
38 2 661
38 2 0
38 2 0
38 2 0
39 2 0
39 2 441
39 2 644
39 2 705
39 2 929
39 2 91
39 2 0
39 2 0
39 2 0
40 1 0
40 1 472
40 1 513
40 1 906
40 1 0
40 1 0
40 1 0
41 1 0
41 1 133
41 1 970
41 1 436
41 1 0
41 1 0
41 1 0
42 2 0
42 2 949
42 2 44
42 2 383
42 2 0
43 2 0
43 2 650
43 2 398
43 2 208
43 2 0
44 2 0
44 2 837
44 2 909
44 2 0
45 1 0
45 1 784
45 1 940
45 1 0
46 2 0
46 2 550
46 2 86
46 2 0
47 2 0
47 2 204
47 2 392
47 2 563
47 2 417
47 2 181
47 2 135
47 2 289
47 2 0
48 1 0
48 1 352
48 1 200
48 1 0
49 2 0
49 2 456
49 2 102
49 2 610
49 2 574
49 2 419
49 2 621
49 2 944
49 2 669
49 2 0
49 2 0
49 2 0
50 2 0
50 2 255
50 2 647
50 2 611
50 2 724
50 2 74
50 2 0
50 2 0
50 2 0
51 2 0
51 2 921
51 2 351
51 2 455
51 2 0
51 2 0
51 2 0
52 1 0
52 1 45
52 1 809
52 1 930
52 1 771
52 1 492
52 1 977
52 1 396
52 1 0
52 1 0
52 1 0
53 1 0
53 1 336
53 1 369
53 1 854
53 1 0
53 1 0
53 1 679
53 1 753
53 1 0
54 1 0
54 1 817
54 1 751
54 1 0
54 1 0
54 1 435
54 1 160
54 1 835
54 1 490
54 1 471
54 1 0
55 1 0
55 1 248
55 1 576
55 1 0
56 1 0
56 1 518
56 1 497
56 1 404
56 1 0
56 1 0
56 1 163
56 1 604
56 1 0
57 1 0
57 1 980
57 1 0
58 2 0
58 2 199
58 2 410
58 2 485
58 2 157
58 2 861
58 2 971
58 2 965
58 2 734
58 2 480
58 2 0
59 2 0
59 2 130
59 2 0
59 2 0
59 2 0
60 2 0
60 2 969
60 2 803
60 2 516
60 2 0
61 1 0
61 1 292
61 1 38
61 1 0
61 1 0
61 1 0
62 2 0
62 2 699
62 2 996
62 2 870
62 2 272
62 2 0
62 2 0
62 2 95
62 2 776
62 2 668
62 2 0
63 2 0
63 2 646
63 2 697
63 2 797
63 2 81
63 2 628
63 2 937
63 2 761
63 2 595
63 2 0
63 2 0
63 2 0
64 2 0
64 2 340
64 2 781
64 2 188
64 2 425
64 2 0
64 2 0
64 2 876
64 2 0
65 2 0
65 2 814
65 2 430
65 2 438
65 2 694
65 2 509
65 2 434
65 2 0
66 1 0
66 1 989
66 1 233
66 1 134
66 1 175
66 1 0
66 1 0
66 1 290
66 1 0
66 1 0
66 1 0
67 2 0
67 2 151
67 2 973
67 2 118
67 2 656
67 2 0
67 2 0
67 2 0
68 2 0
68 2 568
68 2 918
68 2 309
68 2 675
68 2 0
69 2 0
69 2 166
69 2 481
69 2 0
70 1 0
70 1 673
70 1 887
70 1 341
70 1 571
70 1 883
70 1 942
70 1 994
70 1 119
70 1 0
70 1 0
70 1 0
70 1 0
71 1 0
71 1 511
71 1 777
71 1 663
71 1 0
71 1 0
71 1 94
71 1 80
71 1 0
72 1 0
72 1 943
72 1 941
72 1 413
72 1 0
72 1 0
72 1 686
72 1 0
72 1 0
72 1 11
72 1 0
73 2 0
73 2 321
73 2 177
73 2 701
73 2 601
73 2 515
73 2 847
73 2 0
73 2 0
73 2 0
74 2 0
74 2 186
74 2 735
74 2 172
74 2 211
74 2 948
74 2 0
75 2 0
75 2 756
75 2 794
75 2 874
75 2 655
75 2 0
75 2 0
75 2 748
75 2 479
75 2 27
75 2 0
76 2 0
76 2 193
76 2 426
76 2 0
76 2 0
76 2 47
76 2 23
76 2 0
77 2 0
77 2 328
77 2 755
77 2 997
77 2 493
