total cost: 337925
1 2 0
1 2 553
1 2 288
1 2 767
1 2 0
1 2 0
1 2 307
1 2 793
1 2 0
1 2 0
1 2 141
1 2 0
2 1 0
2 1 220
2 1 802
2 1 577
2 1 254
2 1 0
2 1 0
2 1 616
2 1 180
2 1 257
2 1 932
2 1 0
2 1 0
2 1 0
3 2 0
3 2 801
3 2 754
3 2 593
3 2 475
3 2 510
3 2 356
3 2 0
4 1 0
4 1 463
4 1 539
4 1 0
5 1 0
5 1 954
5 1 161
5 1 652
5 1 0
5 1 0
5 1 0
6 2 0
6 2 790
6 2 0
6 2 0
6 2 654
6 2 0
7 1 0
7 1 645
7 1 865
7 1 189
7 1 0
7 1 0
7 1 612
7 1 0
8 2 0
8 2 605
8 2 974
8 2 716
8 2 525
8 2 476
8 2 0
9 2 0
9 2 408
9 2 947
9 2 401
9 2 229
9 2 535
9 2 919
9 2 0
10 1 0
10 1 57
10 1 281
10 1 843
10 1 170
10 1 749
10 1 423
10 1 717
10 1 0
10 1 0
10 1 520
10 1 0
11 2 0
11 2 856
11 2 763
11 2 831
11 2 602
11 2 911
11 2 468
11 2 700
11 2 783
11 2 477
11 2 0
12 2 0
12 2 354
12 2 442
12 2 710
12 2 532
12 2 304
12 2 205
12 2 114
12 2 0
13 1 0
13 1 459
13 1 693
13 1 454
13 1 0
14 2 0
14 2 319
14 2 689
14 2 798
14 2 544
14 2 0
15 1 0
15 1 37
15 1 14
15 1 855
15 1 808
15 1 512
15 1 397
15 1 212
15 1 0
16 2 0
16 2 154
16 2 0
16 2 0
16 2 164
16 2 391
16 2 0
17 1 0
17 1 462
17 1 813
17 1 714
17 1 248
17 1 0
17 1 0
17 1 799
17 1 0
18 1 0
18 1 124
18 1 283
18 1 590
18 1 0
19 1 0
19 1 4
19 1 250
19 1 899
19 1 826
19 1 922
19 1 217
19 1 470
19 1 897
19 1 0
19 1 0
19 1 504
19 1 0
20 2 0
20 2 478
20 2 846
20 2 473
20 2 293
20 2 0
21 2 0
21 2 501
21 2 400
21 2 682
21 2 284
21 2 759
21 2 0
21 2 0
21 2 8
21 2 0
22 2 0
22 2 92
22 2 440
22 2 216
22 2 650
22 2 600
22 2 732
22 2 0
23 2 0
23 2 591
23 2 0
24 2 0
24 2 841
24 2 7
24 2 101
24 2 543
24 2 437
24 2 992
24 2 923
24 2 436
24 2 0
24 2 0
24 2 0
25 2 0
25 2 570
25 2 975
25 2 810
25 2 276
25 2 0
25 2 0
25 2 0
26 1 0
26 1 565
26 1 850
26 1 58
26 1 237
26 1 0
26 1 0
26 1 561
26 1 230
26 1 148
26 1 0
27 1 0
27 1 428
27 1 820
27 1 128
27 1 0
27 1 0
27 1 380
27 1 641
27 1 171
27 1 742
27 1 0
28 2 0
28 2 291
28 2 866
28 2 107
28 2 9
28 2 721
28 2 967
28 2 678
28 2 508
28 2 0
29 2 0
29 2 489
29 2 741
29 2 95
29 2 323
29 2 178
29 2 0
30 2 0
30 2 264
30 2 910
30 2 524
30 2 63
30 2 807
30 2 0
31 2 0
31 2 816
31 2 863
31 2 868
31 2 609
31 2 349
31 2 0
31 2 0
31 2 352
31 2 0
32 1 0
32 1 158
32 1 871
32 1 36
32 1 204
32 1 563
32 1 964
32 1 0
32 1 0
32 1 0
33 1 0
33 1 54
33 1 925
33 1 418
33 1 902
33 1 84
33 1 885
33 1 776
33 1 668
33 1 0
34 2 0
34 2 389
34 2 580
34 2 538
34 2 446
34 2 495
34 2 949
34 2 692
34 2 852
34 2 0
35 2 0
35 2 113
35 2 529
35 2 738
35 2 907
35 2 608
35 2 513
35 2 906
35 2 545
35 2 0
35 2 0
35 2 0
36 1 0
36 1 338
36 1 541
36 1 939
36 1 945
36 1 791
36 1 940
36 1 314
36 1 0
36 1 0
36 1 0
37 2 0
37 2 279
37 2 99
37 2 785
37 2 472
37 2 679
37 2 0
38 2 0
38 2 17
38 2 715
38 2 292
38 2 208
38 2 0
38 2 0
38 2 269
38 2 0
39 2 0
39 2 606
39 2 955
39 2 542
39 2 707
39 2 246
39 2 40
39 2 815
39 2 360
39 2 990
39 2 223
39 2 0
40 1 0
40 1 441
40 1 666
40 1 207
40 1 168
40 1 803
40 1 0
40 1 0
40 1 0
41 1 0
41 1 335
41 1 969
41 1 0
42 1 0
42 1 153
42 1 394
42 1 603
42 1 676
42 1 44
42 1 0
42 1 0
42 1 0
43 2 0
43 2 531
43 2 45
43 2 399
43 2 680
43 2 873
43 2 844
43 2 438
43 2 0
44 2 0
44 2 232
44 2 661
44 2 516
44 2 0
45 2 0
45 2 133
45 2 752
45 2 664
45 2 0
45 2 0
45 2 0
46 1 0
46 1 106
46 1 93
46 1 880
46 1 345
46 1 136
46 1 200
46 1 0
47 1 0
47 1 64
47 1 94
47 1 398
47 1 0
48 1 0
48 1 837
48 1 909
48 1 0
49 1 0
49 1 677
49 1 259
49 1 191
49 1 125
49 1 0
50 2 0
50 2 784
50 2 86
50 2 0
51 2 0
51 2 456
51 2 102
51 2 610
51 2 574
51 2 419
51 2 621
51 2 944
51 2 669
51 2 0
51 2 0
51 2 0
52 2 0
52 2 255
52 2 647
52 2 611
52 2 455
52 2 0
52 2 0
52 2 0
53 1 0
53 1 921
53 1 351
53 1 0
53 1 0
53 1 550
53 1 0
54 1 0
54 1 336
54 1 369
54 1 854
54 1 0
54 1 0
54 1 163
54 1 47
54 1 0
55 2 0
55 2 817
55 2 157
55 2 199
55 2 324
55 2 648
55 2 290
55 2 0
55 2 0
55 2 0
56 2 0
56 2 796
56 2 564
56 2 840
56 2 0
56 2 0
56 2 435
56 2 835
56 2 0
57 1 0
57 1 518
57 1 497
57 1 404
57 1 0
57 1 0
57 1 130
57 1 576
57 1 724
57 1 74
57 1 0
58 1 0
58 1 562
58 1 943
58 1 410
58 1 485
58 1 226
58 1 151
58 1 970
58 1 734
58 1 965
58 1 24
58 1 0
58 1 0
59 2 0
59 2 266
59 2 310
59 2 941
59 2 685
59 2 936
59 2 581
59 2 509
59 2 630
59 2 0
59 2 0
59 2 0
60 2 0
60 2 806
60 2 430
60 2 977
60 2 396
60 2 694
60 2 0
61 2 0
61 2 809
61 2 930
61 2 771
61 2 492
61 2 413
61 2 0
61 2 0
61 2 41
61 2 0
62 1 0
62 1 699
62 1 646
62 1 392
62 1 30
62 1 628
62 1 937
62 1 0
62 1 0
62 1 0
63 2 0
63 2 340
63 2 781
63 2 188
63 2 425
63 2 0
63 2 0
63 2 876
63 2 753
63 2 0
64 1 0
64 1 989
64 1 751
64 1 673
64 1 0
64 1 0
64 1 980
64 1 289
64 1 675
64 1 309
64 1 0
64 1 0
64 1 0
65 2 0
65 2 996
65 2 870
65 2 797
65 2 81
65 2 272
65 2 0
65 2 0
65 2 166
65 2 434
65 2 27
65 2 0
66 1 0
66 1 644
66 1 329
66 1 453
66 1 88
66 1 71
66 1 383
66 1 0
66 1 0
66 1 0
66 1 0
67 2 0
67 2 814
67 2 417
67 2 181
67 2 918
67 2 779
67 2 0
68 1 0
68 1 275
68 1 973
68 1 0
68 1 0
68 1 568
68 1 135
68 1 0
69 2 0
69 2 160
69 2 233
69 2 686
69 2 701
69 2 490
69 2 471
69 2 0
69 2 0
69 2 0
70 1 0
70 1 511
70 1 777
70 1 79
70 1 663
70 1 0
70 1 0
70 1 43
70 1 11
70 1 0
71 2 0
71 2 321
71 2 134
71 2 177
71 2 218
71 2 80
71 2 494
71 2 0
72 2 0
72 2 186
72 2 735
72 2 172
72 2 761
72 2 758
72 2 595
72 2 587
72 2 0
73 1 0
73 1 756
73 1 794
73 1 175
73 1 376
73 1 601
73 1 140
73 1 515
73 1 0
73 1 0
73 1 0
73 1 0
74 2 0
74 2 447
74 2 929
74 2 705
74 2 91
74 2 0
74 2 0
74 2 0
75 2 0
75 2 150
75 2 193
75 2 173
75 2 848
75 2 838
75 2 342
75 2 607
75 2 0
76 1 0
76 1 328
76 1 755
76 1 997
76 1 493
76 1 800
76 1 778
76 1 0
76 1 0
76 1 0
77 1 0
77 1 183
77 1 861
77 1 393
77 1 457
77 1 971
77 1 480
