total cost: 342975
1 2 0
1 2 553
1 2 288
1 2 767
1 2 0
1 2 0
1 2 307
1 2 793
1 2 0
1 2 0
1 2 141
1 2 0
2 2 0
2 2 220
2 2 802
2 2 577
2 2 254
2 2 749
2 2 0
2 2 0
2 2 180
2 2 257
2 2 932
2 2 0
3 1 0
3 1 616
3 1 161
3 1 652
3 1 0
3 1 0
3 1 0
4 2 0
4 2 954
4 2 654
4 2 520
4 2 0
5 1 0
5 1 463
5 1 539
5 1 459
5 1 693
5 1 454
5 1 0
5 1 0
5 1 790
5 1 0
5 1 0
5 1 0
6 1 0
6 1 408
6 1 801
6 1 754
6 1 593
6 1 475
6 1 510
6 1 356
6 1 0
7 2 0
7 2 645
7 2 865
7 2 189
7 2 442
7 2 92
7 2 710
7 2 717
7 2 0
7 2 0
7 2 0
8 1 0
8 1 605
8 1 974
8 1 401
8 1 229
8 1 0
9 2 0
9 2 57
9 2 843
9 2 170
9 2 689
9 2 525
9 2 476
9 2 0
10 1 0
10 1 281
10 1 423
10 1 532
10 1 544
10 1 798
10 1 380
10 1 0
11 2 0
11 2 856
11 2 4
11 2 501
11 2 250
11 2 911
11 2 468
11 2 700
11 2 783
11 2 477
11 2 0
12 2 0
12 2 354
12 2 37
12 2 154
12 2 0
12 2 0
12 2 230
12 2 535
12 2 0
13 1 0
13 1 319
13 1 716
13 1 0
14 1 0
14 1 164
14 1 391
14 1 440
14 1 216
14 1 650
14 1 0
15 1 0
15 1 124
15 1 919
15 1 799
15 1 148
15 1 0
16 2 0
16 2 462
16 2 813
16 2 478
16 2 570
16 2 0
16 2 0
16 2 612
16 2 8
16 2 0
17 1 0
17 1 947
17 1 400
17 1 682
17 1 826
17 1 641
17 1 171
17 1 742
17 1 0
18 2 0
18 2 763
18 2 831
18 2 759
18 2 237
18 2 0
18 2 0
18 2 283
18 2 590
18 2 269
18 2 0
19 1 0
19 1 602
19 1 939
19 1 975
19 1 810
19 1 276
19 1 0
20 1 0
20 1 591
20 1 504
20 1 0
21 1 0
21 1 714
21 1 248
21 1 0
22 2 0
22 2 841
22 2 543
22 2 101
22 2 531
22 2 217
22 2 470
22 2 897
22 2 345
22 2 880
22 2 0
23 1 0
23 1 565
23 1 850
23 1 58
23 1 871
23 1 36
23 1 264
23 1 99
23 1 63
23 1 807
23 1 0
23 1 0
23 1 0
24 1 0
24 1 428
24 1 820
24 1 54
24 1 732
24 1 600
24 1 0
24 1 0
24 1 0
25 1 0
25 1 284
25 1 338
25 1 791
25 1 945
25 1 191
25 1 259
25 1 125
25 1 0
26 2 0
26 2 489
26 2 741
26 2 107
26 2 0
27 2 0
27 2 304
27 2 205
27 2 114
27 2 508
27 2 0
28 1 0
28 1 899
28 1 922
28 1 45
28 1 806
28 1 814
28 1 93
28 1 136
28 1 41
28 1 0
29 2 0
29 2 64
29 2 967
29 2 678
29 2 0
30 1 0
30 1 291
30 1 7
30 1 992
30 1 437
30 1 923
30 1 0
30 1 0
30 1 0
31 2 0
31 2 846
31 2 473
31 2 293
31 2 0
32 2 0
32 2 866
32 2 9
32 2 721
32 2 0
33 2 0
33 2 128
33 2 925
33 2 715
33 2 418
33 2 292
33 2 208
33 2 38
33 2 0
34 2 0
34 2 816
34 2 863
34 2 868
34 2 609
34 2 349
34 2 0
34 2 0
34 2 561
34 2 0
35 2 0
35 2 158
35 2 541
35 2 204
35 2 563
35 2 964
35 2 940
35 2 314
35 2 0
36 1 0
36 1 389
36 1 580
36 1 441
36 1 855
36 1 232
36 1 808
36 1 512
36 1 397
36 1 0
36 1 0
36 1 0
37 1 0
37 1 113
37 1 910
37 1 529
37 1 907
37 1 335
37 1 0
38 1 0
38 1 738
38 1 603
38 1 796
38 1 0
39 2 0
39 2 14
39 2 538
39 2 446
39 2 495
39 2 949
39 2 692
39 2 852
39 2 0
40 1 0
40 1 17
40 1 178
40 1 323
40 1 885
40 1 0
41 1 0
41 1 279
41 1 524
41 1 255
41 1 980
41 1 74
41 1 724
41 1 0
42 2 0
42 2 606
42 2 955
42 2 542
42 2 707
42 2 246
42 2 40
42 2 360
42 2 990
42 2 223
42 2 844
42 2 0
43 2 0
43 2 106
43 2 815
43 2 200
43 2 694
43 2 0
44 1 0
44 1 153
44 1 394
44 1 666
44 1 207
44 1 676
44 1 168
44 1 0
44 1 0
44 1 472
44 1 785
44 1 0
44 1 0
44 1 0
45 1 0
45 1 133
45 1 664
45 1 752
45 1 0
45 1 0
45 1 0
46 2 0
46 2 550
46 2 784
46 2 86
46 2 0
47 2 0
47 2 677
47 2 181
47 2 0
48 2 0
48 2 837
48 2 909
48 2 0
49 2 0
49 2 352
49 2 436
49 2 970
49 2 0
50 2 0
50 2 212
50 2 516
50 2 0
51 2 0
51 2 163
51 2 513
51 2 906
51 2 545
51 2 0
52 2 0
52 2 456
52 2 102
52 2 610
52 2 574
52 2 419
52 2 621
52 2 944
52 2 669
52 2 0
52 2 0
52 2 0
53 2 0
53 2 921
53 2 351
53 2 455
53 2 0
53 2 0
53 2 0
54 2 0
54 2 336
54 2 369
54 2 854
54 2 426
54 2 0
54 2 0
54 2 679
54 2 576
54 2 0
54 2 0
54 2 0
55 2 0
55 2 817
55 2 157
55 2 199
55 2 324
55 2 648
55 2 290
55 2 0
55 2 0
55 2 0
56 1 0
56 1 0
57 1 0
57 1 0
58 1 0
58 1 0
59 2 0
59 2 608
59 2 447
59 2 705
59 2 0
59 2 0
59 2 0
60 1 0
60 1 435
60 1 686
60 1 160
60 1 183
60 1 835
60 1 490
60 1 471
60 1 0
61 1 0
61 1 130
61 1 0
62 1 0
62 1 518
62 1 497
62 1 404
62 1 0
62 1 0
62 1 95
62 1 398
62 1 0
63 1 0
63 1 266
63 1 562
63 1 275
63 1 310
63 1 748
63 1 166
63 1 27
63 1 0
63 1 0
63 1 0
64 1 0
64 1 611
64 1 647
64 1 289
64 1 135
64 1 0
64 1 0
64 1 0
65 1 0
65 1 94
65 1 0
66 2 0
66 2 399
66 2 680
66 2 396
66 2 977
66 2 438
66 2 481
66 2 509
66 2 0
66 2 0
66 2 0
67 1 0
67 1 809
67 1 430
67 1 334
67 1 938
67 1 755
67 1 800
67 1 0
67 1 0
67 1 47
67 1 0
68 1 0
68 1 699
68 1 646
68 1 392
68 1 30
68 1 628
68 1 937
68 1 211
68 1 0
68 1 0
69 2 0
69 2 340
69 2 781
69 2 188
69 2 425
69 2 776
69 2 668
69 2 0
70 2 0
70 2 969
70 2 803
70 2 66
70 2 0
71 1 0
71 1 989
71 1 751
71 1 673
71 1 485
71 1 0
71 1 0
71 1 876
71 1 753
71 1 929
71 1 0
72 2 0
72 2 996
72 2 870
72 2 797
72 2 81
72 2 272
72 2 0
72 2 0
72 2 873
72 2 581
72 2 434
72 2 0
73 2 0
73 2 644
73 2 329
73 2 453
73 2 88
73 2 71
73 2 44
73 2 383
73 2 0
73 2 0
73 2 0
74 1 0
74 1 902
74 1 84
74 1 709
74 1 757
74 1 0
74 1 0
74 1 0
75 2 0
75 2 151
75 2 734
75 2 965
75 2 971
75 2 480
75 2 0
76 1 0
76 1 568
76 1 918
76 1 309
76 1 675
76 1 0
77 2 0
77 2 511
77 2 777
77 2 79
77 2 663
77 2 601
77 2 0
77 2 0
77 2 11
77 2 0
78 2 0
78 2 410
78 2 943
78 2 941
78 2 973
78 2 0
78 2 0
78 2 43
78 2 0
79 2 0
79 2 233
79 2 134
79 2 175
79 2 420
79 2 376
79 2 140
79 2 218
79 2 701
79 2 80
79 2 494
79 2 0
79 2 0
79 2 0
79 2 0
80 1 0
80 1 321
80 1 177
80 1 330
80 1 0
81 1 0
81 1 756
81 1 794
81 1 874
81 1 655
81 1 0
81 1 0
81 1 33
81 1 0
82 1 0
82 1 193
82 1 840
82 1 0
83 1 0
83 1 328
83 1 771
83 1 492
83 1 413
83 1 0
83 1 0
83 1 0
84 2 0
84 2 186
84 2 735
84 2 172
84 2 761
84 2 758
84 2 595
84 2 587
84 2 0
85 1 0
85 1 226
85 1 887
85 1 118
85 1 656
85 1 936
85 1 630
85 1 0
86 2 0
