total cost: 346574
1 1 0
1 1 553
1 1 288
1 1 767
1 1 0
1 1 0
1 1 616
1 1 180
1 1 257
1 1 932
1 1 0
1 1 0
1 1 0
2 2 0
2 2 220
2 2 802
2 2 577
2 2 408
2 2 801
2 2 0
2 2 0
2 2 307
2 2 790
2 2 0
2 2 0
2 2 141
2 2 0
3 2 0
3 2 539
3 2 462
3 2 813
3 2 693
3 2 754
3 2 974
3 2 716
3 2 525
3 2 0
3 2 0
3 2 0
4 1 0
4 1 645
4 1 865
4 1 189
4 1 428
4 1 0
4 1 0
4 1 793
4 1 654
4 1 652
4 1 504
4 1 0
5 2 0
5 2 605
5 2 856
5 2 593
5 2 602
5 2 284
5 2 759
5 2 0
5 2 0
5 2 612
5 2 520
5 2 0
6 1 0
6 1 463
6 1 354
6 1 442
6 1 710
6 1 717
6 1 94
6 1 0
6 1 0
6 1 0
7 1 0
7 1 254
7 1 57
7 1 843
7 1 423
7 1 798
7 1 468
7 1 380
7 1 0
7 1 0
7 1 535
7 1 0
8 1 0
8 1 281
8 1 532
8 1 489
8 1 440
8 1 391
8 1 304
8 1 205
8 1 0
8 1 0
8 1 0
9 2 0
9 2 170
9 2 749
9 2 689
9 2 319
9 2 8
9 2 476
9 2 742
9 2 0
10 1 0
10 1 37
10 1 389
10 1 855
10 1 232
10 1 512
10 1 397
10 1 269
10 1 0
11 2 0
11 2 154
11 2 14
11 2 0
11 2 0
11 2 454
11 2 919
11 2 475
11 2 799
11 2 0
12 1 0
12 1 947
12 1 501
12 1 911
12 1 826
12 1 700
12 1 783
12 1 217
12 1 897
12 1 0
12 1 0
12 1 0
13 2 0
13 2 4
13 2 899
13 2 831
13 2 250
13 2 237
13 2 975
13 2 0
13 2 0
13 2 401
13 2 229
13 2 0
14 2 0
14 2 954
14 2 459
14 2 714
14 2 293
14 2 0
15 2 0
15 2 763
15 2 400
15 2 101
15 2 922
15 2 531
15 2 470
15 2 106
15 2 815
15 2 360
15 2 223
15 2 0
16 1 0
16 1 478
16 1 473
16 1 863
16 1 609
16 1 0
16 1 0
16 1 544
16 1 641
16 1 477
16 1 114
16 1 0
17 1 0
17 1 164
17 1 92
17 1 216
17 1 732
17 1 600
17 1 0
18 1 0
18 1 283
18 1 124
18 1 510
18 1 356
18 1 0
19 1 0
19 1 841
19 1 7
19 1 543
19 1 992
19 1 437
19 1 40
19 1 246
19 1 990
19 1 0
19 1 0
19 1 0
20 2 0
20 2 570
20 2 264
20 2 810
20 2 276
20 2 784
20 2 86
20 2 0
20 2 0
20 2 0
21 2 0
21 2 565
21 2 850
21 2 58
21 2 871
21 2 338
21 2 204
21 2 563
21 2 964
21 2 940
21 2 0
21 2 0
21 2 0
22 2 0
22 2 64
22 2 967
22 2 923
22 2 436
22 2 0
23 1 0
23 1 682
23 1 158
23 1 36
23 1 524
23 1 63
23 1 99
23 1 807
23 1 0
24 2 0
24 2 291
24 2 542
24 2 45
24 2 399
24 2 680
24 2 873
24 2 844
24 2 0
24 2 0
24 2 0
25 2 0
25 2 846
25 2 335
25 2 608
25 2 0
25 2 0
25 2 591
25 2 230
25 2 0
26 1 0
26 1 866
26 1 9
26 1 741
26 1 107
26 1 0
26 1 0
26 1 171
26 1 345
26 1 880
26 1 0
27 2 0
27 2 816
27 2 113
27 2 910
27 2 868
27 2 349
27 2 279
27 2 0
27 2 0
27 2 161
27 2 0
28 2 0
28 2 128
28 2 925
28 2 715
28 2 418
28 2 84
28 2 709
28 2 323
28 2 208
28 2 0
28 2 0
28 2 0
29 2 0
29 2 738
29 2 796
29 2 644
29 2 447
29 2 840
29 2 0
29 2 0
29 2 590
29 2 212
29 2 692
29 2 0
30 1 0
30 1 907
30 1 446
30 1 538
30 1 580
30 1 808
30 1 676
30 1 852
30 1 0
30 1 0
30 1 0
31 2 0
31 2 820
31 2 511
31 2 902
31 2 292
31 2 0
31 2 0
31 2 561
31 2 148
31 2 0
32 2 0
32 2 529
32 2 603
32 2 666
32 2 207
32 2 168
32 2 71
32 2 44
32 2 383
32 2 545
32 2 0
33 1 0
33 1 541
33 1 939
33 1 806
33 1 93
33 1 945
33 1 791
33 1 0
33 1 0
33 1 0
34 1 0
34 1 606
34 1 955
34 1 562
34 1 266
34 1 707
34 1 664
34 1 752
34 1 0
34 1 0
34 1 0
35 1 0
35 1 153
35 1 394
35 1 453
35 1 88
35 1 0
35 1 0
35 1 721
35 1 837
35 1 0
35 1 0
35 1 0
36 2 0
36 2 441
36 2 329
36 2 969
36 2 803
36 2 513
36 2 0
36 2 0
36 2 0
37 2 0
37 2 54
37 2 17
37 2 133
37 2 290
37 2 0
37 2 0
37 2 472
37 2 785
37 2 0
38 1 0
38 1 495
38 1 949
38 1 906
38 1 679
38 1 0
39 2 0
39 2 677
39 2 314
39 2 259
39 2 191
39 2 0
40 2 0
40 2 678
40 2 970
40 2 734
40 2 480
40 2 0
41 2 0
41 2 456
41 2 996
41 2 699
41 2 392
41 2 417
41 2 181
41 2 918
41 2 0
41 2 0
41 2 0
42 2 0
42 2 255
42 2 647
42 2 611
42 2 724
42 2 0
42 2 0
42 2 0
43 2 0
