total cost: 348141
1 2 0
1 2 553
1 2 288
1 2 767
1 2 0
1 2 0
1 2 616
1 2 180
1 2 257
1 2 932
1 2 0
2 1 0
2 1 220
2 1 802
2 1 0
2 1 0
2 1 463
2 1 539
2 1 693
2 1 0
3 1 0
3 1 254
3 1 577
3 1 408
3 1 801
3 1 459
3 1 0
3 1 0
3 1 790
3 1 0
3 1 0
3 1 141
3 1 0
4 1 0
4 1 645
4 1 865
4 1 189
4 1 428
4 1 0
4 1 0
4 1 307
4 1 793
4 1 0
5 2 0
5 2 605
5 2 593
5 2 754
5 2 947
5 2 974
5 2 716
5 2 525
5 2 8
5 2 476
5 2 205
5 2 0
6 2 0
6 2 57
6 2 843
6 2 281
6 2 717
6 2 532
6 2 423
6 2 544
6 2 304
6 2 114
6 2 0
7 1 0
7 1 856
7 1 763
7 1 831
7 1 939
7 1 0
7 1 0
7 1 954
7 1 161
7 1 654
7 1 652
7 1 504
7 1 0
8 2 0
8 2 354
8 2 442
8 2 749
8 2 319
8 2 229
8 2 510
8 2 0
8 2 0
8 2 0
9 2 0
9 2 170
9 2 400
9 2 798
9 2 468
9 2 641
9 2 742
9 2 0
10 2 0
10 2 37
10 2 389
10 2 855
10 2 232
10 2 512
10 2 397
10 2 269
10 2 0
11 2 0
11 2 154
11 2 0
11 2 0
11 2 454
11 2 283
11 2 919
11 2 475
11 2 799
11 2 0
12 2 0
12 2 462
12 2 813
12 2 473
12 2 863
12 2 609
12 2 0
12 2 0
12 2 164
12 2 0
13 2 0
13 2 4
13 2 911
13 2 899
13 2 250
13 2 826
13 2 759
13 2 0
13 2 0
13 2 401
13 2 535
13 2 0
14 1 0
14 1 478
14 1 846
14 1 335
14 1 0
14 1 0
14 1 391
14 1 0
15 2 0
15 2 710
15 2 440
15 2 216
15 2 732
15 2 600
15 2 0
16 1 0
16 1 501
16 1 682
16 1 101
16 1 922
16 1 217
16 1 470
16 1 783
16 1 815
16 1 897
16 1 0
16 1 0
16 1 0
17 1 0
17 1 602
17 1 338
17 1 975
17 1 570
17 1 0
17 1 0
17 1 520
17 1 0
18 2 0
18 2 689
18 2 700
18 2 380
18 2 477
18 2 360
18 2 223
18 2 0
19 1 0
19 1 92
19 1 650
19 1 885
19 1 323
19 1 178
19 1 0
20 1 0
20 1 714
20 1 807
20 1 293
20 1 0
20 1 0
20 1 0
21 2 0
21 2 124
21 2 612
21 2 590
21 2 212
21 2 0
22 2 0
22 2 841
22 2 7
22 2 543
22 2 992
22 2 437
22 2 40
22 2 246
22 2 990
22 2 844
22 2 0
22 2 0
22 2 0
23 2 0
23 2 565
23 2 850
23 2 237
23 2 58
23 2 36
23 2 264
23 2 0
23 2 0
23 2 591
23 2 230
23 2 0
24 1 0
24 1 489
24 1 741
24 1 107
24 1 967
24 1 0
24 1 0
24 1 0
25 1 0
25 1 291
25 1 542
25 1 266
25 1 399
25 1 680
25 1 873
25 1 438
25 1 0
25 1 0
25 1 0
26 2 0
26 2 820
26 2 925
26 2 9
26 2 324
26 2 648
26 2 0
26 2 0
26 2 356
26 2 276
26 2 0
27 2 0
27 2 128
27 2 866
27 2 54
27 2 418
27 2 84
27 2 709
27 2 776
27 2 668
27 2 0
27 2 0
27 2 0
28 2 0
28 2 284
28 2 531
28 2 106
28 2 345
28 2 880
28 2 259
28 2 191
28 2 0
29 2 0
29 2 816
29 2 113
29 2 910
29 2 868
29 2 349
29 2 0
29 2 0
29 2 63
29 2 785
29 2 472
29 2 0
29 2 0
29 2 0
30 1 0
30 1 158
30 1 871
30 1 204
30 1 563
30 1 0
30 1 0
30 1 171
30 1 0
31 2 0
31 2 14
31 2 538
31 2 446
31 2 580
31 2 808
31 2 676
31 2 852
31 2 692
31 2 0
32 2 0
32 2 738
32 2 796
32 2 644
32 2 608
32 2 447
32 2 0
32 2 0
32 2 810
32 2 784
32 2 125
32 2 0
33 2 0
33 2 907
33 2 666
33 2 207
33 2 168
33 2 71
33 2 44
33 2 383
33 2 545
33 2 906
33 2 0
34 2 0
34 2 721
34 2 923
34 2 436
34 2 970
34 2 27
34 2 0
35 1 0
35 1 17
35 1 715
35 1 781
35 1 425
35 1 0
35 1 0
35 1 561
35 1 148
35 1 0
36 1 0
36 1 529
36 1 603
36 1 441
36 1 495
36 1 969
36 1 803
36 1 0
36 1 0
36 1 0
37 2 0
37 2 541
37 2 611
37 2 647
37 2 255
37 2 980
37 2 724
37 2 0
37 2 0
37 2 0
38 2 0
38 2 524
38 2 351
38 2 921
38 2 0
38 2 0
38 2 678
38 2 508
38 2 0
39 1 0
39 1 606
39 1 955
39 1 562
39 1 410
39 1 199
39 1 485
39 1 0
39 1 0
39 1 949
39 1 0
40 1 0
40 1 153
40 1 453
40 1 88
40 1 0
40 1 0
40 1 279
40 1 99
40 1 964
40 1 940
40 1 314
40 1 0
41 2 0
41 2 133
41 2 806
41 2 93
41 2 945
41 2 791
41 2 136
41 2 918
41 2 0
41 2 0
41 2 0
42 2 0
42 2 64
42 2 752
42 2 664
42 2 290
42 2 0
42 2 0
42 2 837
42 2 0
43 1 0
43 1 707
43 1 275
43 1 581
43 1 936
43 1 630
43 1 0
43 1 0
43 1 0
44 2 0
44 2 456
44 2 996
44 2 699
44 2 392
44 2 677
44 2 181
44 2 675
44 2 309
44 2 0
44 2 0
44 2 0
45 2 0
45 2 45
45 2 809
45 2 930
45 2 771
45 2 492
45 2 977
45 2 396
45 2 685
45 2 0
45 2 0
45 2 0
46 2 0
46 2 336
46 2 102
46 2 273
46 2 735
46 2 628
46 2 937
46 2 289
46 2 0
46 2 0
46 2 0
47 1 0
47 1 909
47 1 971
47 1 965
47 1 734
47 1 0
48 2 0
48 2 817
48 2 751
48 2 157
48 2 226
48 2 0
48 2 0
48 2 679
48 2 0
49 1 0
49 1 394
49 1 991
49 1 578
49 1 0
49 1 0
49 1 435
49 1 160
49 1 835
49 1 490
49 1 471
49 1 0
49 1 0
49 1 0
50 1 0
50 1 513
50 1 604
50 1 929
50 1 0
50 1 0
50 1 0
51 2 0
51 2 518
51 2 497
51 2 610
51 2 574
51 2 419
51 2 150
51 2 621
51 2 0
51 2 0
51 2 86
51 2 0
52 2 0
52 2 455
52 2 876
52 2 753
52 2 0
53 1 0
53 1 550
53 1 576
53 1 0
54 2 0
54 2 352
54 2 200
54 2 0
55 2 0
55 2 369
55 2 695
55 2 0
55 2 0
55 2 41
55 2 417
55 2 779
55 2 0
55 2 0
55 2 0
56 2 0
56 2 292
56 2 208
56 2 38
56 2 0
57 1 0
57 1 340
57 1 188
57 1 0
57 1 0
57 1 398
57 1 80
57 1 494
57 1 287
57 1 0
57 1 0
57 1 0
58 1 0
58 1 646
58 1 334
58 1 938
58 1 755
58 1 0
58 1 0
58 1 248
58 1 694
58 1 0
59 1 0
59 1 989
59 1 233
59 1 134
59 1 0
59 1 0
59 1 166
59 1 481
59 1 509
59 1 434
59 1 0
59 1 0
59 1 0
60 1 0
60 1 902
60 1 663
60 1 376
60 1 601
60 1 515
60 1 0
60 1 0
60 1 0
61 2 0
61 2 814
61 2 430
61 2 800
61 2 778
61 2 881
61 2 0
61 2 0
61 2 0
62 2 0
62 2 151
62 2 973
62 2 118
62 2 656
62 2 265
62 2 0
62 2 0
62 2 0
63 2 0
63 2 568
63 2 135
63 2 0
64 1 0
64 1 163
64 1 47
64 1 0
65 2 0
65 2 673
65 2 887
65 2 891
65 2 730
65 2 0
65 2 0
65 2 130
65 2 0
65 2 0
65 2 0
66 2 0
66 2 943
66 2 941
66 2 413
66 2 683
66 2 0
66 2 0
66 2 95
66 2 311
66 2 0
67 1 0
67 1 511
67 1 777
67 1 79
67 1 586
67 1 0
67 1 0
67 1 748
67 1 28
67 1 824
67 1 0
67 1 0
67 1 0
68 2 0
68 2 686
68 2 175
68 2 177
68 2 701
68 2 847
68 2 0
68 2 0
68 2 0
69 1 0
69 1 756
69 1 794
69 1 458
69 1 393
69 1 861
69 1 183
69 1 0
69 1 0
69 1 0
69 1 0
70 1 0
70 1 854
70 1 426
70 1 0
71 2 0
71 2 321
71 2 655
