total cost: 347268
1 2 0
1 2 553
1 2 288
1 2 767
1 2 0
1 2 0
1 2 616
1 2 180
1 2 257
1 2 932
1 2 0
2 2 0
2 2 220
2 2 802
2 2 577
2 2 408
2 2 801
2 2 0
2 2 0
2 2 307
2 2 790
2 2 0
2 2 0
2 2 141
2 2 0
3 2 0
3 2 539
3 2 462
3 2 813
3 2 693
3 2 754
3 2 974
3 2 716
3 2 525
3 2 0
3 2 0
3 2 0
4 1 0
4 1 645
4 1 865
4 1 189
4 1 428
4 1 0
4 1 0
4 1 793
4 1 654
4 1 652
4 1 504
4 1 0
5 1 0
5 1 605
5 1 856
5 1 593
5 1 602
5 1 284
5 1 759
5 1 0
5 1 0
5 1 612
5 1 0
6 1 0
6 1 463
6 1 354
6 1 442
6 1 710
6 1 717
6 1 94
6 1 0
6 1 0
6 1 0
7 2 0
7 2 254
7 2 57
7 2 843
7 2 423
7 2 798
7 2 468
7 2 380
7 2 205
7 2 114
7 2 0
8 2 0
8 2 281
8 2 532
8 2 489
8 2 440
8 2 391
8 2 304
8 2 476
8 2 742
8 2 0
8 2 0
8 2 0
9 2 0
9 2 954
9 2 154
9 2 37
9 2 283
9 2 919
9 2 475
9 2 0
9 2 0
9 2 0
10 2 0
10 2 749
10 2 689
10 2 319
10 2 544
10 2 8
10 2 535
10 2 0
11 2 0
11 2 170
11 2 911
11 2 700
11 2 783
11 2 641
11 2 0
12 2 0
12 2 459
12 2 454
12 2 124
12 2 401
12 2 229
12 2 356
12 2 0
13 2 0
13 2 4
13 2 899
13 2 831
13 2 250
13 2 237
13 2 975
13 2 0
13 2 0
13 2 799
13 2 148
13 2 0
14 1 0
14 1 763
14 1 947
14 1 501
14 1 826
14 1 922
14 1 217
14 1 0
14 1 0
14 1 161
14 1 520
14 1 0
15 1 0
15 1 478
15 1 473
15 1 863
15 1 609
15 1 0
15 1 0
15 1 164
15 1 171
15 1 477
15 1 0
16 1 0
16 1 841
16 1 101
16 1 7
16 1 543
16 1 992
16 1 437
16 1 40
16 1 815
16 1 897
16 1 0
16 1 0
16 1 0
17 2 0
17 2 570
17 2 264
17 2 810
17 2 510
17 2 0
18 1 0
18 1 400
18 1 682
18 1 531
18 1 338
18 1 945
18 1 880
18 1 345
18 1 200
18 1 0
18 1 0
18 1 0
19 2 0
19 2 565
19 2 850
19 2 58
19 2 871
19 2 36
19 2 204
19 2 563
19 2 964
19 2 940
19 2 314
19 2 0
19 2 0
19 2 0
20 2 0
20 2 92
20 2 216
20 2 418
20 2 323
20 2 178
20 2 208
20 2 668
20 2 0
21 1 0
21 1 291
21 1 542
21 1 707
21 1 399
21 1 246
21 1 0
21 1 0
21 1 591
21 1 732
21 1 600
21 1 0
22 2 0
22 2 820
22 2 925
22 2 9
22 2 324
22 2 648
22 2 0
22 2 0
22 2 590
22 2 0
23 1 0
23 1 866
23 1 128
23 1 741
23 1 0
23 1 0
23 1 107
23 1 967
23 1 678
23 1 0
24 1 0
24 1 816
24 1 113
24 1 910
24 1 868
24 1 0
24 1 0
24 1 63
24 1 99
24 1 807
24 1 472
24 1 0
25 2 0
25 2 158
25 2 541
25 2 939
25 2 470
25 2 106
25 2 93
25 2 677
25 2 259
25 2 191
25 2 0
26 2 0
26 2 54
26 2 715
26 2 902
26 2 84
26 2 709
26 2 885
26 2 776
26 2 0
26 2 0
26 2 0
27 2 0
27 2 389
27 2 580
27 2 538
27 2 446
27 2 232
27 2 855
27 2 808
27 2 512
27 2 397
27 2 692
27 2 0
27 2 0
27 2 0
28 1 0
28 1 14
28 1 666
28 1 846
28 1 495
28 1 969
28 1 852
28 1 949
28 1 293
28 1 1055
28 1 0
28 1 1055
28 1 0
29 2 0
29 2 738
29 2 796
29 2 644
29 2 608
29 2 0
29 2 0
29 2 714
29 2 269
29 2 212
29 2 0
30 1 0
30 1 907
30 1 441
30 1 207
30 1 168
30 1 71
30 1 44
30 1 383
30 1 545
30 1 0
30 1 0
30 1 0
30 1 0
31 2 0
31 2 17
31 2 188
31 2 781
31 2 177
31 2 686
31 2 160
31 2 0
31 2 0
31 2 230
31 2 0
32 1 0
32 1 529
32 1 603
32 1 349
32 1 524
32 1 0
32 1 0
32 1 561
32 1 276
32 1 784
32 1 0
33 2 0
33 2 606
33 2 955
33 2 562
33 2 266
33 2 664
33 2 752
33 2 0
33 2 0
33 2 352
33 2 508
33 2 436
33 2 0
34 2 0
34 2 153
34 2 394
34 2 453
34 2 88
34 2 578
34 2 0
34 2 0
34 2 791
34 2 136
34 2 0
35 2 0
35 2 335
35 2 676
35 2 803
35 2 513
35 2 906
35 2 0
35 2 0
35 2 0
36 2 0
36 2 133
36 2 721
36 2 290
36 2 151
36 2 970
36 2 0
36 2 0
36 2 0
37 2 0
37 2 279
37 2 921
37 2 876
37 2 753
37 2 929
37 2 0
38 2 0
38 2 64
38 2 990
38 2 873
38 2 844
38 2 223
38 2 0
39 2 0
39 2 923
39 2 360
39 2 694
39 2 0
40 2 0
40 2 456
40 2 102
40 2 610
40 2 574
40 2 419
40 2 150
40 2 944
40 2 669
40 2 857
40 2 0
40 2 0
41 2 0
41 2 255
41 2 647
41 2 611
41 2 785
41 2 0
41 2 0
41 2 837
41 2 0
42 1 0
42 1 45
42 1 809
42 1 930
42 1 771
42 1 492
42 1 977
42 1 396
42 1 0
42 1 0
42 1 679
42 1 0
43 2 0
43 2 336
43 2 369
43 2 426
43 2 0
43 2 0
43 2 909
43 2 971
43 2 965
43 2 734
43 2 0
44 1 0
44 1 817
44 1 751
44 1 0
44 1 0
44 1 435
44 1 183
44 1 835
44 1 490
44 1 471
44 1 0
44 1 0
44 1 0
45 2 0
45 2 806
45 2 430
45 2 438
45 2 936
45 2 581
45 2 509
45 2 0
46 2 0
46 2 518
46 2 497
46 2 404
46 2 247
46 2 908
46 2 0
46 2 0
46 2 650
46 2 398
46 2 0
47 1 0
47 1 351
47 1 854
47 1 0
47 1 0
47 1 455
47 1 724
47 1 0
48 1 0
48 1 576
48 1 0
49 2 0
49 2 980
49 2 289
49 2 675
49 2 309
49 2 0
49 2 0
49 2 0
50 2 0
50 2 199
50 2 410
50 2 310
50 2 275
50 2 973
50 2 0
50 2 0
50 2 86
50 2 125
50 2 0
51 1 0
51 1 41
51 1 417
51 1 918
51 1 0
51 1 0
51 1 0
52 2 0
52 2 292
52 2 586
52 2 79
52 2 38
52 2 494
52 2 287
52 2 0
52 2 0
52 2 0
53 2 0
53 2 699
53 2 996
53 2 870
53 2 272
53 2 0
53 2 0
53 2 550
53 2 74
53 2 0
53 2 0
53 2 0
54 2 0
54 2 646
54 2 334
54 2 938
54 2 755
54 2 997
54 2 0
54 2 0
54 2 248
54 2 47
54 2 0
55 1 0
55 1 340
55 1 134
55 1 794
55 1 0
55 1 0
55 1 680
55 1 748
55 1 481
55 1 0
55 1 0
55 1 0
56 2 0
56 2 989
56 2 233
56 2 756
56 2 175
56 2 0
56 2 0
56 2 181
56 2 779
56 2 881
56 2 298
56 2 0
57 2 0
57 2 392
57 2 273
57 2 735
57 2 628
57 2 937
57 2 761
57 2 758
57 2 0
57 2 0
57 2 0
58 1 0
58 1 814
58 1 85
58 1 800
58 1 778
58 1 842
58 1 0
59 2 0
59 2 673
59 2 887
59 2 341
59 2 118
59 2 656
59 2 672
59 2 0
59 2 0
59 2 0
60 2 0
60 2 447
60 2 840
60 2 0
60 2 0
60 2 166
60 2 434
60 2 0
61 2 0
61 2 157
61 2 999
61 2 891
61 2 730
61 2 0
61 2 0
61 2 568
61 2 211
61 2 0
62 2 0
62 2 943
62 2 941
62 2 413
62 2 685
62 2 0
62 2 0
62 2 163
62 2 604
62 2 516
62 2 0
63 2 0
63 2 511
63 2 777
63 2 663
63 2 425
63 2 0
63 2 0
63 2 130
63 2 0
63 2 0
63 2 0
64 1 0
64 1 328
64 1 126
64 1 683
64 1 0
64 1 0
64 1 0
65 2 0
65 2 321
65 2 655
65 2 0
65 2 0
65 2 718
65 2 0
65 2 0
65 2 0
66 1 0
66 1 411
66 1 31
66 1 25
66 1 726
66 1 0
66 1 0
