total cost: 349506
1 1 0
1 1 553
1 1 288
1 1 767
1 1 0
1 1 0
1 1 616
1 1 180
1 1 257
1 1 932
1 1 0
1 1 0
1 1 0
2 1 0
2 1 220
2 1 802
2 1 0
2 1 0
2 1 463
2 1 539
2 1 693
2 1 0
3 1 0
3 1 254
3 1 577
3 1 408
3 1 801
3 1 459
3 1 0
3 1 0
3 1 790
3 1 0
3 1 0
3 1 141
3 1 0
4 2 0
4 2 645
4 2 865
4 2 189
4 2 428
4 2 0
4 2 0
4 2 307
4 2 793
4 2 654
4 2 0
5 2 0
5 2 605
5 2 593
5 2 754
5 2 947
5 2 974
5 2 716
5 2 525
5 2 8
5 2 476
5 2 205
5 2 0
6 1 0
6 1 57
6 1 843
6 1 281
6 1 717
6 1 532
6 1 423
6 1 544
6 1 304
6 1 0
6 1 0
6 1 0
7 1 0
7 1 856
7 1 763
7 1 831
7 1 939
7 1 0
7 1 0
7 1 954
7 1 161
7 1 652
7 1 520
7 1 535
7 1 0
7 1 0
7 1 0
8 2 0
8 2 354
8 2 442
8 2 749
8 2 319
8 2 401
8 2 229
8 2 0
9 1 0
9 1 170
9 1 400
9 1 798
9 1 468
9 1 641
9 1 742
9 1 0
10 2 0
10 2 154
10 2 0
10 2 0
10 2 37
10 2 855
10 2 269
10 2 397
10 2 212
10 2 0
11 1 0
11 1 462
11 1 813
11 1 478
11 1 975
11 1 0
11 1 0
11 1 454
11 1 283
11 1 919
11 1 475
11 1 0
12 2 0
12 2 4
12 2 911
12 2 899
12 2 250
12 2 826
12 2 759
12 2 0
12 2 0
12 2 124
12 2 799
12 2 0
13 2 0
13 2 689
13 2 380
13 2 700
13 2 783
13 2 477
13 2 897
13 2 0
14 2 0
14 2 710
14 2 440
14 2 391
14 2 107
14 2 732
14 2 0
14 2 0
14 2 0
15 2 0
15 2 501
15 2 682
15 2 922
15 2 101
15 2 217
15 2 470
15 2 815
15 2 360
15 2 223
15 2 0
16 1 0
16 1 602
16 1 237
16 1 0
16 1 0
16 1 164
16 1 0
17 2 0
17 2 92
17 2 216
17 2 418
17 2 323
17 2 178
17 2 208
17 2 668
17 2 0
18 1 0
18 1 714
18 1 293
18 1 0
19 1 0
19 1 612
19 1 591
19 1 504
19 1 0
20 1 0
20 1 841
20 1 7
20 1 543
20 1 992
20 1 437
20 1 40
20 1 246
20 1 990
20 1 0
20 1 0
20 1 0
21 1 0
21 1 284
21 1 58
21 1 264
21 1 99
21 1 807
21 1 0
22 1 0
22 1 570
22 1 510
22 1 810
22 1 356
22 1 0
23 1 0
23 1 565
23 1 850
23 1 871
23 1 541
23 1 338
23 1 204
23 1 0
23 1 0
23 1 590
23 1 148
23 1 0
24 2 0
24 2 291
24 2 542
24 2 266
24 2 399
24 2 680
24 2 873
24 2 844
24 2 0
24 2 0
24 2 0
25 1 0
25 1 473
25 1 863
25 1 816
25 1 910
25 1 36
25 1 524
25 1 0
25 1 0
25 1 230
25 1 0
26 1 0
26 1 866
26 1 9
26 1 741
26 1 721
26 1 923
26 1 0
26 1 0
26 1 0
27 2 0
27 2 128
27 2 925
27 2 715
27 2 902
27 2 84
27 2 709
27 2 885
27 2 776
27 2 0
27 2 0
27 2 0
28 2 0
28 2 820
28 2 54
28 2 489
28 2 292
28 2 0
28 2 0
28 2 561
28 2 967
28 2 114
28 2 0
29 1 0
29 1 158
29 1 563
29 1 964
29 1 940
29 1 314
29 1 784
29 1 86
29 1 0
29 1 0
29 1 0
30 1 0
30 1 868
30 1 738
30 1 609
30 1 349
30 1 0
30 1 0
30 1 63
30 1 785
30 1 0
30 1 0
30 1 0
31 1 0
31 1 113
31 1 456
31 1 102
31 1 351
31 1 0
31 1 0
31 1 64
31 1 171
31 1 276
31 1 191
31 1 0
32 1 0
32 1 389
32 1 538
32 1 446
32 1 580
32 1 232
32 1 808
32 1 495
32 1 852
32 1 0
32 1 0
32 1 0
33 1 0
33 1 907
33 1 796
33 1 0
34 1 0
34 1 17
34 1 188
34 1 781
34 1 177
34 1 686
34 1 0
34 1 0
34 1 600
34 1 837
34 1 0
34 1 0
34 1 0
35 1 0
35 1 529
35 1 603
35 1 846
35 1 0
36 2 0
36 2 606
36 2 955
36 2 562
36 2 752
36 2 410
36 2 664
36 2 0
36 2 0
36 2 678
36 2 436
36 2 0
37 1 0
37 1 441
37 1 666
37 1 207
37 1 168
37 1 71
37 1 44
37 1 383
37 1 0
37 1 0
37 1 0
37 1 0
38 1 0
38 1 153
38 1 394
38 1 329
38 1 934
38 1 0
38 1 0
38 1 279
38 1 0
39 2 0
39 2 531
39 2 45
39 2 806
39 2 814
39 2 93
39 2 945
39 2 880
39 2 345
39 2 0
40 2 0
40 2 14
40 2 335
40 2 608
40 2 447
40 2 929
40 2 0
40 2 0
40 2 472
40 2 0
41 1 0
41 1 133
41 1 707
41 1 106
41 1 791
41 1 677
41 1 259
41 1 125
41 1 0
42 1 0
42 1 949
42 1 513
42 1 545
42 1 0
42 1 0
42 1 0
43 2 0
43 2 650
43 2 398
43 2 0
44 2 0
44 2 692
44 2 512
44 2 516
44 2 0
45 1 0
45 1 255
45 1 647
