total cost: 344092
1 2 0
1 2 553
1 2 288
1 2 767
1 2 0
1 2 0
1 2 616
1 2 180
1 2 257
1 2 932
1 2 0
2 2 0
2 2 220
2 2 802
2 2 577
2 2 408
2 2 801
2 2 0
2 2 0
2 2 307
2 2 790
2 2 0
2 2 0
2 2 141
2 2 0
3 2 0
3 2 539
3 2 462
3 2 813
3 2 693
3 2 754
3 2 974
3 2 716
3 2 525
3 2 0
3 2 0
3 2 0
4 2 0
4 2 645
4 2 865
4 2 189
4 2 428
4 2 0
4 2 0
4 2 793
4 2 654
4 2 652
4 2 504
4 2 0
5 2 0
5 2 605
5 2 856
5 2 593
5 2 602
5 2 284
5 2 759
5 2 0
5 2 0
5 2 612
5 2 520
5 2 0
6 2 0
6 2 463
6 2 354
6 2 442
6 2 710
6 2 717
6 2 94
6 2 732
6 2 600
6 2 0
6 2 0
6 2 0
7 2 0
7 2 254
7 2 57
7 2 843
7 2 423
7 2 798
7 2 468
7 2 380
7 2 205
7 2 114
7 2 0
8 2 0
8 2 281
8 2 532
8 2 489
8 2 440
8 2 391
8 2 304
8 2 476
8 2 742
8 2 0
8 2 0
8 2 0
9 2 0
9 2 954
9 2 154
9 2 37
9 2 283
9 2 919
9 2 475
9 2 0
9 2 0
9 2 0
10 1 0
10 1 170
10 1 400
10 1 689
10 1 749
10 1 8
10 1 535
10 1 401
10 1 0
11 2 0
11 2 459
11 2 454
11 2 124
11 2 229
11 2 510
11 2 356
11 2 0
12 2 0
12 2 4
12 2 911
12 2 899
12 2 831
12 2 237
12 2 975
12 2 0
12 2 0
12 2 161
12 2 230
12 2 0
13 2 0
13 2 763
13 2 250
13 2 947
13 2 570
13 2 810
13 2 276
13 2 784
13 2 86
13 2 0
13 2 0
13 2 0
14 2 0
14 2 501
14 2 826
14 2 922
14 2 101
14 2 783
14 2 217
14 2 470
14 2 897
14 2 0
14 2 0
14 2 0
15 1 0
15 1 478
15 1 473
15 1 863
15 1 609
15 1 0
15 1 0
15 1 544
15 1 641
15 1 477
15 1 0
16 1 0
16 1 319
16 1 164
16 1 92
16 1 650
16 1 885
16 1 323
16 1 0
17 2 0
17 2 841
17 2 7
17 2 543
17 2 992
17 2 437
17 2 40
17 2 246
17 2 990
17 2 844
17 2 0
17 2 0
17 2 0
18 2 0
18 2 565
18 2 850
18 2 58
18 2 871
18 2 36
18 2 264
18 2 63
18 2 99
18 2 807
18 2 0
18 2 0
18 2 0
19 1 0
19 1 64
19 1 700
19 1 106
19 1 815
19 1 360
19 1 223
19 1 0
20 1 0
20 1 682
20 1 531
20 1 338
20 1 939
20 1 204
20 1 563
20 1 964
20 1 0
20 1 0
20 1 0
21 2 0
21 2 291
21 2 542
21 2 266
21 2 399
21 2 680
21 2 873
21 2 438
21 2 581
21 2 509
21 2 0
21 2 0
21 2 0
22 1 0
22 1 846
22 1 335
22 1 0
22 1 0
22 1 714
22 1 293
22 1 0
23 2 0
23 2 820
23 2 925
23 2 9
23 2 324
23 2 648
23 2 0
23 2 0
23 2 799
23 2 0
24 1 0
24 1 128
24 1 741
24 1 866
24 1 133
24 1 923
24 1 0
24 1 0
24 1 590
24 1 0
25 2 0
25 2 816
25 2 113
25 2 910
25 2 868
25 2 349
25 2 0
25 2 0
25 2 107
25 2 837
25 2 0
26 1 0
26 1 158
26 1 541
26 1 611
26 1 647
26 1 255
26 1 0
26 1 0
26 1 591
26 1 178
26 1 0
27 2 0
27 2 389
27 2 580
27 2 538
27 2 446
27 2 232
27 2 855
27 2 808
27 2 512
27 2 397
27 2 692
27 2 0
27 2 0
27 2 0
28 2 0
28 2 738
28 2 796
28 2 644
28 2 608
28 2 447
28 2 0
28 2 0
28 2 561
28 2 967
28 2 436
28 2 0
29 2 0
29 2 54
29 2 715
29 2 902
29 2 418
29 2 84
29 2 709
29 2 776
29 2 668
29 2 0
29 2 0
29 2 0
30 2 0
30 2 907
30 2 666
30 2 14
30 2 676
30 2 168
30 2 803
30 2 516
30 2 44
30 2 0
31 2 0
31 2 17
31 2 188
31 2 781
31 2 177
31 2 686
31 2 160
31 2 0
31 2 0
31 2 0
32 2 0
32 2 721
32 2 752
32 2 664
32 2 0
32 2 0
32 2 269
32 2 852
32 2 0
33 2 0
33 2 529
33 2 603
33 2 441
33 2 207
33 2 71
33 2 383
33 2 705
33 2 929
33 2 0
33 2 0
33 2 0
34 2 0
34 2 524
34 2 351
34 2 921
34 2 0
34 2 0
34 2 678
34 2 508
34 2 0
35 1 0
35 1 606
35 1 955
35 1 809
35 1 45
35 1 814
35 1 93
35 1 945
35 1 880
35 1 345
35 1 200
35 1 0
35 1 0
36 2 0
36 2 153
36 2 394
36 2 453
36 2 88
36 2 578
36 2 0
36 2 0
36 2 472
36 2 785
36 2 74
36 2 0
37 2 0
37 2 495
37 2 969
37 2 513
37 2 545
37 2 906
37 2 0
38 2 0
38 2 279
38 2 455
38 2 980
38 2 724
38 2 0
38 2 0
38 2 0
39 2 0
39 2 216
39 2 292
39 2 208
39 2 38
39 2 0
39 2 0
39 2 0
40 2 0
40 2 791
40 2 940
40 2 314
40 2 259
40 2 0
41 1 0
41 1 677
41 1 181
41 1 191
41 1 125
41 1 0
42 2 0
42 2 171
42 2 41
42 2 136
42 2 0
43 1 0
43 1 949
43 1 604
43 1 0
44 2 0
44 2 707
44 2 275
44 2 970
44 2 734
44 2 965
44 2 480
44 2 0
44 2 0
44 2 0
45 2 0
45 2 456
45 2 996
45 2 699
45 2 392
45 2 417
45 2 918
45 2 0
45 2 0
45 2 0
46 1 0
46 1 336
46 1 102
46 1 574
46 1 419
46 1 0
46 1 0
46 1 909
46 1 971
46 1 24
46 1 0
47 2 0
47 2 679
47 2 753
47 2 0
48 2 0
48 2 817
48 2 751
48 2 157
48 2 199
48 2 485
48 2 0
48 2 0
48 2 212
48 2 0
49 2 0
49 2 806
49 2 430
49 2 977
49 2 396
49 2 694
49 2 481
49 2 0
49 2 0
49 2 0
50 2 0
50 2 435
50 2 183
50 2 701
50 2 835
50 2 490
50 2 471
50 2 0
51 2 0
51 2 518
51 2 497
51 2 610
51 2 894
51 2 25
51 2 726
51 2 758
51 2 0
51 2 0
51 2 148
51 2 0
52 2 0
52 2 562
52 2 410
52 2 943
52 2 310
52 2 973
52 2 0
52 2 0
52 2 576
52 2 0
52 2 0
52 2 0
53 2 0
53 2 369
53 2 695
53 2 0
53 2 0
53 2 550
53 2 0
53 2 0
53 2 0
54 1 0
54 1 340
54 1 134
54 1 794
54 1 0
54 1 0
54 1 398
54 1 80
54 1 494
54 1 287
54 1 0
54 1 0
54 1 0
55 2 0
55 2 646
55 2 334
55 2 938
55 2 755
55 2 997
55 2 0
55 2 0
55 2 876
55 2 0
56 2 0
56 2 290
56 2 226
56 2 151
56 2 118
56 2 0
56 2 0
56 2 0
57 2 0
57 2 989
57 2 458
57 2 622
57 2 573
57 2 839
57 2 0
57 2 0
57 2 352
57 2 166
57 2 434
57 2 0
58 2 0
58 2 568
58 2 289
58 2 675
58 2 309
58 2 0
58 2 0
58 2 0
59 2 0
59 2 673
59 2 887
59 2 891
59 2 685
59 2 936
59 2 656
59 2 265
59 2 0
59 2 0
59 2 0
60 2 0
60 2 511
60 2 777
60 2 663
60 2 425
60 2 79
60 2 0
60 2 0
60 2 11
60 2 27
60 2 0
61 2 0
61 2 233
61 2 756
61 2 420
61 2 175
61 2 376
61 2 601
61 2 218
61 2 515
61 2 0
61 2 0
61 2 0
61 2 0
62 2 0
62 2 321
62 2 655
62 2 0
62 2 0
62 2 748
62 2 630
62 2 28
62 2 0
63 2 0
63 2 186
63 2 735
63 2 628
63 2 937
63 2 211
63 2 761
63 2 595
63 2 0
64 1 0
64 1 150
64 1 854
64 1 840
64 1 0
65 2 0
65 2 193
65 2 426
65 2 0
65 2 0
65 2 248
65 2 0
65 2 0
65 2 0
66 1 0
66 1 328
66 1 771
66 1 492
66 1 413
66 1 0
66 1 0
66 1 0
67 1 0
67 1 411
67 1 404
67 1 0
67 1 0
67 1 757
67 1 311
67 1 847
67 1 0
67 1 0
67 1 0
