total cost: 344055
1 2 0
1 2 553
1 2 288
1 2 767
1 2 0
1 2 0
1 2 307
1 2 793
1 2 0
1 2 0
1 2 141
1 2 0
2 2 0
2 2 220
2 2 802
2 2 577
2 2 254
2 2 749
2 2 0
2 2 0
2 2 180
2 2 257
2 2 932
2 2 0
3 1 0
3 1 616
3 1 161
3 1 652
3 1 0
3 1 0
3 1 0
4 1 0
4 1 954
4 1 654
4 1 520
4 1 0
5 2 0
5 2 463
5 2 539
5 2 459
5 2 693
5 2 454
5 2 0
5 2 0
5 2 790
5 2 0
5 2 0
5 2 0
6 1 0
6 1 408
6 1 801
6 1 754
6 1 593
6 1 475
6 1 510
6 1 356
6 1 0
7 1 0
7 1 645
7 1 865
7 1 189
7 1 442
7 1 92
7 1 0
7 1 0
7 1 612
7 1 0
8 1 0
8 1 605
8 1 974
8 1 401
8 1 229
8 1 0
9 1 0
9 1 57
9 1 281
9 1 843
9 1 170
9 1 689
9 1 525
9 1 476
9 1 0
10 1 0
10 1 856
10 1 4
10 1 501
10 1 250
10 1 911
10 1 468
10 1 700
10 1 0
10 1 0
10 1 230
10 1 0
11 2 0
11 2 354
11 2 154
11 2 0
11 2 0
11 2 319
11 2 8
11 2 0
12 2 0
12 2 164
12 2 717
12 2 532
12 2 423
12 2 0
13 1 0
13 1 37
13 1 389
13 1 855
13 1 808
13 1 512
13 1 397
13 1 212
13 1 0
14 1 0
14 1 124
14 1 919
14 1 799
14 1 148
14 1 0
15 1 0
15 1 462
15 1 813
15 1 478
15 1 0
15 1 0
15 1 591
15 1 504
15 1 0
16 1 0
16 1 947
16 1 716
16 1 400
16 1 380
16 1 798
16 1 641
16 1 0
16 1 0
16 1 535
16 1 0
17 1 0
17 1 763
17 1 831
17 1 602
17 1 284
17 1 759
17 1 0
17 1 0
17 1 561
17 1 0
18 2 0
18 2 710
18 2 440
18 2 216
18 2 650
18 2 95
18 2 323
18 2 178
18 2 0
19 2 0
19 2 544
19 2 64
19 2 304
19 2 205
19 2 114
19 2 0
20 2 0
20 2 391
20 2 94
20 2 732
20 2 600
20 2 0
21 2 0
21 2 714
21 2 248
21 2 0
22 1 0
22 1 841
22 1 7
22 1 101
22 1 543
22 1 437
22 1 992
22 1 923
22 1 0
22 1 0
22 1 0
23 2 0
23 2 570
23 2 975
23 2 810
23 2 276
23 2 0
23 2 0
23 2 0
24 1 0
24 1 565
24 1 871
24 1 850
24 1 58
24 1 0
24 1 0
24 1 283
24 1 590
24 1 269
24 1 0
25 1 0
25 1 899
25 1 826
25 1 922
25 1 531
25 1 217
25 1 0
25 1 0
25 1 352
25 1 742
25 1 0
26 1 0
26 1 428
26 1 820
26 1 128
26 1 0
26 1 0
26 1 43
26 1 0
27 2 0
27 2 473
27 2 738
27 2 609
27 2 863
27 2 349
27 2 0
27 2 0
27 2 107
27 2 0
28 2 0
28 2 291
28 2 866
28 2 721
28 2 967
28 2 678
28 2 508
28 2 0
29 1 0
29 1 682
29 1 338
29 1 237
29 1 939
29 1 0
29 1 0
29 1 171
29 1 477
29 1 0
30 2 0
30 2 816
30 2 868
30 2 529
30 2 335
30 2 807
30 2 293
30 2 0
31 2 0
31 2 158
31 2 541
31 2 36
31 2 910
31 2 524
31 2 63
31 2 550
31 2 784
31 2 86
31 2 0
32 2 0
32 2 54
32 2 925
32 2 9
32 2 741
32 2 418
32 2 292
32 2 208
32 2 0
33 1 0
33 1 14
33 1 538
33 1 446
33 1 495
33 1 949
33 1 692
33 1 852
33 1 0
34 1 0
34 1 113
34 1 279
34 1 99
34 1 264
34 1 677
34 1 191
34 1 259
34 1 125
34 1 0
34 1 0
34 1 0
35 1 0
35 1 907
35 1 846
35 1 163
35 1 0
36 2 0
36 2 606
36 2 955
36 2 542
36 2 707
36 2 246
36 2 40
36 2 360
36 2 990
36 2 223
36 2 844
36 2 0
37 2 0
37 2 441
37 2 580
37 2 232
37 2 676
37 2 969
37 2 803
37 2 66
37 2 516
37 2 0
38 1 0
38 1 153
38 1 394
38 1 329
38 1 934
38 1 207
38 1 168
38 1 0
38 1 0
38 1 0
39 2 0
39 2 666
39 2 796
39 2 608
39 2 447
39 2 545
39 2 0
39 2 0
39 2 0
40 1 0
40 1 17
40 1 715
40 1 902
40 1 425
40 1 776
40 1 0
40 1 0
40 1 0
41 2 0
41 2 489
41 2 783
41 2 470
41 2 897
41 2 345
41 2 880
41 2 0
42 2 0
42 2 603
42 2 644
42 2 513
42 2 472
42 2 785
42 2 0
42 2 0
42 2 0
43 1 0
43 1 133
43 1 815
43 1 200
43 1 0
44 2 0
44 2 106
44 2 93
44 2 945
44 2 791
44 2 964
44 2 314
44 2 0
45 1 0
45 1 204
45 1 392
45 1 940
45 1 181
45 1 0
46 1 0
46 1 456
46 1 102
46 1 351
46 1 0
46 1 0
46 1 563
46 1 41
46 1 136
46 1 0
47 2 0
47 2 921
47 2 679
47 2 576
47 2 0
48 2 0
48 2 45
48 2 809
48 2 430
48 2 334
48 2 755
48 2 800
48 2 493
48 2 778
48 2 0
48 2 0
48 2 837
48 2 0
49 2 0
49 2 336
49 2 369
49 2 854
49 2 426
49 2 0
49 2 0
49 2 255
49 2 74
49 2 724
49 2 0
50 2 0
50 2 817
50 2 673
50 2 157
50 2 199
50 2 324
50 2 435
50 2 835
50 2 0
51 1 0
51 1 518
51 1 497
51 1 404
51 1 642
51 1 0
51 1 0
51 1 909
51 1 971
51 1 965
51 1 734
51 1 0
52 1 0
52 1 266
52 1 562
52 1 664
52 1 752
52 1 0
52 1 0
52 1 436
52 1 970
52 1 0
53 2 0
53 2 806
53 2 814
53 2 694
53 2 0
54 2 0
54 2 611
54 2 647
54 2 980
54 2 0
55 2 0
55 2 455
55 2 0
55 2 0
55 2 906
55 2 0
56 2 0
56 2 399
56 2 680
56 2 873
56 2 438
56 2 481
56 2 0
56 2 0
56 2 0
57 1 0
57 1 648
57 1 290
57 1 485
57 1 0
57 1 0
57 1 0
58 1 0
58 1 699
58 1 646
58 1 366
58 1 85
58 1 0
58 1 0
58 1 130
58 1 0
59 1 0
59 1 340
59 1 781
59 1 188
59 1 84
59 1 709
59 1 885
59 1 398
59 1 0
60 1 0
60 1 989
60 1 751
60 1 393
60 1 0
60 1 0
60 1 876
60 1 753
60 1 929
60 1 0
61 1 0
61 1 996
61 1 697
61 1 870
61 1 81
61 1 937
61 1 289
61 1 211
61 1 0
61 1 0
62 1 0
62 1 160
62 1 233
62 1 686
62 1 183
62 1 490
62 1 471
62 1 0
63 2 0
63 2 275
63 2 310
63 2 748
63 2 581
63 2 434
63 2 27
63 2 0
63 2 0
63 2 0
64 2 0
64 2 151
64 2 480
64 2 28
64 2 0
65 2 0
65 2 568
65 2 918
65 2 309
65 2 0
65 2 0
65 2 0
66 2 0
66 2 166
66 2 11
66 2 0
67 1 0
67 1 410
67 1 943
67 1 941
67 1 0
67 1 0
67 1 47
67 1 604
67 1 383
67 1 44
67 1 0
68 2 0
68 2 511
68 2 38
68 2 757
68 2 668
68 2 0
69 2 0
69 2 321
69 2 134
69 2 177
69 2 701
69 2 80
69 2 494
69 2 0
70 1 0
70 1 756
70 1 794
70 1 175
70 1 376
70 1 601
70 1 140
70 1 515
70 1 0
70 1 0
70 1 0
70 1 0
71 2 0
71 2 186
71 2 628
71 2 948
71 2 0
72 2 0
72 2 193
72 2 840
72 2 705
72 2 0
72 2 0
72 2 0
73 2 0
73 2 328
73 2 771
73 2 492
73 2 413
73 2 0
73 2 0
73 2 718
73 2 0
73 2 0
73 2 0
74 1 0
74 1 226
74 1 887
74 1 0
74 1 0
74 1 33
74 1 779
74 1 0
74 1 0
74 1 0
75 2 0
75 2 411
75 2 574
75 2 419
75 2 976
75 2 669
75 2 0
75 2 0
75 2 0
76 1 0
76 1 610
76 1 894
76 1 660
76 1 25
76 1 726
76 1 706
76 1 983
76 1 0
76 1 0
77 1 0
77 1 150
77 1 621
77 1 944
77 1 857
77 1 0
77 1 0
77 1 0
78 1 0
78 1 930
78 1 977
78 1 396
78 1 685
78 1 936
78 1 656
78 1 0
78 1 0
