total cost: 334512
1 2 0
1 2 553
1 2 288
1 2 767
1 2 0
1 2 0
1 2 307
1 2 793
1 2 0
1 2 0
1 2 141
1 2 0
2 2 0
2 2 220
2 2 802
2 2 577
2 2 254
2 2 749
2 2 0
2 2 0
2 2 180
2 2 257
2 2 932
2 2 0
3 1 0
3 1 616
3 1 161
3 1 652
3 1 0
3 1 0
3 1 0
4 2 0
4 2 954
4 2 654
4 2 520
4 2 0
5 1 0
5 1 463
5 1 539
5 1 459
5 1 693
5 1 454
5 1 0
5 1 0
5 1 790
5 1 0
5 1 0
5 1 0
6 1 0
6 1 408
6 1 801
6 1 754
6 1 593
6 1 475
6 1 510
6 1 356
6 1 0
7 1 0
7 1 645
7 1 865
7 1 189
7 1 442
7 1 92
7 1 0
7 1 0
7 1 612
7 1 0
8 1 0
8 1 605
8 1 974
8 1 401
8 1 229
8 1 0
9 1 0
9 1 57
9 1 281
9 1 843
9 1 170
9 1 689
9 1 525
9 1 476
9 1 0
10 1 0
10 1 856
10 1 4
10 1 501
10 1 250
10 1 911
10 1 468
10 1 700
10 1 0
10 1 0
10 1 230
10 1 0
11 1 0
11 1 354
11 1 0
12 1 0
12 1 319
12 1 716
12 1 0
13 2 0
13 2 164
13 2 717
13 2 532
13 2 423
13 2 0
14 2 0
14 2 37
14 2 14
14 2 855
14 2 808
14 2 512
14 2 397
14 2 212
14 2 0
15 2 0
15 2 154
15 2 0
15 2 0
15 2 124
15 2 919
15 2 799
15 2 148
15 2 0
16 2 0
16 2 462
16 2 813
16 2 478
16 2 570
16 2 0
16 2 0
16 2 591
16 2 504
16 2 0
17 1 0
17 1 947
17 1 602
17 1 284
17 1 171
17 1 742
17 1 0
18 1 0
18 1 391
18 1 544
18 1 798
18 1 380
18 1 0
18 1 0
18 1 535
18 1 0
19 1 0
19 1 763
19 1 899
19 1 826
19 1 922
19 1 531
19 1 217
19 1 0
19 1 0
19 1 283
19 1 590
19 1 0
20 2 0
20 2 710
20 2 440
20 2 216
20 2 650
20 2 95
20 2 323
20 2 178
20 2 0
21 1 0
21 1 714
21 1 248
21 1 0
22 1 0
22 1 841
22 1 64
22 1 304
22 1 205
22 1 114
22 1 0
23 1 0
23 1 400
23 1 682
23 1 101
23 1 543
23 1 437
23 1 992
23 1 923
23 1 0
23 1 0
23 1 0
24 1 0
24 1 831
24 1 158
24 1 850
24 1 58
24 1 36
24 1 264
24 1 810
24 1 276
24 1 0
24 1 0
24 1 0
25 2 0
25 2 975
25 2 759
25 2 477
25 2 29
25 2 897
25 2 345
25 2 0
26 2 0
26 2 565
26 2 871
26 2 237
26 2 0
26 2 0
26 2 8
26 2 641
26 2 0
27 2 0
27 2 428
27 2 820
27 2 54
27 2 732
27 2 600
27 2 0
28 1 0
28 1 489
28 1 741
28 1 107
28 1 0
29 2 0
29 2 291
29 2 7
29 2 783
29 2 470
29 2 106
29 2 40
29 2 508
29 2 815
29 2 0
30 1 0
30 1 846
30 1 473
30 1 293
30 1 0
31 1 0
31 1 866
31 1 128
31 1 9
31 1 721
31 1 967
31 1 678
31 1 0
32 1 0
32 1 63
32 1 910
32 1 524
32 1 279
32 1 807
32 1 0
33 2 0
33 2 816
33 2 863
33 2 868
33 2 609
33 2 349
33 2 0
33 2 0
33 2 561
33 2 0
34 1 0
34 1 939
34 1 338
34 1 945
34 1 791
34 1 964
34 1 314
34 1 125
34 1 0
35 1 0
35 1 389
35 1 580
35 1 538
35 1 446
35 1 495
35 1 949
35 1 692
35 1 852
35 1 0
36 2 0
36 2 113
36 2 529
36 2 738
36 2 907
36 2 608
36 2 513
36 2 906
36 2 47
36 2 0
36 2 0
36 2 0
37 2 0
37 2 99
37 2 785
37 2 472
37 2 679
37 2 0
38 1 0
38 1 17
38 1 925
38 1 418
38 1 902
38 1 84
38 1 885
38 1 398
38 1 208
38 1 0
39 2 0
39 2 550
39 2 784
39 2 86
39 2 0
40 2 0
40 2 541
40 2 204
40 2 392
40 2 940
40 2 181
40 2 259
40 2 191
40 2 0
41 1 0
41 1 441
41 1 666
41 1 232
41 1 676
41 1 969
41 1 803
41 1 66
41 1 0
41 1 0
41 1 0
41 1 0
42 2 0
42 2 606
42 2 955
42 2 542
42 2 266
42 2 707
42 2 246
42 2 680
42 2 990
42 2 873
42 2 360
42 2 0
43 2 0
43 2 335
43 2 447
43 2 545
43 2 929
43 2 23
43 2 0
44 1 0
44 1 153
44 1 394
44 1 329
44 1 934
44 1 207
44 1 168
44 1 0
44 1 0
44 1 269
44 1 0
45 1 0
45 1 603
45 1 796
45 1 644
45 1 705
45 1 0
45 1 0
45 1 0
46 2 0
46 2 715
46 2 188
46 2 781
46 2 425
46 2 776
46 2 668
46 2 0
47 2 0
47 2 133
47 2 664
47 2 752
47 2 0
47 2 0
47 2 0
48 2 0
48 2 677
48 2 880
48 2 136
48 2 0
49 1 0
49 1 837
49 1 909
49 1 0
50 1 0
50 1 352
50 1 0
51 1 0
51 1 563
51 1 93
51 1 41
51 1 417
51 1 918
51 1 309
51 1 0
51 1 0
51 1 0
52 2 0
52 2 456
52 2 102
52 2 351
52 2 921
52 2 0
52 2 0
52 2 163
52 2 0
53 2 0
53 2 45
53 2 809
53 2 430
53 2 334
53 2 755
53 2 800
53 2 493
53 2 778
53 2 0
53 2 0
53 2 0
54 2 0
54 2 336
54 2 369
54 2 854
54 2 426
54 2 0
54 2 0
54 2 255
54 2 74
54 2 724
54 2 0
55 1 0
55 1 817
55 1 157
55 1 199
55 1 324
55 1 0
55 1 0
55 1 130
55 1 0
56 2 0
56 2 518
56 2 497
56 2 411
56 2 574
56 2 419
56 2 621
56 2 0
56 2 0
56 2 0
57 1 0
57 1 806
57 1 814
57 1 694
57 1 844
57 1 223
57 1 0
58 2 0
58 2 611
58 2 647
58 2 455
58 2 980
58 2 0
59 2 0
59 2 562
59 2 275
59 2 310
59 2 748
59 2 581
59 2 434
59 2 27
59 2 0
59 2 0
59 2 0
60 2 0
60 2 435
60 2 686
60 2 160
60 2 183
60 2 835
60 2 490
60 2 471
60 2 0
61 1 0
61 1 436
61 1 970
61 1 0
62 1 0
62 1 576
62 1 0
63 1 0
63 1 399
63 1 328
63 1 771
63 1 492
63 1 977
63 1 438
63 1 0
63 1 0
63 1 0
64 2 0
64 2 648
64 2 290
64 2 485
64 2 965
64 2 971
64 2 24
64 2 0
65 1 0
65 1 292
65 1 38
65 1 0
65 1 0
65 1 0
66 1 0
66 1 699
66 1 996
66 1 697
66 1 81
66 1 289
66 1 937
66 1 211
66 1 0
66 1 0
67 1 0
67 1 340
67 1 756
67 1 134
67 1 175
67 1 376
67 1 601
67 1 140
67 1 515
67 1 0
67 1 0
67 1 0
67 1 0
68 1 0
68 1 646
68 1 366
68 1 0
68 1 0
68 1 876
68 1 753
68 1 0
69 1 0
69 1 989
69 1 751
69 1 673
69 1 0
69 1 0
69 1 200
69 1 166
69 1 11
69 1 0
69 1 0
69 1 0
70 1 0
70 1 151
70 1 734
70 1 480
70 1 28
70 1 0
71 1 0
71 1 511
71 1 777
71 1 79
71 1 663
71 1 0
71 1 0
71 1 94
71 1 0
72 2 0
72 2 410
72 2 943
72 2 941
72 2 685
72 2 936
72 2 656
72 2 630
72 2 0
72 2 0
72 2 0
73 2 0
73 2 233
73 2 794
73 2 874
73 2 828
73 2 0
73 2 0
73 2 568
73 2 675
73 2 779
73 2 0
74 1 0
74 1 321
74 1 655
74 1 34
74 1 0
74 1 0
74 1 0
75 2 0
75 2 186
75 2 628
75 2 948
75 2 0
76 1 0
76 1 193
76 1 840
76 1 0
77 1 0
77 1 150
77 1 944
77 1 669
77 1 857
77 1 0
78 1 0
78 1 226
78 1 887
78 1 0
78 1 0
78 1 757
78 1 0
79 1 0
79 1 960
79 1 0
80 1 0
80 1 610
80 1 894
80 1 660
80 1 25
80 1 726
80 1 706
80 1 983
80 1 0
80 1 0
81 1 0
81 1 709
81 1 80
81 1 494
81 1 287
81 1 0
81 1 0
81 1 0
82 2 0
82 2 930
82 2 282
82 2 413
82 2 509
82 2 481
82 2 0
82 2 0
