total cost: 311811
1 2 0
1 2 553
1 2 288
1 2 767
1 2 0
1 2 0
1 2 307
1 2 793
1 2 0
1 2 0
1 2 141
1 2 0
2 2 0
2 2 220
2 2 802
2 2 577
2 2 254
2 2 749
2 2 0
2 2 0
2 2 180
2 2 257
2 2 932
2 2 0
3 2 0
3 2 616
3 2 161
3 2 652
3 2 0
3 2 0
3 2 0
4 1 0
4 1 954
4 1 654
4 1 520
4 1 0
5 1 0
5 1 463
5 1 539
5 1 459
5 1 693
5 1 454
5 1 0
5 1 0
5 1 790
5 1 0
5 1 0
5 1 0
6 2 0
6 2 408
6 2 801
6 2 754
6 2 593
6 2 475
6 2 510
6 2 356
6 2 0
7 2 0
7 2 645
7 2 865
7 2 189
7 2 442
7 2 92
7 2 710
7 2 717
7 2 0
7 2 0
7 2 0
8 2 0
8 2 605
8 2 974
8 2 401
8 2 229
8 2 0
9 2 0
9 2 57
9 2 843
9 2 170
9 2 689
9 2 525
9 2 476
9 2 0
10 1 0
10 1 281
10 1 423
10 1 532
10 1 544
10 1 798
10 1 380
10 1 0
11 2 0
11 2 856
11 2 4
11 2 501
11 2 250
11 2 911
11 2 468
11 2 700
11 2 783
11 2 477
11 2 0
12 2 0
12 2 354
12 2 37
12 2 154
12 2 0
12 2 0
12 2 230
12 2 535
12 2 0
13 1 0
13 1 319
13 1 716
13 1 0
14 1 0
14 1 164
14 1 391
14 1 440
14 1 216
14 1 650
14 1 0
15 2 0
15 2 124
15 2 919
15 2 799
15 2 148
15 2 0
16 2 0
16 2 462
16 2 813
16 2 478
16 2 570
16 2 0
16 2 0
16 2 612
16 2 8
16 2 0
17 2 0
17 2 947
17 2 400
17 2 682
17 2 826
17 2 641
17 2 171
17 2 742
17 2 0
18 2 0
18 2 763
18 2 831
18 2 759
18 2 237
18 2 0
18 2 0
18 2 283
18 2 590
18 2 269
18 2 0
19 1 0
19 1 602
19 1 939
19 1 975
19 1 810
19 1 276
19 1 0
20 1 0
20 1 591
20 1 504
20 1 0
21 1 0
21 1 714
21 1 248
21 1 0
22 1 0
22 1 841
22 1 543
22 1 101
22 1 531
22 1 217
22 1 470
22 1 897
22 1 0
22 1 0
22 1 0
23 2 0
23 2 565
23 2 850
23 2 58
23 2 871
23 2 36
23 2 264
23 2 99
23 2 63
23 2 807
23 2 0
24 2 0
24 2 428
24 2 820
24 2 54
24 2 732
24 2 600
24 2 0
25 2 0
25 2 284
25 2 338
25 2 791
25 2 945
25 2 191
25 2 259
25 2 125
25 2 0
26 2 0
26 2 489
26 2 741
26 2 107
26 2 0
27 2 0
27 2 304
27 2 205
27 2 114
27 2 508
27 2 0
28 1 0
28 1 899
28 1 922
28 1 45
28 1 806
28 1 814
28 1 93
28 1 880
28 1 345
28 1 136
28 1 200
28 1 1037
28 1 0
28 1 1037
28 1 0
29 2 0
29 2 64
29 2 967
29 2 678
29 2 0
30 2 0
30 2 291
30 2 7
30 2 992
30 2 437
30 2 923
30 2 436
30 2 0
30 2 0
30 2 0
31 1 0
31 1 846
31 1 473
31 1 293
31 1 0
32 2 0
32 2 866
32 2 9
32 2 721
32 2 0
33 1 0
33 1 128
33 1 925
33 1 715
33 1 418
33 1 292
33 1 208
33 1 38
33 1 0
34 1 0
34 1 816
34 1 863
34 1 868
34 1 609
34 1 0
34 1 0
34 1 561
34 1 0
35 2 0
35 2 158
35 2 541
35 2 204
35 2 563
35 2 964
35 2 940
35 2 314
35 2 0
36 2 0
36 2 389
36 2 580
36 2 441
36 2 855
36 2 232
36 2 808
36 2 512
36 2 397
36 2 212
36 2 0
37 2 0
37 2 113
37 2 910
37 2 529
37 2 349
37 2 0
37 2 0
37 2 352
37 2 0
38 2 0
38 2 738
38 2 603
38 2 796
38 2 608
38 2 513
38 2 906
38 2 545
38 2 0
39 2 0
39 2 907
39 2 335
39 2 279
39 2 524
39 2 255
39 2 980
39 2 74
39 2 724
39 2 0
40 1 0
40 1 17
40 1 178
40 1 323
40 1 885
40 1 0
41 2 0
41 2 606
41 2 955
41 2 542
41 2 707
41 2 246
41 2 40
41 2 360
41 2 990
41 2 223
41 2 844
41 2 0
42 2 0
42 2 14
42 2 538
42 2 446
42 2 495
42 2 949
42 2 852
42 2 692
42 2 0
43 1 0
43 1 153
43 1 394
43 1 666
43 1 207
43 1 676
43 1 168
43 1 0
43 1 0
43 1 472
43 1 785
43 1 0
43 1 0
43 1 0
44 1 0
44 1 133
44 1 664
44 1 752
44 1 0
44 1 0
44 1 0
45 1 0
45 1 106
45 1 815
45 1 29
45 1 0
46 1 0
46 1 677
46 1 181
46 1 0
47 1 0
47 1 837
47 1 909
47 1 0
48 1 0
48 1 784
48 1 86
48 1 0
49 1 0
49 1 550
49 1 0
50 2 0
50 2 456
50 2 102
50 2 610
50 2 574
50 2 419
50 2 621
50 2 944
50 2 669
50 2 0
50 2 0
50 2 0
51 1 0
51 1 921
51 1 351
51 1 0
51 1 0
51 1 163
51 1 679
51 1 0
52 1 0
52 1 336
52 1 369
52 1 854
52 1 0
52 1 0
52 1 435
52 1 835
52 1 0
53 2 0
53 2 817
53 2 157
53 2 199
53 2 324
53 2 648
53 2 290
53 2 0
53 2 0
53 2 0
54 1 0
54 1 518
54 1 497
54 1 411
54 1 404
54 1 0
54 1 0
54 1 130
54 1 576
54 1 0
55 2 0
55 2 266
55 2 562
55 2 275
55 2 310
55 2 748
55 2 166
55 2 27
55 2 0
55 2 0
55 2 0
56 1 0
56 1 611
56 1 647
56 1 455
56 1 0
57 1 0
57 1 95
57 1 398
57 1 0
58 2 0
58 2 41
58 2 417
58 2 918
58 2 309
58 2 0
58 2 0
58 2 0
59 2 0
59 2 399
59 2 680
59 2 396
59 2 977
59 2 438
59 2 481
59 2 509
59 2 0
59 2 0
59 2 0
60 2 0
60 2 809
60 2 430
60 2 334
60 2 938
60 2 755
60 2 800
60 2 778
60 2 881
60 2 0
60 2 0
60 2 0
61 2 0
61 2 969
61 2 803
61 2 516
61 2 0
62 1 0
62 1 699
62 1 646
62 1 392
62 1 30
62 1 628
62 1 937
62 1 0
62 1 0
62 1 0
63 2 0
63 2 340
63 2 781
63 2 188
63 2 425
63 2 776
63 2 668
63 2 0
64 1 0
64 1 876
64 1 753
64 1 0
65 2 0
65 2 989
65 2 751
65 2 673
65 2 485
65 2 226
65 2 0
65 2 0
65 2 94
65 2 0
66 2 0
66 2 996
66 2 697
66 2 870
66 2 81
66 2 289
66 2 211
66 2 0
67 1 0
67 1 970
67 1 734
67 1 965
67 1 480
67 1 0
68 2 0
68 2 160
68 2 233
68 2 686
68 2 183
68 2 490
68 2 471
68 2 0
69 1 0
69 1 644
69 1 329
69 1 453
69 1 78
69 1 71
69 1 44
69 1 383
69 1 0
69 1 0
69 1 0
69 1 0
70 1 0
70 1 902
70 1 84
70 1 709
70 1 757
70 1 0
70 1 0
70 1 0
71 2 0
71 2 151
71 2 973
71 2 118
71 2 656
71 2 936
71 2 0
71 2 0
71 2 0
72 1 0
72 1 873
72 1 581
72 1 479
72 1 630
72 1 0
73 2 0
73 2 568
73 2 675
73 2 779
73 2 0
74 2 0
74 2 447
74 2 929
74 2 705
74 2 91
74 2 0
74 2 0
74 2 0
75 2 0
75 2 511
75 2 777
75 2 79
75 2 663
75 2 601
75 2 0
75 2 0
75 2 11
75 2 434
75 2 0
76 2 0
76 2 410
76 2 999
76 2 887
76 2 341
76 2 571
76 2 672
76 2 0
76 2 0
76 2 0
77 2 0
77 2 943
77 2 941
77 2 771
77 2 492
77 2 685
77 2 0
77 2 0
77 2 694
77 2 0
78 1 0
78 1 321
78 1 134
78 1 177
78 1 701
78 1 80
78 1 494
78 1 0
78 1 0
79 1 0
79 1 186
79 1 484
79 1 172
79 1 761
79 1 595
79 1 758
79 1 0
79 1 0
79 1 0
79 1 0
80 2 0
80 2 756
80 2 794
80 2 175
80 2 376
80 2 140
80 2 218
80 2 847
80 2 0
80 2 0
80 2 0
81 2 0
81 2 971
81 2 457
81 2 24
81 2 0
82 1 0
82 1 150
82 1 193
82 1 840
82 1 0
82 1 0
82 1 47
