total cost: 343427
1 1 0
1 1 553
1 1 288
1 1 767
1 1 0
1 1 0
1 1 616
1 1 180
1 1 257
1 1 932
1 1 0
1 1 0
1 1 0
2 1 0
2 1 220
2 1 802
2 1 0
2 1 0
2 1 463
2 1 539
2 1 693
2 1 0
3 1 0
3 1 254
3 1 577
3 1 408
3 1 801
3 1 459
3 1 0
3 1 0
3 1 790
3 1 0
3 1 0
3 1 141
3 1 0
4 2 0
4 2 645
4 2 865
4 2 189
4 2 428
4 2 0
4 2 0
4 2 307
4 2 793
4 2 654
4 2 0
5 2 0
5 2 605
5 2 593
5 2 754
5 2 947
5 2 974
5 2 716
5 2 525
5 2 8
5 2 476
5 2 205
5 2 0
6 1 0
6 1 57
6 1 843
6 1 281
6 1 717
6 1 532
6 1 423
6 1 544
6 1 304
6 1 0
6 1 0
6 1 0
7 1 0
7 1 856
7 1 763
7 1 831
7 1 939
7 1 0
7 1 0
7 1 954
7 1 161
7 1 652
7 1 520
7 1 535
7 1 0
7 1 0
7 1 0
8 1 0
8 1 354
8 1 442
8 1 749
8 1 319
8 1 401
8 1 0
8 1 0
8 1 0
9 1 0
9 1 170
9 1 400
9 1 798
9 1 468
9 1 641
9 1 742
9 1 0
10 2 0
10 2 154
10 2 0
10 2 0
10 2 37
10 2 855
10 2 269
10 2 397
10 2 212
10 2 0
11 2 0
11 2 462
11 2 813
11 2 478
11 2 975
11 2 759
11 2 0
11 2 0
11 2 124
11 2 475
11 2 799
11 2 0
12 2 0
12 2 4
12 2 911
12 2 899
12 2 250
12 2 826
12 2 700
12 2 783
12 2 217
12 2 897
12 2 815
12 2 0
13 1 0
13 1 454
13 1 283
13 1 714
13 1 293
13 1 0
14 2 0
14 2 391
14 2 710
14 2 440
14 2 216
14 2 732
14 2 600
14 2 0
14 2 0
14 2 0
15 2 0
15 2 689
15 2 380
15 2 64
15 2 967
15 2 678
15 2 508
15 2 0
16 2 0
16 2 164
16 2 92
16 2 650
16 2 885
16 2 323
16 2 178
16 2 0
17 1 0
17 1 501
17 1 682
17 1 922
17 1 101
17 1 470
17 1 106
17 1 477
17 1 360
17 1 223
17 1 0
18 1 0
18 1 602
18 1 338
18 1 570
18 1 0
18 1 0
18 1 229
18 1 919
18 1 0
19 2 0
19 2 612
19 2 591
19 2 504
19 2 0
20 1 0
20 1 841
20 1 7
20 1 543
20 1 992
20 1 437
20 1 246
20 1 40
20 1 990
20 1 0
20 1 0
20 1 0
21 2 0
21 2 284
21 2 237
21 2 791
21 2 964
21 2 940
21 2 0
21 2 0
21 2 0
22 2 0
22 2 565
22 2 850
22 2 58
22 2 871
22 2 36
22 2 264
22 2 63
22 2 99
22 2 807
22 2 0
22 2 0
22 2 0
23 1 0
23 1 489
23 1 741
23 1 107
23 1 0
23 1 0
23 1 510
23 1 356
23 1 0
24 1 0
24 1 291
24 1 542
24 1 45
24 1 531
24 1 93
24 1 945
24 1 0
24 1 0
24 1 590
24 1 0
25 2 0
25 2 473
25 2 863
25 2 816
25 2 910
25 2 524
25 2 0
25 2 0
25 2 561
25 2 810
25 2 784
25 2 0
26 2 0
26 2 128
26 2 925
26 2 9
26 2 324
26 2 648
26 2 752
26 2 664
26 2 0
26 2 0
26 2 0
27 2 0
27 2 866
27 2 817
27 2 157
27 2 485
27 2 290
27 2 0
27 2 0
27 2 230
27 2 0
28 1 0
28 1 820
28 1 715
28 1 902
28 1 418
28 1 84
28 1 709
28 1 776
28 1 0
28 1 0
28 1 0
29 2 0
29 2 158
29 2 541
29 2 204
29 2 392
29 2 563
29 2 677
29 2 880
29 2 345
29 2 0
30 2 0
30 2 868
30 2 738
30 2 609
30 2 349
30 2 0
30 2 0
30 2 171
30 2 352
30 2 276
30 2 191
30 2 0
31 2 0
31 2 113
31 2 456
31 2 102
31 2 351
31 2 921
31 2 0
31 2 0
31 2 248
31 2 949
31 2 692
31 2 0
32 1 0
32 1 389
32 1 538
32 1 446
32 1 580
32 1 232
32 1 808
32 1 495
32 1 852
32 1 0
32 1 0
32 1 0
33 1 0
33 1 907
33 1 796
33 1 0
34 2 0
34 2 54
34 2 17
34 2 133
34 2 923
34 2 970
34 2 436
34 2 11
34 2 0
35 1 0
35 1 529
35 1 603
35 1 644
35 1 0
36 1 0
36 1 441
36 1 666
36 1 207
36 1 168
36 1 71
36 1 44
36 1 383
36 1 0
36 1 0
36 1 0
36 1 0
37 1 0
37 1 606
37 1 955
37 1 562
37 1 410
37 1 310
37 1 0
37 1 0
37 1 550
37 1 785
37 1 0
37 1 0
37 1 0
38 1 0
38 1 153
38 1 394
38 1 329
38 1 934
38 1 0
38 1 0
38 1 721
38 1 837
38 1 0
38 1 0
38 1 0
39 1 0
39 1 14
39 1 846
39 1 0
40 1 0
40 1 335
40 1 0
41 1 0
41 1 707
41 1 399
41 1 680
41 1 396
41 1 844
41 1 438
41 1 0
42 2 0
42 2 279
42 2 608
42 2 447
42 2 0
42 2 0
42 2 472
42 2 0
43 2 0
43 2 336
43 2 369
43 2 854
43 2 426
43 2 0
43 2 0
43 2 255
43 2 86
43 2 314
43 2 125
43 2 0
44 2 0
44 2 806
