total cost: 341030
1 2 0
1 2 553
1 2 288
1 2 767
1 2 0
1 2 0
1 2 307
1 2 793
1 2 0
1 2 0
1 2 141
1 2 0
2 1 0
2 1 220
2 1 802
2 1 577
2 1 254
2 1 0
2 1 0
2 1 180
2 1 257
2 1 932
2 1 0
3 1 0
3 1 616
3 1 161
3 1 652
3 1 0
3 1 0
3 1 0
4 1 0
4 1 954
4 1 654
4 1 520
4 1 0
5 2 0
5 2 463
5 2 539
5 2 459
5 2 693
5 2 454
5 2 0
5 2 0
5 2 790
5 2 0
5 2 0
5 2 0
6 2 0
6 2 408
6 2 801
6 2 754
6 2 593
6 2 475
6 2 510
6 2 356
6 2 0
7 1 0
7 1 645
7 1 865
7 1 189
7 1 442
7 1 92
7 1 0
7 1 0
7 1 612
7 1 0
8 1 0
8 1 605
8 1 974
8 1 401
8 1 229
8 1 0
9 2 0
9 2 57
9 2 281
9 2 843
9 2 170
9 2 749
9 2 689
9 2 525
9 2 476
9 2 0
10 1 0
10 1 856
10 1 4
10 1 501
10 1 250
10 1 911
10 1 468
10 1 700
10 1 0
10 1 0
10 1 230
10 1 0
11 1 0
11 1 354
11 1 0
12 1 0
12 1 319
12 1 716
12 1 0
13 1 0
13 1 164
13 1 717
13 1 532
13 1 423
13 1 0
14 1 0
14 1 37
14 1 14
14 1 855
14 1 808
14 1 512
14 1 397
14 1 212
14 1 0
15 1 0
15 1 0
16 2 0
16 2 154
16 2 0
16 2 0
16 2 124
16 2 919
16 2 799
16 2 148
16 2 0
17 1 0
17 1 462
17 1 813
17 1 478
17 1 0
17 1 0
17 1 591
17 1 504
17 1 0
18 1 0
18 1 947
18 1 602
18 1 284
18 1 171
18 1 742
18 1 0
19 2 0
19 2 391
19 2 544
19 2 798
19 2 380
19 2 205
19 2 114
19 2 0
20 2 0
20 2 763
20 2 899
20 2 826
20 2 922
20 2 531
20 2 217
20 2 470
20 2 783
20 2 477
20 2 897
20 2 0
20 2 0
20 2 0
21 2 0
21 2 283
21 2 714
21 2 0
22 2 0
22 2 710
22 2 440
22 2 216
22 2 650
22 2 95
22 2 323
22 2 178
22 2 0
23 2 0
23 2 8
23 2 561
23 2 535
23 2 0
24 2 0
24 2 841
24 2 543
24 2 101
24 2 106
24 2 815
24 2 360
24 2 990
24 2 223
24 2 0
25 1 0
25 1 570
25 1 975
25 1 759
25 1 0
25 1 0
25 1 590
25 1 0
26 2 0
26 2 831
26 2 237
26 2 58
26 2 850
26 2 0
26 2 0
26 2 352
26 2 304
26 2 0
27 1 0
27 1 565
27 1 871
27 1 541
27 1 158
27 1 338
27 1 791
27 1 945
27 1 191
27 1 0
27 1 0
27 1 0
28 1 0
28 1 428
28 1 820
28 1 54
28 1 732
28 1 600
28 1 0
28 1 0
28 1 0
29 2 0
29 2 400
29 2 7
29 2 437
29 2 992
29 2 923
29 2 436
29 2 970
29 2 0
29 2 0
29 2 0
30 1 0
30 1 489
30 1 741
30 1 107
30 1 0
31 1 0
31 1 682
31 1 939
31 1 36
31 1 264
31 1 99
31 1 807
31 1 0
32 2 0
32 2 291
32 2 866
32 2 128
32 2 9
32 2 721
32 2 967
32 2 678
32 2 508
32 2 0
33 2 0
33 2 846
33 2 473
33 2 293
33 2 0
34 2 0
34 2 64
34 2 641
34 2 677
34 2 964
34 2 314
34 2 0
35 2 0
35 2 816
35 2 863
35 2 868
35 2 609
35 2 349
35 2 0
35 2 0
35 2 63
35 2 0
36 2 0
36 2 113
36 2 910
36 2 529
36 2 907
36 2 335
36 2 608
36 2 513
36 2 906
36 2 47
36 2 0
36 2 0
36 2 0
37 1 0
37 1 389
37 1 580
37 1 538
37 1 446
37 1 495
37 1 949
37 1 692
37 1 852
37 1 0
38 2 0
38 2 738
38 2 796
38 2 644
38 2 447
38 2 705
38 2 929
38 2 0
38 2 0
38 2 0
39 2 0
39 2 810
39 2 784
39 2 276
39 2 0
40 2 0
40 2 279
40 2 524
40 2 255
40 2 980
40 2 74
40 2 724
40 2 0
41 2 0
41 2 17
41 2 925
41 2 418
41 2 902
41 2 84
41 2 885
41 2 398
41 2 208
41 2 0
42 2 0
42 2 550
42 2 86
42 2 0
43 2 0
43 2 441
43 2 666
43 2 232
43 2 676
43 2 969
43 2 803
43 2 66
43 2 516
43 2 0
44 1 0
44 1 606
44 1 955
44 1 542
44 1 707
44 1 246
44 1 40
44 1 2
44 1 166
44 1 11
44 1 27
44 1 1080
44 1 0
45 2 0
45 2 153
45 2 394
45 2 329
45 2 934
45 2 207
45 2 168
45 2 71
45 2 661
45 2 0
45 2 0
45 2 0
46 2 0
46 2 715
46 2 188
46 2 781
46 2 425
46 2 776
46 2 668
46 2 0
47 2 0
47 2 472
47 2 785
47 2 0
48 2 0
48 2 603
48 2 545
48 2 604
48 2 383
48 2 44
48 2 0
49 1 0
49 1 133
49 1 664
49 1 752
49 1 0
49 1 0
49 1 269
49 1 0
50 2 0
50 2 837
50 2 909
50 2 0
51 2 0
51 2 248
51 2 0
52 1 0
52 1 204
52 1 563
52 1 940
52 1 181
52 1 259
52 1 125
52 1 0
52 1 0
52 1 0
53 2 0
53 2 163
53 2 679
53 2 0
54 1 0
54 1 456
54 1 102
54 1 610
54 1 574
54 1 419
54 1 621
54 1 0
54 1 0
54 1 0
55 2 0
55 2 921
55 2 351
55 2 455
55 2 0
55 2 0
55 2 0
56 1 0
56 1 45
56 1 809
56 1 814
56 1 430
56 1 977
56 1 396
56 1 844
56 1 438
56 1 0
57 2 0
57 2 336
57 2 369
57 2 854
57 2 426
57 2 0
57 2 0
57 2 130
57 2 576
57 2 0
57 2 0
57 2 0
58 1 0
58 1 817
58 1 157
58 1 199
58 1 324
58 1 0
58 1 0
58 1 94
58 1 0
59 2 0
59 2 806
59 2 873
59 2 694
59 2 136
59 2 880
59 2 0
60 2 0
60 2 518
60 2 497
60 2 404
60 2 247
60 2 0
60 2 0
60 2 435
60 2 835
60 2 0
61 2 0
61 2 266
61 2 562
61 2 399
61 2 310
61 2 581
61 2 936
61 2 509
61 2 0
62 1 0
62 1 611
62 1 647
62 1 289
62 1 135
62 1 0
62 1 0
62 1 0
63 1 0
63 1 93
63 1 345
63 1 41
63 1 0
64 2 0
64 2 648
64 2 290
64 2 485
64 2 965
64 2 971
64 2 24
64 2 0
65 1 0
65 1 699
65 1 646
65 1 392
65 1 30
65 1 628
65 1 937
65 1 211
65 1 1073
65 1 0
66 2 0
66 2 340
66 2 756
66 2 686
66 2 321
66 2 0
66 2 0
66 2 876
66 2 753
66 2 0
67 1 0
67 1 680
67 1 748
67 1 0
67 1 0
67 1 0
68 1 0
68 1 989
68 1 751
68 1 673
68 1 0
68 1 0
68 1 292
68 1 38
68 1 0
68 1 0
68 1 0
69 2 0
69 2 996
69 2 870
69 2 797
69 2 81
69 2 272
69 2 0
69 2 0
69 2 200
69 2 918
69 2 309
69 2 0
70 2 0
70 2 275
70 2 410
70 2 151
70 2 734
70 2 480
70 2 28
70 2 0
71 1 0
71 1 511
71 1 777
71 1 79
71 1 663
71 1 0
71 1 0
71 1 43
71 1 0
72 2 0
72 2 233
72 2 794
72 2 134
72 2 175
72 2 376
72 2 601
72 2 140
72 2 515
72 2 0
72 2 0
72 2 0
73 1 0
73 1 943
73 1 941
73 1 685
73 1 0
73 1 0
73 1 568
73 1 675
73 1 779
73 1 0
74 2 0
74 2 186
74 2 735
74 2 172
74 2 761
74 2 758
74 2 595
74 2 587
74 2 0
75 2 0
75 2 193
75 2 840
75 2 0
75 2 0
75 2 33
75 2 0
76 2 0
76 2 328
76 2 334
76 2 755
76 2 997
76 2 493
76 2 778
76 2 881
76 2 298
76 2 0
76 2 0
76 2 0
77 2 0
77 2 160
77 2 861
77 2 393
77 2 457
77 2 119
77 2 0
78 2 0
78 2 226
78 2 887
78 2 973
78 2 0
78 2 0
78 2 0
79 2 0
79 2 411
79 2 150
79 2 944
79 2 669
79 2 857
79 2 0
80 2 0
80 2 183
80 2 701
80 2 177
80 2 494
80 2 80
80 2 490
80 2 471
80 2 0
81 1 0
81 1 417
81 1 877
81 1 0
