total cost: 342612
1 2 0
1 2 553
1 2 288
1 2 767
1 2 0
1 2 0
1 2 307
1 2 793
1 2 0
1 2 0
1 2 141
1 2 0
2 1 0
2 1 220
2 1 802
2 1 577
2 1 254
2 1 0
2 1 0
2 1 180
2 1 257
2 1 932
2 1 0
3 2 0
3 2 616
3 2 161
3 2 652
3 2 0
3 2 0
3 2 0
4 2 0
4 2 954
4 2 654
4 2 520
4 2 0
5 2 0
5 2 463
5 2 539
5 2 459
5 2 693
5 2 454
5 2 0
5 2 0
5 2 790
5 2 0
5 2 0
5 2 0
6 1 0
6 1 408
6 1 801
6 1 754
6 1 593
6 1 475
6 1 510
6 1 356
6 1 0
7 1 0
7 1 645
7 1 865
7 1 189
7 1 442
7 1 92
7 1 0
7 1 0
7 1 612
7 1 0
8 2 0
8 2 605
8 2 974
8 2 401
8 2 229
8 2 0
9 2 0
9 2 57
9 2 281
9 2 843
9 2 170
9 2 749
9 2 689
9 2 525
9 2 476
9 2 0
10 1 0
10 1 856
10 1 4
10 1 501
10 1 250
10 1 911
10 1 468
10 1 700
10 1 0
10 1 0
10 1 230
10 1 0
11 2 0
11 2 354
11 2 154
11 2 0
11 2 0
11 2 319
11 2 8
11 2 0
12 1 0
12 1 164
12 1 717
12 1 532
12 1 423
12 1 0
13 2 0
13 2 37
13 2 389
13 2 855
13 2 808
13 2 512
13 2 397
13 2 212
13 2 0
14 1 0
14 1 124
14 1 919
14 1 799
14 1 148
14 1 0
15 2 0
15 2 462
15 2 813
15 2 478
15 2 570
15 2 0
15 2 0
15 2 591
15 2 504
15 2 0
16 1 0
16 1 947
16 1 716
16 1 400
16 1 380
16 1 798
16 1 641
16 1 0
16 1 0
16 1 535
16 1 0
17 2 0
17 2 763
17 2 831
17 2 759
17 2 237
17 2 0
17 2 0
17 2 391
17 2 0
18 1 0
18 1 710
18 1 440
18 1 216
18 1 650
18 1 95
18 1 323
18 1 178
18 1 0
19 2 0
19 2 602
19 2 284
19 2 171
19 2 742
19 2 0
20 1 0
20 1 544
20 1 64
20 1 304
20 1 205
20 1 114
20 1 0
21 1 0
21 1 714
21 1 248
21 1 0
22 1 0
22 1 283
22 1 590
22 1 269
22 1 0
23 1 0
23 1 841
23 1 7
23 1 101
23 1 543
23 1 437
23 1 992
23 1 923
23 1 0
23 1 0
23 1 0
24 2 0
24 2 565
24 2 871
24 2 850
24 2 58
24 2 36
24 2 264
24 2 810
24 2 276
24 2 0
25 2 0
25 2 428
25 2 820
25 2 54
25 2 732
25 2 600
25 2 0
26 1 0
26 1 489
26 1 741
26 1 107
26 1 0
27 2 0
27 2 975
27 2 43
27 2 0
28 1 0
28 1 899
28 1 826
28 1 922
28 1 531
28 1 217
28 1 0
28 1 0
28 1 561
28 1 0
29 2 0
29 2 291
29 2 866
29 2 128
29 2 9
29 2 721
29 2 967
29 2 678
29 2 508
29 2 0
30 2 0
30 2 473
30 2 738
30 2 609
30 2 863
30 2 349
30 2 0
30 2 0
30 2 63
30 2 807
30 2 0
31 1 0
31 1 816
31 1 113
31 1 910
31 1 868
31 1 335
31 1 293
31 1 163
31 1 0
32 2 0
32 2 682
32 2 338
32 2 939
32 2 791
32 2 945
32 2 191
32 2 259
32 2 125
32 2 0
33 2 0
33 2 158
33 2 541
33 2 204
33 2 563
33 2 964
33 2 940
33 2 314
33 2 0
34 2 0
34 2 14
34 2 538
34 2 446
34 2 495
34 2 949
34 2 692
34 2 852
34 2 0
35 1 0
35 1 907
35 1 846
35 1 0
36 2 0
36 2 17
36 2 925
36 2 418
36 2 902
36 2 84
36 2 885
36 2 398
36 2 208
36 2 0
37 2 0
37 2 279
37 2 524
37 2 255
37 2 980
37 2 74
37 2 724
37 2 0
38 1 0
38 1 529
38 1 603
38 1 796
38 1 0
39 2 0
39 2 783
39 2 470
39 2 106
39 2 897
39 2 345
39 2 880
39 2 0
40 1 0
40 1 441
40 1 580
40 1 232
40 1 676
40 1 969
40 1 803
40 1 66
40 1 0
40 1 0
40 1 0
40 1 0
41 2 0
41 2 606
41 2 955
41 2 542
41 2 707
41 2 246
41 2 40
41 2 360
41 2 990
41 2 223
41 2 844
41 2 0
42 1 0
42 1 153
42 1 394
42 1 329
42 1 934
42 1 207
42 1 168
42 1 0
42 1 0
42 1 0
43 2 0
43 2 666
43 2 644
43 2 608
43 2 447
43 2 545
43 2 0
43 2 0
43 2 477
43 2 0
44 2 0
44 2 715
44 2 188
44 2 781
44 2 425
44 2 776
44 2 668
44 2 0
45 2 0
45 2 99
45 2 785
45 2 472
45 2 513
45 2 906
45 2 0
45 2 0
45 2 0
46 1 0
46 1 133
46 1 815
46 1 200
46 1 0
47 1 0
47 1 837
47 1 909
47 1 0
48 1 0
48 1 677
48 1 41
48 1 136
48 1 0
49 1 0
49 1 784
49 1 86
49 1 0
50 1 0
50 1 550
50 1 0
51 2 0
51 2 456
51 2 102
51 2 610
51 2 574
51 2 419
51 2 621
51 2 944
51 2 669
51 2 0
51 2 0
51 2 0
52 1 0
52 1 921
52 1 351
52 1 0
52 1 0
52 1 352
52 1 0
53 1 0
53 1 45
53 1 809
53 1 430
53 1 328
53 1 977
53 1 396
53 1 685
53 1 936
53 1 581
53 1 1052
53 1 0
53 1 1052
53 1 0
54 1 0
54 1 336
54 1 369
54 1 854
54 1 0
54 1 0
54 1 679
54 1 576
54 1 0
55 1 0
55 1 817
55 1 157
55 1 199
55 1 324
55 1 0
55 1 0
55 1 130
55 1 0
56 2 0
56 2 518
56 2 497
56 2 404
56 2 247
56 2 0
56 2 0
56 2 435
56 2 835
56 2 0
57 2 0
57 2 266
57 2 562
57 2 664
57 2 752
57 2 0
57 2 0
57 2 436
57 2 970
57 2 0
58 2 0
58 2 806
58 2 814
58 2 93
58 2 417
58 2 181
58 2 0
59 2 0
59 2 611
59 2 647
59 2 455
59 2 0
59 2 0
59 2 0
60 1 0
60 1 399
60 1 680
60 1 873
60 1 438
60 1 481
60 1 509
60 1 0
60 1 0
60 1 0
61 2 0
61 2 648
61 2 290
61 2 485
61 2 965
61 2 971
61 2 24
61 2 0
62 1 0
62 1 292
62 1 38
62 1 0
62 1 0
62 1 0
63 2 0
63 2 699
63 2 646
63 2 392
63 2 30
63 2 628
63 2 937
63 2 289
63 2 135
63 2 0
63 2 0
63 2 0
64 1 0
64 1 340
64 1 756
64 1 686
64 1 0
64 1 0
64 1 876
64 1 753
64 1 0
65 1 0
65 1 989
65 1 751
65 1 673
65 1 0
65 1 0
65 1 94
65 1 0
66 2 0
66 2 996
66 2 870
66 2 797
66 2 81
66 2 272
66 2 0
66 2 0
66 2 166
66 2 11
66 2 27
66 2 0
67 2 0
67 2 275
67 2 310
67 2 973
67 2 118
67 2 0
67 2 0
67 2 0
68 1 0
68 1 160
68 1 233
68 1 701
68 1 177
68 1 490
68 1 471
68 1 0
69 1 0
69 1 151
69 1 734
69 1 480
69 1 28
69 1 0
70 2 0
70 2 511
70 2 777
70 2 79
70 2 663
70 2 601
70 2 0
70 2 0
70 2 0
71 1 0
71 1 410
71 1 887
71 1 341
71 1 891
71 1 571
71 1 672
71 1 0
71 1 0
71 1 0
71 1 0
72 2 0
72 2 943
72 2 941
72 2 282
72 2 771
72 2 479
72 2 630
72 2 434
72 2 0
73 1 0
73 1 321
73 1 134
73 1 218
73 1 140
73 1 515
73 1 0
73 1 0
73 1 0
74 1 0
74 1 694
74 1 0
75 1 0
75 1 568
75 1 918
75 1 309
75 1 675
75 1 0
76 2 0
76 2 748
76 2 0
77 2 0
77 2 186
77 2 735
77 2 172
77 2 761
77 2 595
77 2 758
77 2 587
77 2 0
78 1 0
78 1 150
78 1 193
78 1 840
78 1 0
78 1 0
78 1 47
78 1 0
79 1 0
79 1 794
79 1 175
79 1 420
79 1 376
79 1 494
79 1 80
79 1 311
79 1 1003
79 1 0
79 1 1003
79 1 0
80 2 0
80 2 183
80 2 393
80 2 861
80 2 457
80 2 119
80 2 0
81 2 0
81 2 226
81 2 656
81 2 496
81 2 994
81 2 942
81 2 0
82 2 0
82 2 411
82 2 426
82 2 173
82 2 0
