total cost: 358424
1 2 0
1 2 553
1 2 288
1 2 767
1 2 0
1 2 0
1 2 307
1 2 793
1 2 0
1 2 0
1 2 141
1 2 0
2 1 0
2 1 220
2 1 802
2 1 577
2 1 254
2 1 0
2 1 0
2 1 180
2 1 257
2 1 932
2 1 0
3 2 0
3 2 616
3 2 161
3 2 652
3 2 0
3 2 0
3 2 0
4 1 0
4 1 954
4 1 654
4 1 520
4 1 0
5 1 0
5 1 463
5 1 539
5 1 459
5 1 693
5 1 454
5 1 0
5 1 0
5 1 790
5 1 0
5 1 0
5 1 0
6 2 0
6 2 408
6 2 801
6 2 754
6 2 593
6 2 475
6 2 510
6 2 356
6 2 0
7 1 0
7 1 645
7 1 865
7 1 189
7 1 442
7 1 92
7 1 0
7 1 0
7 1 612
7 1 0
8 2 0
8 2 605
8 2 974
8 2 401
8 2 229
8 2 0
9 1 0
9 1 57
9 1 281
9 1 843
9 1 170
9 1 749
9 1 689
9 1 525
9 1 476
9 1 0
9 1 0
9 1 0
10 1 0
10 1 856
10 1 4
10 1 501
10 1 250
10 1 911
10 1 468
10 1 700
10 1 0
10 1 0
10 1 230
10 1 0
11 2 0
11 2 354
11 2 154
11 2 0
11 2 0
11 2 319
11 2 8
11 2 0
12 1 0
12 1 164
12 1 717
12 1 532
12 1 423
12 1 0
13 1 0
13 1 37
13 1 389
13 1 855
13 1 808
13 1 512
13 1 397
13 1 212
13 1 0
14 2 0
14 2 124
14 2 919
14 2 799
14 2 148
14 2 0
15 1 0
15 1 462
15 1 813
15 1 478
15 1 0
15 1 0
15 1 591
15 1 504
15 1 0
16 1 0
16 1 947
16 1 716
16 1 400
16 1 380
16 1 798
16 1 641
16 1 0
16 1 0
16 1 535
16 1 0
17 2 0
17 2 763
17 2 831
17 2 602
17 2 284
17 2 759
17 2 0
17 2 0
17 2 561
17 2 0
18 2 0
18 2 710
18 2 440
18 2 216
18 2 650
18 2 95
18 2 323
18 2 178
18 2 0
19 2 0
19 2 544
19 2 64
19 2 304
19 2 205
19 2 114
19 2 0
20 1 0
20 1 391
20 1 94
20 1 732
20 1 600
20 1 0
20 1 0
20 1 0
21 2 0
21 2 714
21 2 248
21 2 0
22 1 0
22 1 841
22 1 7
22 1 101
22 1 543
22 1 437
22 1 992
22 1 923
22 1 0
22 1 0
22 1 0
23 1 0
23 1 570
23 1 975
23 1 810
23 1 276
23 1 0
23 1 0
23 1 0
24 2 0
24 2 565
24 2 871
24 2 850
24 2 58
24 2 237
24 2 0
24 2 0
24 2 283
24 2 590
24 2 269
24 2 0
25 1 0
25 1 899
25 1 826
25 1 922
25 1 531
25 1 217
25 1 0
25 1 0
25 1 352
25 1 742
25 1 0
26 2 0
26 2 428
26 2 820
26 2 128
26 2 741
26 2 0
26 2 0
26 2 43
26 2 0
27 1 0
27 1 473
27 1 738
27 1 609
27 1 863
27 1 0
27 1 0
27 1 107
27 1 0
28 1 0
28 1 291
28 1 866
28 1 721
28 1 967
28 1 678
28 1 508
28 1 0
29 2 0
29 2 682
29 2 338
29 2 939
29 2 36
29 2 264
29 2 63
29 2 807
29 2 0
30 1 0
30 1 816
30 1 113
30 1 910
30 1 868
30 1 0
30 1 0
30 1 99
30 1 550
30 1 784
30 1 964
30 1 0
31 2 0
31 2 158
31 2 541
31 2 204
31 2 563
31 2 940
31 2 314
31 2 125
31 2 259
31 2 0
31 2 0
31 2 0
32 1 0
32 1 54
32 1 925
32 1 9
32 1 324
32 1 648
32 1 0
32 1 0
32 1 293
32 1 0
33 2 0
33 2 907
33 2 349
33 2 0
33 2 0
33 2 279
33 2 785
33 2 472
33 2 679
33 2 0
34 2 0
34 2 17
34 2 715
34 2 902
34 2 418
34 2 84
34 2 885
34 2 398
34 2 208
34 2 0
35 1 0
35 1 529
35 1 603
35 1 796
35 1 0
36 1 0
36 1 14
36 1 538
36 1 446
36 1 495
36 1 949
36 1 692
36 1 852
36 1 0
37 2 0
37 2 846
37 2 335
37 2 608
37 2 513
37 2 0
37 2 0
37 2 0
38 1 0
38 1 441
38 1 580
38 1 232
38 1 676
38 1 969
38 1 803
38 1 66
38 1 0
38 1 0
38 1 0
38 1 0
39 1 0
39 1 606
39 1 955
39 1 542
39 1 707
39 1 246
39 1 40
39 1 360
39 1 990
39 1 223
39 1 0
39 1 0
39 1 0
40 1 0
40 1 524
40 1 351
40 1 0
40 1 0
40 1 171
40 1 477
40 1 0
41 1 0
41 1 153
41 1 394
41 1 329
41 1 934
41 1 207
41 1 168
41 1 0
41 1 0
41 1 0
42 2 0
42 2 666
42 2 644
42 2 447
42 2 545
42 2 929
42 2 23
42 2 0
43 1 0
43 1 489
43 1 783
43 1 470
43 1 897
43 1 345
43 1 880
43 1 0
44 2 0
44 2 133
44 2 815
44 2 200
44 2 0
45 1 0
45 1 106
45 1 93
45 1 136
45 1 41
45 1 191
45 1 0
46 1 0
46 1 837
46 1 909
46 1 0
47 1 0
47 1 945
47 1 791
47 1 0
48 1 0
48 1 456
48 1 102
48 1 610
48 1 574
48 1 419
48 1 621
48 1 0
48 1 0
48 1 0
49 1 0
49 1 255
49 1 647
49 1 611
49 1 980
49 1 86
49 1 0
49 1 0
49 1 0
50 1 0
50 1 921
50 1 876
50 1 753
50 1 0
51 2 0
51 2 45
51 2 809
51 2 430
51 2 334
51 2 755
51 2 800
51 2 493
51 2 778
51 2 0
51 2 0
51 2 0
52 2 0
52 2 336
52 2 369
52 2 854
52 2 426
52 2 0
52 2 0
52 2 677
52 2 0
53 1 0
53 1 817
53 1 157
53 1 199
53 1 410
53 1 0
53 1 0
53 1 163
53 1 906
53 1 0
54 2 0
54 2 518
54 2 497
54 2 404
54 2 247
54 2 0
54 2 0
54 2 435
54 2 835
54 2 0
55 2 0
55 2 266
55 2 562
55 2 664
55 2 752
55 2 0
55 2 0
55 2 455
55 2 0
55 2 0
55 2 0
56 2 0
56 2 806
56 2 814
56 2 694
56 2 844
56 2 0
57 1 0
57 1 436
57 1 970
57 1 0
58 1 0
58 1 576
58 1 724
58 1 74
58 1 0
59 2 0
59 2 399
59 2 680
59 2 873
59 2 438
59 2 481
59 2 0
59 2 0
59 2 0
60 1 0
60 1 292
60 1 38
60 1 0
60 1 0
60 1 0
61 1 0
61 1 699
61 1 646
61 1 392
61 1 30
61 1 628
61 1 937
61 1 0
61 1 0
61 1 0
62 1 0
62 1 340
62 1 781
62 1 188
62 1 425
62 1 776
62 1 668
62 1 0
62 1 0
62 1 0
63 1 0
63 1 290
63 1 0
63 1 0
63 1 130
63 1 0
64 1 0
64 1 996
64 1 697
64 1 870
64 1 81
64 1 289
64 1 211
64 1 0
65 2 0
65 2 989
65 2 751
65 2 673
65 2 485
65 2 226
65 2 0
65 2 0
65 2 166
65 2 11
65 2 27
65 2 0
66 1 0
66 1 160
66 1 233
66 1 686
66 1 183
66 1 490
66 1 471
66 1 0
67 2 0
67 2 275
67 2 310
67 2 973
67 2 118
67 2 0
67 2 0
67 2 0
68 1 0
68 1 151
68 1 965
68 1 971
68 1 734
68 1 480
68 1 0
69 1 0
69 1 181
69 1 417
69 1 918
69 1 309
69 1 0
69 1 0
69 1 0
70 1 0
70 1 511
70 1 777
70 1 79
70 1 663
70 1 0
70 1 0
70 1 47
70 1 0
71 2 0
71 2 943
71 2 941
71 2 685
71 2 936
71 2 581
71 2 509
71 2 630
71 2 0
72 1 0
72 1 321
72 1 134
72 1 177
72 1 701
72 1 80
72 1 494
72 1 0
72 1 0
73 1 0
73 1 748
73 1 479
73 1 434
73 1 0
74 2 0
74 2 186
74 2 484
74 2 172
74 2 761
74 2 595
74 2 758
74 2 587
74 2 0
75 1 0
75 1 756
75 1 794
75 1 175
75 1 376
75 1 601
75 1 140
75 1 515
75 1 0
75 1 0
75 1 0
75 1 0
76 1 0
76 1 150
76 1 944
76 1 669
76 1 857
76 1 0
77 2 0
77 2 193
77 2 840
77 2 0
77 2 0
77 2 568
77 2 675
77 2 0
78 1 0
78 1 328
78 1 771
78 1 492
78 1 413
78 1 0
78 1 0
78 1 0
79 2 0
79 2 411
79 2 642
