total cost: 340950
1 2 0
1 2 553
1 2 288
1 2 767
1 2 0
1 2 0
1 2 307
1 2 793
1 2 0
1 2 0
1 2 141
1 2 0
2 1 0
2 1 220
2 1 802
2 1 577
2 1 254
2 1 0
2 1 0
2 1 616
2 1 180
2 1 257
2 1 932
2 1 0
2 1 0
2 1 0
3 2 0
3 2 463
3 2 539
3 2 462
3 2 693
3 2 154
3 2 0
3 2 0
3 2 790
3 2 230
3 2 0
4 2 0
4 2 408
4 2 947
4 2 974
4 2 716
4 2 525
4 2 476
4 2 0
5 1 0
5 1 645
5 1 442
5 1 189
5 1 0
5 1 0
5 1 654
5 1 520
5 1 652
5 1 504
5 1 0
6 2 0
6 2 605
6 2 754
6 2 593
6 2 602
6 2 284
6 2 171
6 2 742
6 2 0
7 1 0
7 1 57
7 1 865
7 1 428
7 1 489
7 1 710
7 1 717
7 1 532
7 1 0
7 1 0
7 1 0
8 2 0
8 2 801
8 2 459
8 2 454
8 2 37
8 2 283
8 2 590
8 2 269
8 2 0
9 2 0
9 2 856
9 2 4
9 2 843
9 2 423
9 2 170
9 2 749
9 2 689
9 2 8
9 2 0
10 1 0
10 1 281
10 1 391
10 1 544
10 1 798
10 1 380
10 1 0
10 1 0
10 1 0
11 1 0
11 1 354
11 1 954
11 1 440
11 1 216
11 1 732
11 1 600
11 1 0
11 1 0
11 1 0
12 2 0
12 2 319
12 2 164
12 2 92
12 2 161
12 2 401
12 2 229
12 2 0
13 1 0
13 1 124
13 1 919
13 1 475
13 1 799
13 1 0
14 2 0
14 2 813
14 2 473
14 2 738
14 2 863
14 2 609
14 2 293
14 2 0
14 2 0
14 2 535
14 2 0
15 2 0
15 2 763
15 2 831
15 2 501
15 2 911
15 2 826
15 2 468
15 2 700
15 2 783
15 2 477
15 2 0
16 1 0
16 1 478
16 1 975
16 1 759
16 1 0
16 1 0
16 1 714
16 1 807
16 1 0
17 1 0
17 1 612
17 1 591
17 1 0
18 2 0
18 2 841
18 2 7
18 2 101
18 2 543
18 2 437
18 2 992
18 2 923
18 2 436
18 2 0
18 2 0
18 2 0
19 1 0
19 1 570
19 1 510
19 1 0
19 1 0
19 1 356
19 1 0
20 2 0
20 2 565
20 2 871
20 2 850
20 2 58
20 2 237
20 2 0
20 2 0
20 2 561
20 2 304
20 2 205
20 2 114
20 2 0
21 2 0
21 2 250
21 2 899
21 2 400
21 2 922
21 2 531
21 2 217
21 2 470
21 2 897
21 2 345
21 2 0
21 2 0
21 2 0
22 1 0
22 1 682
22 1 338
22 1 939
22 1 791
22 1 964
22 1 940
22 1 314
22 1 125
22 1 0
23 2 0
23 2 291
23 2 542
23 2 707
23 2 246
23 2 40
23 2 815
23 2 360
23 2 990
23 2 0
23 2 0
23 2 0
24 1 0
24 1 846
24 1 335
24 1 0
24 1 0
24 1 641
24 1 508
24 1 0
25 1 0
25 1 820
25 1 128
25 1 741
25 1 0
25 1 0
25 1 107
25 1 0
26 1 0
26 1 866
26 1 9
26 1 324
26 1 648
26 1 752
26 1 664
26 1 0
26 1 0
26 1 0
27 2 0
27 2 264
27 2 910
27 2 524
27 2 63
27 2 550
27 2 810
27 2 784
27 2 0
28 1 0
28 1 816
28 1 113
28 1 868
28 1 907
28 1 0
28 1 0
28 1 64
28 1 967
28 1 678
28 1 0
29 1 0
29 1 158
29 1 541
29 1 36
29 1 204
29 1 563
29 1 945
29 1 880
29 1 259
29 1 0
29 1 0
29 1 0
30 1 0
30 1 54
30 1 925
30 1 418
30 1 902
30 1 84
30 1 323
30 1 709
30 1 885
30 1 178
30 1 0
31 1 0
31 1 14
31 1 580
31 1 538
31 1 446
31 1 495
31 1 397
31 1 512
31 1 212
31 1 692
31 1 0
31 1 0
31 1 0
32 2 0
32 2 389
32 2 666
32 2 441
32 2 855
32 2 232
32 2 808
32 2 676
32 2 852
32 2 0
33 1 0
33 1 721
33 1 0
34 1 0
34 1 279
34 1 99
34 1 785
34 1 0
34 1 0
34 1 148
34 1 0
35 2 0
35 2 529
35 2 796
35 2 644
35 2 608
35 2 0
35 2 0
35 2 352
35 2 0
36 2 0
36 2 606
36 2 955
36 2 562
36 2 266
36 2 399
36 2 680
36 2 873
36 2 844
36 2 438
36 2 0
37 2 0
37 2 153
37 2 394
37 2 329
37 2 934
37 2 207
37 2 168
37 2 71
37 2 661
37 2 0
37 2 0
37 2 276
37 2 0
38 2 0
38 2 349
38 2 513
38 2 472
38 2 0
38 2 0
38 2 0
39 1 0
39 1 715
39 1 511
39 1 425
39 1 776
39 1 668
39 1 0
39 1 0
39 1 0
40 1 0
40 1 603
40 1 447
40 1 705
40 1 929
40 1 0
40 1 0
40 1 0
41 1 0
41 1 17
41 1 188
41 1 781
41 1 79
41 1 0
41 1 0
41 1 949
41 1 906
41 1 545
41 1 0
42 1 0
42 1 133
42 1 106
42 1 93
42 1 136
42 1 41
42 1 191
42 1 0
43 2 0
43 2 837
43 2 909
43 2 0
44 2 0
44 2 677
44 2 181
44 2 135
44 2 289
44 2 0
45 2 0
45 2 650
45 2 208
45 2 0
46 2 0
46 2 456
46 2 102
46 2 610
46 2 574
46 2 419
46 2 621
46 2 944
46 2 669
46 2 0
46 2 0
46 2 0
47 1 0
47 1 255
47 1 647
47 1 611
47 1 455
47 1 0
47 1 0
47 1 0
48 1 0
48 1 921
48 1 351
48 1 0
48 1 0
48 1 248
48 1 576
48 1 0
49 2 0
49 2 45
49 2 809
49 2 430
49 2 334
49 2 755
49 2 800
49 2 778
49 2 0
49 2 0
49 2 679
49 2 0
50 1 0
50 1 336
50 1 369
50 1 854
50 1 0
50 1 0
50 1 163
50 1 753
50 1 0
51 1 0
51 1 817
51 1 751
51 1 0
51 1 0
51 1 435
51 1 160
51 1 835
51 1 490
51 1 471
51 1 0
52 2 0
52 2 518
52 2 497
52 2 404
52 2 247
52 2 0
52 2 0
52 2 130
52 2 0
52 2 0
52 2 0
53 2 0
53 2 806
53 2 814
53 2 977
53 2 396
53 2 694
53 2 223
53 2 200
53 2 0
54 1 0
54 1 980
54 1 724
54 1 0
55 1 0
55 1 199
55 1 410
55 1 290
55 1 0
55 1 0
55 1 95
55 1 80
55 1 494
55 1 0
56 2 0
56 2 969
56 2 803
56 2 44
56 2 516
56 2 0
57 2 0
57 2 292
57 2 586
57 2 38
57 2 757
57 2 398
57 2 0
58 2 0
58 2 699
58 2 646
58 2 697
58 2 366
58 2 85
58 2 0
58 2 0
58 2 94
58 2 0
59 2 0
59 2 340
59 2 756
59 2 134
59 2 175
59 2 376
59 2 601
59 2 140
59 2 515
59 2 0
59 2 0
59 2 0
60 2 0
60 2 392
60 2 30
60 2 628
60 2 735
60 2 172
60 2 761
60 2 758
60 2 0
60 2 0
60 2 0
61 1 0
61 1 989
61 1 233
61 1 794
61 1 874
61 1 0
61 1 0
61 1 876
61 1 0
62 1 0
62 1 996
62 1 870
62 1 0
62 1 0
62 1 970
62 1 27
62 1 434
62 1 0
63 1 0
63 1 275
63 1 310
63 1 973
63 1 0
63 1 0
63 1 166
63 1 11
63 1 0
64 1 0
64 1 151
64 1 485
64 1 965
64 1 971
64 1 734
64 1 480
64 1 0
65 1 0
65 1 568
65 1 918
65 1 309
65 1 0
65 1 0
65 1 0
66 1 0
66 1 673
66 1 157
66 1 887
66 1 118
66 1 656
66 1 936
66 1 581
66 1 509
66 1 630
66 1 0
66 1 0
67 2 0
67 2 686
67 2 321
67 2 0
67 2 0
67 2 86
67 2 779
67 2 0
67 2 0
67 2 0
68 1 0
68 1 943
68 1 941
68 1 771
68 1 492
68 1 0
68 1 0
68 1 748
68 1 481
68 1 0
68 1 0
68 1 0
69 2 0
69 2 186
69 2 484
69 2 937
69 2 211
69 2 0
70 2 0
70 2 150
70 2 193
70 2 840
70 2 0
70 2 0
70 2 74
70 2 0
70 2 0
70 2 0
71 1 0
71 1 328
71 1 938
71 1 997
71 1 493
71 1 97
71 1 465
71 1 0
71 1 0
71 1 0
71 1 0
72 2 0
72 2 183
72 2 177
72 2 701
72 2 847
72 2 287
72 2 0
72 2 0
72 2 0
73 1 0
