total cost: 342384
1 2 0
1 2 553
1 2 288
1 2 767
1 2 0
1 2 0
1 2 307
1 2 793
1 2 0
1 2 0
1 2 141
1 2 0
2 1 0
2 1 220
2 1 802
2 1 577
2 1 254
2 1 0
2 1 0
2 1 180
2 1 257
2 1 932
2 1 0
3 2 0
3 2 616
3 2 161
3 2 652
3 2 0
3 2 0
3 2 0
4 1 0
4 1 954
4 1 654
4 1 520
4 1 0
5 1 0
5 1 463
5 1 539
5 1 459
5 1 693
5 1 454
5 1 0
5 1 0
5 1 790
5 1 0
5 1 0
5 1 0
6 2 0
6 2 408
6 2 801
6 2 754
6 2 593
6 2 475
6 2 510
6 2 356
6 2 0
7 2 0
7 2 645
7 2 865
7 2 189
7 2 442
7 2 92
7 2 710
7 2 717
7 2 0
7 2 0
7 2 0
8 1 0
8 1 605
8 1 974
8 1 401
8 1 229
8 1 0
9 2 0
9 2 57
9 2 843
9 2 170
9 2 749
9 2 689
9 2 525
9 2 476
9 2 0
10 2 0
10 2 281
10 2 423
10 2 532
10 2 544
10 2 798
10 2 380
10 2 0
11 2 0
11 2 856
11 2 4
11 2 501
11 2 250
11 2 911
11 2 468
11 2 700
11 2 783
11 2 477
11 2 0
12 2 0
12 2 354
12 2 37
12 2 154
12 2 0
12 2 0
12 2 230
12 2 535
12 2 0
13 2 0
13 2 319
13 2 716
13 2 0
14 2 0
14 2 164
14 2 391
14 2 440
14 2 216
14 2 650
14 2 0
15 1 0
15 1 124
15 1 919
15 1 799
15 1 148
15 1 0
16 1 0
16 1 462
16 1 813
16 1 478
16 1 0
16 1 0
16 1 612
16 1 8
16 1 0
17 2 0
17 2 947
17 2 602
17 2 284
17 2 171
17 2 742
17 2 0
18 2 0
18 2 763
18 2 899
18 2 826
18 2 922
18 2 531
18 2 217
18 2 470
18 2 897
18 2 0
18 2 0
18 2 504
18 2 0
19 2 0
19 2 283
19 2 590
19 2 269
19 2 0
20 2 0
20 2 714
20 2 248
20 2 0
21 1 0
21 1 841
21 1 64
21 1 304
21 1 205
21 1 114
21 1 0
22 2 0
22 2 570
22 2 975
22 2 759
22 2 0
23 1 0
23 1 400
23 1 101
23 1 7
23 1 543
23 1 437
23 1 992
23 1 923
23 1 0
23 1 0
23 1 0
24 2 0
24 2 831
24 2 237
24 2 58
24 2 850
24 2 0
24 2 0
24 2 591
24 2 0
25 2 0
25 2 565
25 2 871
25 2 541
25 2 158
25 2 338
25 2 791
25 2 945
25 2 191
25 2 259
25 2 0
25 2 0
25 2 0
26 1 0
26 1 428
26 1 820
26 1 54
26 1 732
26 1 600
26 1 0
26 1 0
26 1 0
27 1 0
27 1 489
27 1 741
27 1 107
27 1 0
28 2 0
28 2 682
28 2 939
28 2 36
28 2 264
28 2 99
28 2 807
28 2 0
29 2 0
29 2 291
29 2 866
29 2 128
29 2 9
29 2 721
29 2 967
29 2 678
29 2 508
29 2 0
30 1 0
30 1 846
30 1 473
30 1 293
30 1 0
31 1 0
31 1 641
31 1 677
31 1 964
31 1 314
31 1 0
32 1 0
32 1 63
32 1 910
32 1 524
32 1 279
32 1 785
32 1 0
32 1 0
32 1 0
33 1 0
33 1 816
33 1 863
33 1 868
33 1 609
33 1 0
33 1 0
33 1 561
33 1 810
33 1 784
33 1 0
34 2 0
34 2 389
34 2 580
34 2 441
34 2 855
34 2 232
34 2 808
34 2 512
34 2 397
34 2 212
34 2 0
35 2 0
35 2 113
35 2 529
35 2 738
35 2 907
35 2 349
35 2 0
35 2 0
35 2 352
35 2 0
36 2 0
36 2 17
36 2 925
36 2 418
36 2 902
36 2 84
36 2 885
36 2 323
36 2 178
36 2 0
37 2 0
37 2 14
37 2 538
37 2 446
37 2 495
37 2 949
37 2 852
37 2 692
37 2 0
38 2 0
38 2 606
38 2 955
38 2 542
38 2 707
38 2 246
38 2 40
38 2 360
38 2 990
38 2 223
38 2 844
38 2 0
39 1 0
39 1 106
39 1 815
39 1 200
39 1 345
39 1 880
39 1 0
40 2 0
40 2 335
40 2 608
40 2 513
40 2 906
40 2 47
40 2 472
40 2 0
40 2 0
40 2 0
41 2 0
41 2 153
41 2 394
41 2 666
41 2 207
41 2 676
41 2 168
41 2 803
41 2 0
41 2 0
41 2 276
41 2 0
42 1 0
42 1 603
42 1 796
42 1 644
42 1 447
42 1 705
42 1 0
42 1 0
42 1 0
43 2 0
43 2 715
43 2 511
43 2 425
43 2 776
43 2 668
43 2 0
44 1 0
44 1 133
44 1 436
44 1 970
44 1 0
44 1 0
44 1 0
45 2 0
45 2 837
45 2 909
45 2 0
46 1 0
46 1 550
46 1 0
47 2 0
47 2 204
47 2 563
47 2 940
47 2 181
47 2 125
47 2 0
48 1 0
48 1 163
48 1 679
48 1 0
49 2 0
49 2 456
49 2 102
49 2 351
49 2 921
49 2 0
49 2 0
49 2 130
49 2 576
49 2 0
50 2 0
50 2 45
50 2 809
50 2 814
50 2 430
50 2 977
50 2 396
50 2 438
50 2 481
50 2 0
50 2 0
50 2 0
51 1 0
51 1 336
51 1 369
51 1 854
51 1 0
51 1 0
51 1 255
51 1 980
51 1 74
51 1 724
51 1 0
52 1 0
52 1 817
52 1 157
52 1 199
52 1 324
52 1 0
52 1 0
52 1 94
52 1 0
53 1 0
53 1 806
53 1 873
53 1 694
53 1 136
53 1 918
53 1 0
54 2 0
54 2 518
54 2 497
54 2 404
54 2 642
54 2 0
54 2 0
54 2 435
54 2 835
54 2 0
55 1 0
55 1 266
55 1 562
55 1 664
55 1 410
55 1 0
55 1 0
55 1 95
55 1 398
55 1 208
55 1 0
56 2 0
56 2 611
56 2 647
56 2 455
56 2 0
56 2 0
56 2 86
56 2 0
57 2 0
57 2 752
57 2 310
57 2 748
57 2 166
57 2 11
57 2 27
57 2 0
57 2 0
57 2 0
58 1 0
58 1 93
58 1 417
58 1 675
58 1 135
58 1 289
58 1 0
59 2 0
59 2 399
59 2 275
59 2 680
59 2 581
59 2 936
59 2 630
59 2 0
60 2 0
60 2 969
60 2 44
60 2 516
60 2 0
61 1 0
61 1 648
61 1 290
61 1 0
61 1 0
61 1 43
61 1 0
62 2 0
62 2 699
62 2 646
62 2 392
62 2 366
62 2 0
62 2 0
62 2 292
62 2 38
62 2 0
63 1 0
63 1 340
63 1 781
63 1 188
63 1 709
63 1 757
63 1 0
63 1 0
63 1 0
64 1 0
64 1 989
64 1 751
64 1 673
64 1 485
64 1 0
64 1 0
64 1 876
64 1 753
64 1 0
65 2 0
65 2 996
65 2 697
65 2 870
65 2 272
65 2 0
65 2 0
65 2 160
65 2 0
66 2 0
66 2 151
66 2 965
66 2 971
66 2 734
66 2 480
66 2 0
67 1 0
67 1 686
67 1 321
67 1 701
67 1 183
67 1 490
67 1 471
67 1 0
67 1 0
67 1 0
68 2 0
68 2 943
68 2 941
68 2 973
68 2 0
68 2 0
68 2 41
68 2 0
69 1 0
69 1 233
69 1 134
69 1 175
69 1 420
69 1 376
69 1 601
69 1 140
69 1 515
69 1 0
69 1 0
69 1 0
69 1 0
70 1 0
70 1 186
70 1 628
70 1 937
70 1 211
70 1 0
71 2 0
71 2 756
71 2 794
71 2 874
71 2 655
71 2 0
71 2 0
71 2 568
71 2 0
72 2 0
72 2 193
72 2 426
72 2 0
72 2 0
72 2 33
72 2 779
72 2 309
72 2 0
73 1 0
73 1 328
73 1 771
73 1 492
73 1 413
73 1 0
73 1 0
73 1 0
74 1 0
74 1 226
74 1 887
74 1 118
74 1 656
74 1 509
74 1 479
74 1 434
74 1 0
74 1 0
74 1 0
75 1 0
75 1 411
75 1 574
75 1 419
75 1 976
75 1 0
75 1 0
75 1 960
75 1 24
75 1 0
76 1 0
76 1 610
76 1 746
76 1 894
76 1 25
76 1 172
76 1 761
76 1 595
76 1 0
76 1 0
76 1 0
76 1 0
77 1 0
77 1 930
77 1 755
77 1 938
77 1 800
77 1 778
77 1 493
77 1 0
77 1 0
77 1 0
78 1 0
78 1 934
78 1 453
78 1 78
78 1 88
78 1 71
78 1 661
78 1 0
78 1 0
78 1 0
79 2 0
79 2 18
79 2 891
79 2 341
79 2 685
