total cost: 337188
1 2 0
1 2 553
1 2 288
1 2 767
1 2 0
1 2 0
1 2 307
1 2 793
1 2 0
1 2 0
1 2 141
1 2 0
2 1 0
2 1 220
2 1 802
2 1 577
2 1 254
2 1 0
2 1 0
2 1 180
2 1 257
2 1 932
2 1 0
3 2 0
3 2 616
3 2 161
3 2 652
3 2 0
3 2 0
3 2 0
4 2 0
4 2 954
4 2 654
4 2 520
4 2 0
5 2 0
5 2 463
5 2 539
5 2 459
5 2 693
5 2 454
5 2 0
5 2 0
5 2 790
5 2 0
5 2 0
5 2 0
6 2 0
6 2 408
6 2 801
6 2 754
6 2 593
6 2 475
6 2 510
6 2 356
6 2 0
7 1 0
7 1 645
7 1 865
7 1 189
7 1 442
7 1 92
7 1 0
7 1 0
7 1 612
7 1 0
8 1 0
8 1 605
8 1 974
8 1 401
8 1 229
8 1 0
9 1 0
9 1 57
9 1 281
9 1 843
9 1 170
9 1 749
9 1 689
9 1 525
9 1 476
9 1 0
9 1 0
9 1 0
10 2 0
10 2 856
10 2 4
10 2 501
10 2 250
10 2 911
10 2 468
10 2 700
10 2 783
10 2 477
10 2 0
11 1 0
11 1 354
11 1 0
12 1 0
12 1 319
12 1 716
12 1 0
13 1 0
13 1 124
13 1 919
13 1 799
13 1 148
13 1 0
14 2 0
14 2 164
14 2 717
14 2 532
14 2 423
14 2 0
15 2 0
15 2 37
15 2 154
15 2 0
15 2 0
15 2 591
15 2 504
15 2 0
16 1 0
16 1 462
16 1 813
16 1 478
16 1 0
16 1 0
16 1 8
16 1 561
16 1 535
16 1 0
17 1 0
17 1 763
17 1 831
17 1 602
17 1 284
17 1 759
17 1 0
17 1 0
17 1 230
17 1 0
18 1 0
18 1 947
18 1 899
18 1 826
18 1 380
18 1 798
18 1 641
18 1 0
18 1 0
18 1 0
19 1 0
19 1 710
19 1 440
19 1 216
19 1 650
19 1 95
19 1 323
19 1 178
19 1 0
20 1 0
20 1 544
20 1 64
20 1 304
20 1 205
20 1 114
20 1 0
21 2 0
21 2 391
21 2 94
21 2 732
21 2 600
21 2 0
22 2 0
22 2 714
22 2 248
22 2 0
23 2 0
23 2 841
23 2 7
23 2 101
23 2 922
23 2 217
23 2 470
23 2 897
23 2 345
23 2 880
23 2 0
24 2 0
24 2 570
24 2 975
24 2 810
24 2 276
24 2 0
24 2 0
24 2 0
25 1 0
25 1 400
25 1 682
25 1 338
25 1 237
25 1 0
25 1 0
25 1 283
25 1 590
25 1 269
25 1 0
26 2 0
26 2 565
26 2 871
26 2 850
26 2 58
26 2 36
26 2 264
26 2 99
26 2 63
26 2 807
26 2 0
27 2 0
27 2 428
27 2 820
27 2 128
27 2 741
27 2 0
27 2 0
27 2 352
27 2 742
27 2 0
28 2 0
28 2 473
28 2 738
28 2 609
28 2 863
28 2 349
28 2 0
28 2 0
28 2 107
28 2 0
29 1 0
29 1 291
29 1 543
29 1 437
29 1 992
29 1 923
29 1 0
29 1 0
29 1 0
30 2 0
30 2 866
30 2 721
30 2 967
30 2 678
30 2 508
30 2 0
31 1 0
31 1 816
31 1 113
31 1 910
31 1 868
31 1 335
31 1 293
31 1 163
31 1 0
32 1 0
32 1 939
32 1 791
32 1 945
32 1 191
32 1 259
32 1 125
32 1 0
33 2 0
33 2 158
33 2 541
33 2 204
33 2 563
33 2 964
33 2 940
33 2 314
33 2 0
34 2 0
34 2 54
34 2 925
34 2 9
34 2 324
34 2 648
34 2 290
34 2 0
34 2 0
34 2 0
35 2 0
35 2 14
35 2 580
35 2 232
35 2 538
35 2 495
35 2 397
35 2 212
35 2 512
35 2 0
36 1 0
36 1 389
36 1 666
36 1 446
36 1 949
36 1 692
36 1 852
36 1 0
37 2 0
37 2 855
37 2 846
37 2 0
38 1 0
38 1 907
38 1 796
38 1 0
39 2 0
39 2 17
39 2 715
39 2 902
39 2 418
39 2 84
39 2 885
39 2 398
39 2 208
39 2 0
40 1 0
40 1 489
40 1 292
40 1 38
40 1 0
40 1 0
40 1 0
41 2 0
41 2 529
41 2 603
41 2 608
41 2 447
41 2 545
41 2 0
41 2 0
41 2 0
42 1 0
42 1 524
42 1 279
42 1 255
42 1 647
42 1 980
42 1 74
42 1 724
42 1 0
43 2 0
43 2 606
43 2 955
43 2 542
43 2 707
43 2 246
43 2 40
43 2 360
43 2 990
43 2 223
43 2 844
43 2 0
44 2 0
44 2 441
44 2 207
44 2 676
44 2 168
44 2 803
44 2 516
44 2 66
44 2 0
45 1 0
45 1 153
45 1 394
45 1 453
45 1 88
45 1 0
45 1 0
45 1 808
45 1 969
45 1 44
45 1 0
46 2 0
46 2 531
46 2 45
46 2 806
46 2 814
46 2 93
46 2 136
46 2 41
46 2 0
47 2 0
47 2 106
47 2 815
47 2 200
47 2 694
47 2 0
48 1 0
48 1 133
48 1 664
48 1 752
48 1 151
48 1 970
48 1 436
48 1 0
49 2 0
49 2 785
49 2 472
49 2 513
49 2 906
49 2 0
50 1 0
50 1 837
50 1 909
50 1 0
51 2 0
51 2 677
51 2 181
51 2 0
52 2 0
52 2 171
52 2 784
52 2 86
52 2 0
53 1 0
53 1 456
53 1 102
53 1 610
53 1 574
53 1 419
53 1 621
53 1 0
53 1 0
53 1 0
54 2 0
54 2 921
54 2 351
54 2 455
54 2 0
54 2 0
54 2 0
55 2 0
55 2 336
55 2 369
55 2 854
55 2 426
55 2 0
55 2 0
55 2 679
55 2 576
55 2 0
55 2 0
55 2 0
56 2 0
56 2 817
56 2 157
56 2 199
56 2 410
56 2 485
56 2 965
56 2 971
56 2 960
56 2 24
56 2 0
57 2 0
57 2 435
57 2 686
57 2 160
57 2 183
57 2 835
57 2 490
57 2 471
57 2 0
58 2 0
58 2 518
58 2 497
58 2 404
58 2 247
58 2 0
58 2 0
58 2 550
58 2 0
59 1 0
59 1 266
59 1 562
59 1 275
59 1 310
59 1 748
59 1 166
59 1 27
59 1 0
59 1 0
59 1 0
60 2 0
60 2 611
60 2 130
60 2 0
60 2 0
60 2 0
61 1 0
61 1 399
61 1 680
61 1 396
61 1 977
61 1 438
61 1 481
61 1 0
61 1 0
61 1 0
62 1 0
62 1 809
62 1 430
62 1 334
62 1 938
62 1 755
62 1 800
62 1 0
62 1 0
62 1 47
62 1 0
63 2 0
63 2 699
63 2 646
63 2 392
63 2 30
63 2 628
63 2 937
63 2 289
63 2 135
63 2 0
63 2 0
63 2 0
64 2 0
64 2 340
64 2 781
64 2 188
64 2 425
64 2 776
64 2 668
64 2 0
65 1 0
65 1 989
65 1 751
65 1 673
65 1 0
65 1 0
65 1 876
65 1 753
65 1 929
65 1 0
66 1 0
66 1 996
66 1 870
66 1 797
66 1 81
66 1 0
66 1 0
66 1 873
66 1 581
66 1 936
66 1 630
66 1 0
67 2 0
67 2 644
67 2 329
67 2 991
67 2 78
67 2 71
67 2 383
67 2 0
67 2 0
67 2 11
67 2 0
68 1 0
68 1 511
68 1 777
68 1 79
68 1 663
68 1 0
68 1 0
68 1 43
68 1 0
69 1 0
69 1 943
69 1 18
69 1 887
69 1 0
69 1 0
69 1 568
69 1 918
69 1 309
69 1 0
69 1 0
69 1 0
70 1 0
70 1 233
70 1 134
70 1 175
70 1 420
70 1 376
70 1 601
70 1 140
70 1 515
70 1 0
70 1 0
70 1 0
70 1 0
71 1 0
71 1 321
71 1 861
71 1 393
71 1 457
71 1 734
71 1 0
71 1 0
71 1 0
72 2 0
72 2 756
72 2 177
72 2 701
72 2 218
72 2 80
72 2 709
72 2 0
73 2 0
73 2 186
73 2 735
73 2 172
73 2 761
73 2 595
73 2 758
73 2 587
73 2 0
74 2 0
74 2 794
74 2 458
74 2 332
74 2 613
74 2 536
74 2 0
75 1 0
75 1 193
75 1 840
75 1 705
75 1 0
75 1 0
75 1 0
76 2 0
76 2 328
76 2 771
76 2 492
76 2 413
76 2 0
76 2 0
76 2 718
76 2 0
76 2 0
76 2 0
77 2 0
77 2 226
77 2 973
77 2 118
77 2 0
77 2 0
77 2 0
78 2 0
78 2 411
78 2 642
78 2 190
78 2 832
78 2 857
78 2 669
78 2 0
79 2 0
