total cost: 346586
1 2 0
1 2 553
1 2 288
1 2 767
1 2 0
1 2 0
1 2 616
1 2 180
1 2 257
1 2 932
1 2 0
2 1 0
2 1 220
2 1 802
2 1 0
2 1 0
2 1 463
2 1 539
2 1 693
2 1 0
3 1 0
3 1 254
3 1 577
3 1 408
3 1 801
3 1 459
3 1 0
3 1 0
3 1 790
3 1 0
3 1 0
3 1 141
3 1 0
4 1 0
4 1 645
4 1 865
4 1 189
4 1 428
4 1 0
4 1 0
4 1 307
4 1 793
4 1 0
5 1 0
5 1 605
5 1 593
5 1 754
5 1 947
5 1 974
5 1 716
5 1 525
5 1 8
5 1 476
5 1 205
5 1 0
6 1 0
6 1 57
6 1 843
6 1 281
6 1 717
6 1 532
6 1 423
6 1 544
6 1 304
6 1 0
6 1 0
6 1 0
7 1 0
7 1 856
7 1 763
7 1 831
7 1 939
7 1 0
7 1 0
7 1 954
7 1 161
7 1 654
7 1 652
7 1 504
7 1 0
8 2 0
8 2 354
8 2 442
8 2 749
8 2 319
8 2 229
8 2 510
8 2 0
8 2 0
8 2 0
9 1 0
9 1 170
9 1 400
9 1 798
9 1 468
9 1 641
9 1 742
9 1 0
10 1 0
10 1 37
10 1 389
10 1 855
10 1 232
10 1 512
10 1 397
10 1 269
10 1 0
11 1 0
11 1 0
12 1 0
12 1 0
13 1 0
13 1 0
14 1 0
14 1 0
15 1 0
15 1 0
16 1 0
16 1 0
17 1 0
17 1 0
18 1 0
18 1 0
19 1 0
19 1 0
20 2 0
20 2 154
20 2 0
20 2 0
20 2 454
20 2 283
20 2 919
20 2 475
20 2 799
20 2 0
21 1 0
21 1 462
21 1 813
21 1 473
21 1 863
21 1 0
21 1 0
21 1 164
21 1 391
21 1 0
22 1 0
22 1 4
22 1 911
22 1 899
22 1 250
22 1 826
22 1 759
22 1 0
22 1 0
22 1 401
22 1 535
22 1 0
23 2 0
23 2 478
23 2 846
23 2 609
23 2 0
23 2 0
23 2 124
23 2 356
23 2 0
24 1 0
24 1 501
24 1 682
24 1 101
24 1 922
24 1 217
24 1 470
24 1 783
24 1 815
24 1 897
24 1 0
24 1 0
24 1 0
25 1 0
25 1 602
25 1 237
25 1 975
25 1 0
25 1 0
25 1 612
25 1 590
25 1 0
26 1 0
26 1 710
26 1 440
26 1 216
26 1 732
26 1 600
26 1 0
26 1 0
26 1 0
27 1 0
27 1 689
27 1 700
27 1 380
27 1 171
27 1 477
27 1 360
27 1 0
28 2 0
28 2 92
28 2 650
28 2 885
28 2 323
28 2 178
28 2 0
29 1 0
29 1 841
29 1 7
29 1 543
29 1 992
29 1 437
29 1 40
29 1 246
29 1 990
29 1 0
29 1 0
29 1 0
30 2 0
30 2 570
30 2 264
30 2 810
30 2 276
30 2 784
30 2 86
30 2 0
30 2 0
30 2 0
31 1 0
31 1 284
31 1 58
31 1 204
31 1 563
31 1 964
31 1 940
31 1 314
31 1 0
31 1 0
31 1 0
32 1 0
32 1 565
32 1 850
32 1 871
32 1 910
32 1 36
32 1 524
32 1 0
32 1 0
32 1 591
32 1 520
32 1 0
33 1 0
33 1 489
33 1 741
33 1 107
33 1 967
33 1 0
33 1 0
33 1 0
34 1 0
34 1 291
34 1 542
34 1 266
34 1 399
34 1 680
34 1 873
34 1 844
34 1 0
34 1 0
34 1 0
35 1 0
35 1 820
35 1 925
35 1 9
35 1 324
35 1 0
35 1 0
35 1 714
35 1 807
35 1 293
35 1 0
35 1 0
35 1 0
36 2 0
36 2 128
36 2 866
36 2 54
36 2 418
36 2 84
36 2 709
36 2 776
36 2 668
36 2 0
36 2 0
36 2 0
37 1 0
37 1 816
37 1 113
37 1 868
37 1 907
37 1 0
37 1 0
37 1 63
37 1 99
37 1 785
37 1 0
37 1 0
37 1 0
38 2 0
38 2 158
38 2 541
38 2 338
38 2 531
38 2 106
38 2 345
38 2 880
38 2 259
38 2 0
38 2 0
38 2 0
39 2 0
39 2 14
39 2 538
39 2 446
39 2 580
39 2 808
39 2 495
39 2 852
39 2 692
39 2 212
39 2 0
40 2 0
40 2 738
40 2 796
40 2 644
40 2 608
40 2 0
40 2 0
40 2 561
40 2 678
40 2 508
40 2 0
41 1 0
41 1 721
41 1 923
41 1 970
41 1 0
41 1 0
41 1 0
42 1 0
42 1 17
42 1 188
42 1 781
42 1 177
42 1 686
42 1 0
42 1 0
42 1 230
42 1 114
42 1 0
43 1 0
43 1 529
43 1 603
43 1 349
43 1 335
43 1 447
43 1 0
43 1 0
43 1 248
43 1 472
43 1 0
44 1 0
44 1 606
44 1 955
44 1 562
44 1 752
44 1 410
44 1 664
44 1 0
44 1 0
44 1 949
44 1 0
45 2 0
45 2 153
45 2 394
45 2 329
45 2 934
45 2 207
45 2 168
45 2 676
45 2 969
45 2 0
45 2 0
45 2 0
46 2 0
46 2 715
46 2 511
46 2 902
46 2 425
46 2 79
46 2 586
46 2 208
46 2 398
46 2 0
47 1 0
47 1 666
47 1 441
47 1 803
47 1 44
47 1 383
47 1 0
47 1 0
47 1 0
48 1 0
48 1 133
48 1 806
48 1 93
48 1 945
48 1 791
48 1 191
48 1 125
48 1 0
49 1 0
49 1 279
49 1 921
49 1 876
49 1 753
49 1 929
49 1 0
49 1 0
49 1 0
50 1 0
50 1 64
50 1 436
50 1 748
50 1 581
50 1 509
50 1 0
51 1 0
51 1 837
51 1 909
51 1 971
51 1 965
51 1 0
52 2 0
52 2 707
52 2 275
52 2 438
52 2 481
52 2 936
52 2 630
52 2 0
52 2 0
52 2 0
53 1 0
53 1 456
53 1 996
53 1 699
53 1 392
53 1 677
53 1 181
53 1 918
53 1 0
53 1 0
53 1 0
53 1 0
54 1 0
54 1 45
54 1 809
54 1 930
54 1 771
54 1 492
54 1 977
54 1 396
54 1 0
54 1 0
54 1 148
54 1 906
54 1 0
55 1 0
55 1 336
55 1 102
55 1 0
55 1 0
55 1 255
55 1 647
55 1 724
55 1 0
56 1 0
56 1 817
56 1 751
56 1 0
56 1 0
56 1 435
56 1 160
56 1 835
56 1 490
56 1 471
56 1 0
56 1 0
56 1 0
57 1 0
57 1 351
57 1 150
57 1 944
57 1 0
57 1 0
57 1 0
58 2 0
58 2 513
58 2 545
58 2 23
58 2 0
59 1 0
59 1 518
59 1 497
59 1 610
59 1 894
59 1 25
59 1 726
59 1 758
59 1 0
59 1 0
59 1 0
59 1 0
60 1 0
60 1 611
60 1 455
60 1 980
60 1 289
60 1 0
60 1 0
60 1 0
61 1 0
61 1 679
61 1 604
61 1 0
62 1 0
62 1 576
62 1 0
63 1 0
63 1 550
63 1 74
63 1 0
64 1 0
64 1 369
64 1 695
64 1 0
65 1 0
65 1 199
65 1 157
65 1 485
65 1 290
65 1 0
65 1 0
65 1 352
65 1 200
65 1 0
66 1 0
66 1 648
66 1 861
66 1 393
66 1 457
66 1 734
66 1 480
66 1 0
66 1 0
66 1 0
67 2 0
67 2 292
67 2 494
67 2 80
67 2 311
67 2 0
68 1 0
68 1 340
68 1 233
68 1 0
68 1 0
68 1 41
68 1 417
68 1 779
68 1 0
68 1 0
68 1 0
69 1 0
69 1 646
69 1 334
69 1 938
69 1 755
69 1 0
69 1 0
69 1 163
69 1 47
69 1 516
69 1 0
70 1 0
70 1 989
70 1 458
70 1 622
70 1 0
70 1 0
70 1 151
70 1 973
70 1 0
70 1 0
70 1 0
71 1 0
71 1 814
71 1 430
71 1 85
71 1 800
71 1 881
71 1 309
71 1 0
71 1 0
71 1 0
72 2 0
72 2 136
72 2 877
72 2 675
72 2 135
72 2 0
73 1 0
73 1 568
73 1 0
74 2 0
74 2 673
74 2 887
74 2 341
74 2 571
74 2 883
74 2 942
74 2 0
74 2 0
74 2 0
75 1 0
75 1 943
75 1 941
75 1 310
75 1 685
75 1 0
75 1 0
75 1 223
75 1 694
75 1 166
75 1 0
76 1 0
76 1 321
76 1 134
76 1 376
76 1 601
76 1 515
76 1 0
76 1 0
76 1 0
77 2 0
77 2 756
77 2 794
77 2 420
77 2 175
77 2 701
77 2 218
77 2 140
77 2 847
77 2 0
77 2 0
77 2 0
77 2 0
78 2 0
