total cost: 342583
1 1 0
1 1 553
1 1 288
1 1 767
1 1 0
1 1 0
1 1 616
1 1 180
1 1 257
1 1 932
1 1 0
1 1 0
1 1 0
2 1 0
2 1 220
2 1 802
2 1 0
2 1 0
2 1 463
2 1 539
2 1 693
2 1 0
3 2 0
3 2 254
3 2 577
3 2 408
3 2 801
3 2 459
3 2 0
3 2 0
3 2 790
3 2 0
3 2 0
3 2 141
3 2 0
4 1 0
4 1 645
4 1 865
4 1 189
4 1 428
4 1 0
4 1 0
4 1 307
4 1 793
4 1 0
5 2 0
5 2 605
5 2 593
5 2 754
5 2 947
5 2 974
5 2 716
5 2 525
5 2 8
5 2 476
5 2 205
5 2 0
6 2 0
6 2 57
6 2 843
6 2 281
6 2 717
6 2 532
6 2 423
6 2 544
6 2 304
6 2 114
6 2 0
7 1 0
7 1 856
7 1 763
7 1 831
7 1 939
7 1 0
7 1 0
7 1 954
7 1 161
7 1 654
7 1 652
7 1 504
7 1 0
8 2 0
8 2 354
8 2 442
8 2 749
8 2 319
8 2 229
8 2 510
8 2 0
8 2 0
8 2 0
9 2 0
9 2 170
9 2 400
9 2 798
9 2 468
9 2 641
9 2 742
9 2 0
10 2 0
10 2 37
10 2 389
10 2 855
10 2 232
10 2 512
10 2 397
10 2 269
10 2 0
11 1 0
11 1 0
12 2 0
12 2 154
12 2 0
12 2 0
12 2 454
12 2 283
12 2 919
12 2 475
12 2 799
12 2 0
13 1 0
13 1 462
13 1 813
13 1 473
13 1 863
13 1 0
13 1 0
13 1 164
13 1 391
13 1 0
14 1 0
14 1 4
14 1 911
14 1 899
14 1 250
14 1 826
14 1 759
14 1 0
14 1 0
14 1 401
14 1 535
14 1 0
15 1 0
15 1 478
15 1 846
15 1 609
15 1 0
15 1 0
15 1 124
15 1 356
15 1 0
16 2 0
16 2 501
16 2 682
16 2 101
16 2 922
16 2 217
16 2 470
16 2 783
16 2 815
16 2 897
16 2 0
17 1 0
17 1 602
17 1 237
17 1 975
17 1 0
17 1 0
17 1 612
17 1 590
17 1 0
18 2 0
18 2 710
18 2 440
18 2 216
18 2 732
18 2 600
18 2 0
19 1 0
19 1 689
19 1 700
19 1 380
19 1 477
19 1 360
19 1 223
19 1 0
20 1 0
20 1 92
20 1 650
20 1 885
20 1 323
20 1 178
20 1 0
21 2 0
21 2 841
21 2 7
21 2 543
21 2 992
21 2 437
21 2 40
21 2 246
21 2 990
21 2 844
21 2 0
21 2 0
21 2 0
22 2 0
22 2 570
22 2 264
22 2 810
22 2 276
22 2 784
22 2 86
22 2 0
22 2 0
22 2 0
23 2 0
23 2 284
23 2 58
23 2 204
23 2 563
23 2 964
23 2 940
23 2 314
23 2 191
23 2 0
24 2 0
24 2 565
24 2 850
24 2 871
24 2 910
24 2 36
24 2 524
24 2 63
24 2 807
24 2 0
24 2 0
24 2 0
25 1 0
25 1 489
25 1 741
25 1 107
25 1 967
25 1 0
25 1 0
25 1 0
26 1 0
26 1 714
26 1 293
26 1 0
27 1 0
27 1 64
27 1 106
27 1 345
27 1 880
27 1 259
27 1 125
27 1 0
27 1 0
27 1 0
28 1 0
28 1 291
28 1 542
28 1 266
28 1 399
28 1 680
28 1 873
28 1 438
28 1 0
28 1 0
28 1 0
29 2 0
29 2 820
29 2 925
29 2 9
29 2 324
29 2 648
29 2 0
29 2 0
29 2 591
29 2 0
30 1 0
30 1 128
30 1 866
30 1 54
30 1 418
30 1 84
30 1 709
30 1 776
30 1 668
30 1 0
30 1 0
30 1 0
30 1 0
31 1 0
31 1 816
31 1 113
31 1 868
31 1 907
31 1 0
31 1 0
31 1 171
31 1 945
31 1 136
31 1 0
32 1 0
32 1 158
32 1 541
32 1 338
32 1 531
32 1 93
32 1 791
32 1 677
32 1 0
33 1 0
33 1 14
33 1 538
33 1 446
33 1 580
33 1 808
33 1 495
33 1 852
33 1 692
33 1 212
33 1 1061
33 1 0
34 2 0
34 2 738
34 2 796
34 2 644
34 2 608
34 2 0
34 2 0
34 2 99
34 2 785
34 2 472
34 2 0
34 2 0
34 2 0
35 2 0
35 2 721
35 2 923
35 2 436
35 2 970
35 2 27
35 2 0
36 2 0
36 2 17
36 2 715
36 2 781
36 2 425
36 2 79
36 2 586
36 2 208
36 2 0
36 2 0
36 2 0
37 1 0
37 1 279
37 1 921
37 1 876
37 1 753
37 1 929
37 1 0
37 1 0
37 1 0
38 2 0
38 2 529
38 2 603
38 2 349
38 2 335
38 2 447
38 2 0
38 2 0
38 2 678
38 2 508
38 2 0
39 1 0
39 1 441
39 1 934
39 1 207
39 1 168
39 1 676
39 1 969
39 1 513
39 1 545
39 1 0
39 1 0
39 1 0
39 1 0
40 1 0
40 1 606
40 1 955
40 1 562
40 1 410
40 1 199
40 1 485
40 1 0
40 1 0
40 1 561
40 1 520
40 1 0
41 2 0
41 2 153
41 2 394
41 2 453
41 2 88
41 2 578
41 2 0
41 2 0
41 2 949
41 2 906
41 2 0
42 1 0
42 1 666
42 1 329
42 1 78
42 1 71
42 1 365
42 1 0
42 1 0
42 1 837
42 1 0
43 2 0
43 2 133
43 2 806
43 2 41
43 2 417
43 2 918
