total cost: 313596
1 1 0
1 1 553
1 1 288
1 1 767
1 1 0
1 1 0
1 1 307
1 1 793
1 1 0
1 1 0
1 1 141
1 1 0
2 1 0
2 1 220
2 1 802
2 1 577
2 1 254
2 1 0
2 1 0
2 1 180
2 1 257
2 1 932
2 1 0
3 1 0
3 1 616
3 1 161
3 1 652
3 1 0
3 1 0
3 1 0
4 2 0
4 2 954
4 2 654
4 2 520
4 2 0
5 2 0
5 2 463
5 2 539
5 2 459
5 2 693
5 2 454
5 2 0
5 2 0
5 2 790
5 2 0
5 2 0
5 2 0
6 2 0
6 2 408
6 2 801
6 2 754
6 2 593
6 2 475
6 2 510
6 2 356
6 2 0
7 2 0
7 2 645
7 2 865
7 2 189
7 2 442
7 2 92
7 2 710
7 2 717
7 2 0
7 2 0
7 2 0
8 2 0
8 2 605
8 2 974
8 2 401
8 2 229
8 2 0
9 1 0
9 1 57
9 1 843
9 1 170
9 1 749
9 1 689
9 1 525
9 1 476
9 1 0
9 1 0
9 1 0
10 1 0
10 1 281
10 1 423
10 1 532
10 1 544
10 1 798
10 1 380
10 1 0
11 1 0
11 1 856
11 1 4
11 1 501
11 1 250
11 1 911
11 1 468
11 1 700
11 1 0
11 1 0
11 1 230
11 1 0
12 2 0
12 2 354
12 2 154
12 2 0
12 2 0
12 2 319
12 2 8
12 2 0
13 1 0
13 1 124
13 1 919
13 1 799
13 1 148
13 1 0
14 1 0
14 1 164
14 1 391
14 1 440
14 1 216
14 1 650
14 1 0
15 1 0
15 1 37
15 1 14
15 1 855
15 1 808
15 1 512
15 1 397
15 1 212
15 1 0
16 2 0
16 2 462
16 2 813
16 2 478
16 2 570
16 2 0
16 2 0
16 2 612
16 2 535
16 2 0
17 2 0
17 2 947
17 2 716
17 2 400
17 2 641
17 2 171
17 2 742
17 2 0
18 1 0
18 1 763
18 1 831
18 1 759
18 1 0
18 1 0
18 1 283
18 1 714
18 1 0
19 2 0
19 2 602
19 2 284
19 2 0
20 1 0
20 1 591
20 1 504
20 1 0
21 1 0
21 1 590
21 1 269
21 1 0
22 1 0
22 1 841
22 1 543
22 1 101
22 1 783
22 1 470
22 1 217
22 1 897
22 1 345
22 1 0
22 1 0
22 1 0
23 2 0
23 2 975
23 2 810
23 2 276
23 2 0
24 1 0
24 1 565
24 1 871
24 1 850
24 1 58
24 1 0
24 1 0
24 1 561
24 1 304
24 1 205
24 1 114
24 1 0
25 1 0
25 1 428
25 1 820
25 1 54
25 1 732
25 1 600
25 1 0
25 1 0
25 1 0
26 1 0
26 1 489
26 1 741
26 1 107
26 1 0
27 1 0
27 1 899
27 1 237
27 1 541
27 1 158
27 1 338
27 1 0
27 1 0
27 1 352
27 1 678
27 1 967
27 1 0
28 2 0
28 2 682
28 2 922
28 2 826
28 2 531
28 2 106
28 2 815
28 2 360
28 2 990
28 2 0
29 1 0
29 1 291
29 1 7
29 1 992
29 1 437
29 1 508
29 1 0
30 1 0
30 1 846
30 1 473
30 1 293
30 1 0
31 2 0
31 2 866
31 2 9
31 2 721
31 2 923
31 2 436
31 2 970
31 2 0
31 2 0
31 2 0
32 1 0
32 1 128
32 1 925
32 1 715
32 1 418
32 1 292
32 1 208
32 1 38
32 1 0
33 2 0
33 2 264
33 2 910
33 2 524
33 2 63
33 2 807
33 2 0
34 2 0
34 2 816
34 2 863
34 2 868
34 2 609
34 2 349
34 2 0
34 2 0
34 2 248
34 2 0
35 1 0
35 1 939
35 1 36
35 1 204
35 1 563
35 1 964
35 1 940
35 1 314
35 1 0
35 1 0
35 1 0
36 1 0
36 1 389
36 1 580
36 1 538
36 1 446
36 1 495
36 1 949
36 1 692
36 1 852
36 1 0
37 1 0
37 1 113
37 1 529
37 1 738
37 1 907
37 1 0
38 2 0
38 2 279
38 2 99
38 2 785
38 2 472
38 2 513
38 2 0
38 2 0
38 2 0
39 2 0
39 2 17
39 2 178
39 2 323
39 2 885
39 2 0
40 2 0
40 2 441
40 2 666
40 2 232
40 2 676
40 2 969
40 2 803
40 2 66
40 2 516
40 2 0
41 2 0
41 2 606
41 2 955
41 2 542
41 2 707
41 2 246
41 2 40
41 2 2
41 2 223
41 2 844
41 2 0
42 1 0
42 1 335
42 1 0
43 1 0
43 1 153
43 1 394
43 1 603
43 1 0
44 1 0
44 1 64
44 1 477
44 1 945
44 1 191
44 1 259
44 1 0
45 2 0
45 2 133
45 2 664
45 2 752
45 2 0
45 2 0
45 2 0
46 2 0
46 2 791
46 2 880
46 2 136
46 2 0
47 1 0
47 1 677
47 1 41
47 1 0
48 2 0
48 2 837
48 2 909
48 2 0
49 2 0
49 2 784
49 2 125
49 2 0
50 2 0
50 2 550
50 2 86
50 2 0
51 1 0
51 1 163
51 1 0
52 1 0
52 1 456
52 1 102
52 1 351
52 1 0
52 1 0
52 1 255
52 1 980
52 1 74
52 1 724
52 1 0
53 2 0
53 2 921
53 2 679
53 2 576
53 2 0
54 2 0
54 2 45
54 2 809
54 2 814
54 2 430
54 2 977
54 2 396
54 2 438
54 2 481
54 2 0
54 2 0
54 2 0
55 1 0
55 1 336
55 1 369
55 1 854
55 1 0
55 1 0
