total cost: 342879
1 2 0
1 2 553
1 2 288
1 2 767
1 2 0
1 2 0
1 2 616
1 2 180
1 2 257
1 2 932
1 2 0
2 1 0
2 1 220
2 1 802
2 1 0
2 1 0
2 1 463
2 1 539
2 1 693
2 1 0
3 1 0
3 1 254
3 1 577
3 1 408
3 1 801
3 1 459
3 1 0
3 1 0
3 1 790
3 1 0
3 1 0
3 1 141
3 1 0
4 1 0
4 1 645
4 1 865
4 1 189
4 1 428
4 1 0
4 1 0
4 1 307
4 1 793
4 1 0
5 1 0
5 1 605
5 1 593
5 1 754
5 1 947
5 1 974
5 1 716
5 1 525
5 1 8
5 1 476
5 1 205
5 1 0
6 2 0
6 2 57
6 2 843
6 2 281
6 2 717
6 2 532
6 2 423
6 2 544
6 2 304
6 2 114
6 2 0
7 1 0
7 1 856
7 1 763
7 1 831
7 1 939
7 1 0
7 1 0
7 1 954
7 1 161
7 1 654
7 1 652
7 1 504
7 1 0
8 2 0
8 2 354
8 2 442
8 2 749
8 2 319
8 2 229
8 2 510
8 2 0
8 2 0
8 2 0
9 2 0
9 2 170
9 2 400
9 2 798
9 2 468
9 2 641
9 2 742
9 2 0
10 1 0
10 1 37
10 1 389
10 1 855
10 1 232
10 1 512
10 1 397
10 1 269
10 1 0
11 2 0
11 2 154
11 2 0
11 2 0
11 2 454
11 2 283
11 2 919
11 2 475
11 2 799
11 2 0
12 1 0
12 1 462
12 1 813
12 1 473
12 1 863
12 1 0
12 1 0
12 1 164
12 1 391
12 1 0
13 2 0
13 2 4
13 2 911
13 2 899
13 2 250
13 2 826
13 2 759
13 2 0
13 2 0
13 2 401
13 2 535
13 2 0
14 2 0
14 2 478
14 2 846
14 2 609
14 2 0
14 2 0
14 2 124
14 2 356
14 2 0
15 1 0
15 1 501
15 1 682
15 1 101
15 1 922
15 1 217
15 1 470
15 1 783
15 1 815
15 1 897
15 1 0
15 1 0
15 1 0
16 2 0
16 2 602
16 2 237
16 2 975
16 2 570
16 2 0
16 2 0
16 2 520
16 2 0
17 2 0
17 2 710
17 2 440
17 2 216
17 2 732
17 2 600
17 2 0
18 1 0
18 1 689
18 1 700
18 1 380
18 1 477
18 1 360
18 1 223
18 1 0
19 1 0
19 1 92
19 1 650
19 1 885
19 1 323
19 1 178
19 1 0
20 2 0
20 2 714
20 2 807
20 2 293
20 2 0
21 2 0
21 2 841
21 2 7
21 2 543
21 2 992
21 2 437
21 2 40
21 2 246
21 2 990
21 2 844
21 2 0
21 2 0
21 2 0
22 2 0
22 2 284
22 2 58
22 2 264
22 2 99
22 2 550
22 2 810
22 2 276
22 2 0
23 2 0
23 2 565
23 2 850
23 2 871
23 2 541
23 2 338
23 2 204
23 2 563
23 2 964
23 2 0
23 2 0
23 2 0
24 2 0
24 2 489
24 2 741
24 2 107
24 2 967
24 2 678
24 2 508
24 2 0
25 2 0
25 2 612
25 2 591
25 2 0
26 1 0
26 1 291
26 1 542
26 1 45
26 1 531
26 1 106
26 1 93
26 1 945
26 1 0
26 1 0
26 1 0
27 2 0
27 2 820
27 2 925
27 2 9
27 2 324
27 2 648
27 2 0
27 2 0
27 2 590
27 2 212
27 2 0
28 2 0
28 2 128
28 2 866
28 2 715
28 2 902
28 2 418
28 2 84
28 2 709
28 2 776
28 2 668
28 2 0
28 2 0
28 2 0
29 1 0
29 1 63
29 1 910
29 1 524
29 1 279
29 1 785
29 1 0
29 1 0
29 1 0
30 2 0
30 2 816
30 2 113
30 2 868
30 2 907
30 2 349
30 2 0
30 2 0
30 2 171
30 2 345
30 2 880
30 2 0
31 2 0
31 2 158
31 2 36
31 2 611
31 2 647
31 2 255
31 2 455
31 2 0
31 2 0
31 2 0
32 2 0
32 2 54
32 2 17
32 2 133
32 2 664
32 2 752
32 2 0
32 2 0
32 2 230
32 2 0
33 2 0
33 2 738
33 2 796
33 2 644
33 2 608
33 2 447
33 2 0
33 2 0
33 2 561
33 2 148
33 2 0
34 2 0
34 2 606
34 2 955
34 2 562
34 2 266
34 2 399
34 2 680
34 2 396
34 2 685
34 2 936
34 2 630
34 2 0
34 2 0
34 2 0
35 2 0
35 2 529
35 2 603
35 2 207
35 2 168
35 2 71
35 2 44
35 2 383
35 2 545
35 2 906
35 2 0
36 2 0
36 2 153
36 2 538
36 2 446
36 2 580
36 2 14
36 2 808
36 2 676
36 2 969
36 2 852
36 2 0
36 2 0
36 2 0
37 2 0
37 2 666
37 2 329
37 2 78
37 2 803
37 2 692
37 2 949
37 2 0
38 2 0
38 2 441
38 2 934
38 2 88
38 2 365
38 2 0
38 2 0
38 2 472
38 2 679
38 2 0
39 1 0
39 1 335
39 1 854
39 1 840
39 1 0
39 1 0
39 1 0
40 2 0
40 2 721
40 2 290
40 2 485
40 2 971
40 2 0
40 2 0
40 2 0
41 2 0
41 2 495
41 2 513
41 2 604
41 2 929
41 2 0
42 2 0
42 2 64
42 2 923
42 2 970
42 2 734
42 2 965
42 2 0
43 1 0
43 1 837
43 1 909
43 1 960
43 1 24
43 1 0
44 1 0
44 1 791
44 1 940
44 1 314
44 1 784
44 1 0
45 1 0
45 1 456
45 1 996
45 1 699
45 1 392
45 1 677
45 1 259
45 1 136
45 1 200
45 1 1037
45 1 0
46 2 0
46 2 336
46 2 102
46 2 921
46 2 351
46 2 0
46 2 0
46 2 352
46 2 436
46 2 166
46 2 0
47 1 0
47 1 817
47 1 751
47 1 0
47 1 0
47 1 435
47 1 160
47 1 835
47 1 490
47 1 471
47 1 0
47 1 0
47 1 0
48 1 0
48 1 394
48 1 453
48 1 991
48 1 578
48 1 627
48 1 1099
48 1 0
49 1 0
49 1 518
49 1 497
49 1 610
49 1 574
49 1 419
49 1 150
49 1 621
49 1 0
49 1 0
49 1 0
49 1 0
50 2 0
50 2 806
50 2 430
50 2 977
50 2 438
50 2 581
50 2 509
50 2 434
50 2 0
50 2 0
50 2 0
51 2 0
51 2 707
51 2 310
51 2 973
51 2 0
51 2 0
51 2 576
51 2 0
51 2 0
51 2 0
52 2 0
52 2 248
52 2 191
52 2 125
52 2 0
53 1 0
53 1 369
53 1 695
53 1 0
54 2 0
54 2 199
54 2 410
54 2 887
54 2 226
54 2 151
54 2 118
54 2 656
54 2 265
54 2 0
54 2 0
54 2 0
55 1 0
55 1 980
55 1 724
55 1 0
56 1 0
56 1 41
56 1 417
56 1 918
56 1 0
56 1 0
56 1 0
57 2 0
57 2 809
57 2 334
57 2 938
57 2 755
57 2 997
57 2 800
57 2 778
57 2 0
57 2 0
57 2 86
57 2 0
58 1 0
58 1 340
58 1 781
58 1 188
58 1 425
58 1 0
58 1 0
58 1 292
58 1 0
58 1 0
58 1 0
59 2 0
59 2 646
59 2 697
59 2 272
59 2 0
59 2 0
59 2 876
59 2 944
59 2 669
59 2 857
59 2 0
60 2 0
60 2 814
60 2 85
60 2 97
60 2 493
60 2 881
60 2 309
60 2 298
60 2 0
60 2 0
60 2 0
61 2 0
61 2 989
61 2 233
61 2 134
61 2 175
61 2 0
61 2 0
61 2 873
61 2 748
61 2 481
61 2 0
62 1 0
62 1 181
62 1 289
62 1 211
62 1 761
62 1 0
63 1 0
63 1 275
63 1 771
63 1 479
63 1 27
63 1 480
63 1 28
63 1 1094
63 1 0
64 1 0
64 1 398
64 1 208
64 1 0
65 2 0
65 2 568
65 2 779
65 2 675
65 2 0
66 2 0
66 2 163
66 2 753
66 2 838
66 2 0
67 2 0
67 2 673
67 2 458
67 2 622
67 2 573
67 2 942
67 2 883
67 2 994
67 2 119
67 2 0
68 2 0
68 2 511
68 2 777
68 2 663
68 2 376
68 2 0
68 2 0
68 2 130
68 2 0
68 2 0
68 2 0
69 2 0
69 2 157
69 2 999
69 2 941
69 2 492
69 2 413
69 2 0
69 2 0
69 2 95
69 2 80
69 2 311
69 2 0
70 2 0
70 2 943
70 2 891
70 2 730
70 2 0
70 2 0
70 2 686
70 2 494
70 2 812
70 2 0
70 2 0
70 2 0
71 2 0
71 2 321
71 2 655
71 2 0
71 2 0
71 2 694
71 2 11
71 2 0
72 2 0
72 2 794
72 2 756
72 2 420
72 2 177
